"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"11814",1,0,1,16,10,11,1941,NA,1960,41,114720,3249,0,1,114720,13,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"11847",1,0,1,12,12,7,1954,12,1944,28,74090,3060,0,1,143161,9,0.300000011920929,0,0,0,0,0,0,0,0,8,12,33460,33460,0,0,0,2,12,0,1,1,0
"11872",0,0,1,8,8,8,1930,NA,0,53,0,1883,2,1,25764.19921875,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"11881",0,1,0,14,8,10,1933,NA,1828,49,62419.62890625,1679,0,0,62419.62890625,16,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,0,1,1,0
"11894",0,0,1,12,8,9,1951,37,2450,31,NA,3181,0,0,122552.03125,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,12,10,40630,191.199996948242,0,0,0,1,37,0,1,NA,0
"11898",0,0,1,13,7,12,1944,NA,1813,38,47800,5888,1,1,101575,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"11917",0,0,1,15,2,9,1957,43,550,26,5019,4973,1,1,34999.16015625,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,38240,35850,0,0,0,4,43,0,1,NA,1
"11936",0,0,0,9,12,7,1953,4,1714,28,16730,2456,3,1,63502.30078125,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,11,0,0,0,0,0,4,4,0,1,NA,1
"11953",0,0,1,16,7,13,1947,NA,1250,35,31070,6376,3,1,71700,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,0,1,NA,1
"11954",0,0,1,11,10,12,1937,NA,0,45,0,1825,0,1,48619.76953125,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"11963",1,0,1,12,7,8,1955,21,1980,28,59750,5087,0,0,83064.453125,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,8,NA,NA,NA,NA,0,2,21,0,1,1,0
"11979",0,0,1,13,3,11,1943,NA,1840,40,14340,1706,1,1,123802,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,0,NA,1
"11994",1,0,1,12,5,11,1943,NA,2695,39,122320.203125,5187,4,1,160727.5,14,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"12012",1,0,1,13,10,9,1945,NA,2041,37,60467,1606,0,1,90939.5,15,0.699999988079071,0,0,0,0,0,0,0,0,12,12,NA,0,0,0,0,3,9,0,1,1,0
"12019",1,0,1,7,2,1,1941,NA,1404,42,24227.4296875,5052,0,0,65942.4921875,17,0.400000005960464,0,3346,3346,0,0,0,0,0,NA,1,NA,NA,NA,0,0,3,16,0,1,1,0
"12027",0,NA,NA,12,1,7,1956,10,872,27,7648,2276,2,NA,50668,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"12029",1,0,1,12,7,10,1940,NA,2000,43,52580,6776,1,1,106833,8,0.5,0,0,0,0,0,0,0,0,4,NA,NA,0,0,NA,0,3,9,0,1,1,0
"12030",1,0,1,12,10,12,1936,NA,2288,46,71700,444,1,1,85084,21,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"12040",1,0,1,10,7,8,1928,NA,1880,54,44454,1030,0,1,55209,27,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"12045",0,0,1,12,8,10,1945,NA,2250,37,14340,6560,3,1,70839.6015625,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12061",0,0,1,12,6,9,1946,NA,1920,36,31070,113,0,0,50797.05859375,11,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"12072",0,0,1,12,6,8,1955,36,0,28,0,5074,3,1,70576.703125,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"12083",1,0,0,14,5,10,1941,NA,2526,41,95600,4644,4,1,101575,17,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"12084",1,0,1,13,9,11,1941,NA,2144,41,46366,1955,5,1,56547.3984375,17,1,0,0,860.400024414062,0,860.400024414062,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"12119",1,0,1,6,6,0,1946,NA,1800,36,22353.669921875,5384,1,1,52247.7890625,11,0.600000023841858,0,3346,3346,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12139",1,0,1,17,7,13,1948,NA,1426,34,46127,4358,1,1,73612,9,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"12150",0,0,1,12,2,8,1935,NA,1924,56,21510,3095,0,1,50620.19921875,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"12209",0,0,1,9,10,9,1928,NA,1467,54,13145,2393,1,NA,50971.53125,20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"12268",0,0,1,17,1,12,1932,NA,2420,51,57360,649,0,0,63574,26,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12273",0,0,1,14,12,9,1940,NA,1820,42,17552.16015625,3008,0,0,30338.66015625,15,0.200000002980232,0,0,0,0,0,0,12045.599609375,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12296",1,0,1,12,10,6,1956,37,1884,26,30821.439453125,1855,2,1,49886.46875,2,0.800000011920929,0,1338.40002441406,1338.40002441406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"12297",1,0,1,9,3,10,1946,NA,2250,37,50190,6067,2,1,98109.5,9,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"12298",1,0,1,10,12,6,1926,NA,1061,56,9289.9296875,6462,0,1,47797.609375,25,0.5,0,3838.34008789062,3838.34008789062,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"12301",1,0,1,12,3,7,1950,NA,1337,33,16730,6242,4,1,43020,9,1,0,0,0,0,0,0,0,0,5,2,11950,9560,0,0,0,4,4,0,1,1,0
"12329",0,0,1,12,12,10,1948,NA,0,34,0,6168,3,1,23661,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"12340",0,0,1,12,6,8,1941,NA,2000,41,36806,5289,1,1,95588.046875,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"12365",1,0,1,12,11,6,1942,NA,1380,40,40630,3891,0,0,43020,16,0.300000011920929,2390,0,2390,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"12375",0,0,1,16,6,9,1952,34,1198,30,28680,686,1,1,125475,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12380",0,0,1,7,5,10,1944,NA,990,38,10277,599,5,1,54840.94140625,3,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"12417",0,0,1,12,1,11,1943,NA,1905,40,26290,3251,1,NA,74568,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"12422",1,0,1,17,8,12,1950,NA,0,32,0,2028,0,1,40964.6015625,8,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,5,0,1,1,0
"12439",1,0,1,9,11,10,1927,NA,3250,55,21271,6115,1,1,22752.80078125,31,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12480",0,0,1,12,6,12,1932,NA,2008,50,54970,4901,0,NA,104251.796875,23,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"12503",1,0,1,12,5,9,1947,NA,2006,36,64530,5300,3,1,65247,11,0.800000011920929,0,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,1,37,0,1,1,0
"12513",0,0,1,16,5,10,1957,37,2100,25,23900,1135,0,1,47919.5,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"12518",0,0,1,12,4,9,1929,NA,1080,54,10360.650390625,4477,0,1,26158.55078125,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"12542",0,1,0,16,6,11,1922,NA,0,60,0,3357,1,0,76425.03125,8,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,0,1,0
"12559",0,1,0,16,6,7,1953,23,876,29,5258,349,3,NA,44932,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"12570",0,0,1,17,10,11,1948,NA,0,34,0,4236,2,1,77197,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"12575",0,0,1,8,3,9,1932,NA,936,52,15100.01953125,1746,0,1,44250.8515625,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"12579",0,0,1,11,6,11,1926,NA,0,56,0,1741,0,1,167300,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"12580",1,0,1,14,12,9,1957,43,2016,25,45410,4842,0,1,129060,6,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,76480,0,NA,0,4,43,0,1,1,0
"12587",0,1,0,12,5,5,1953,3,910,29,1673,2242,4,1,36428.37890625,3,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"12597",1,0,1,16,9,13,1955,46,1976,27,27485,3888,0,0,27485,5,1,0,0,0,0,0,0,0,0,17,17,39936.8984375,36523.98046875,0,0,0,6,NA,0,1,1,0
"12619",0,0,1,12,10,12,1924,NA,2000,58,25095,2663,0,0,112186.6015625,30,0.400000005960464,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,29,0,1,1,0
"12621",0,1,0,14,3,5,1954,31,1716,29,15535,6262,2,0,20295.880859375,7,1,0,0,6550.990234375,0,0,749,0,1992,8,12,0,4481.25,0,0,0,1,31,0,1,1,0
"12623",0,0,1,12,8,9,1950,NA,1464,32,31189.5,798,2,1,83145.7109375,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,8,0,33460,0,0,0,2,12,0,1,NA,1
"12641",0,0,1,12,6,11,1944,NA,0,38,0,5187,4,1,160727.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"12645",1,0,1,16,10,11,1934,NA,2880,47,327430,2667,2,1,389928.5,23,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"12646",1,0,1,12,7,7,1950,NA,2160,32,64530,995,1,1,64530,7,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"12687",0,0,1,15,11,9,1938,NA,2300,44,52580,6097,1,1,180445,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12747",1,0,1,17,6,10,1954,31,2450,28,62140,2303,0,0,121968.8671875,8,0.5,0,0,0,0,0,0,0,0,12,NA,NA,30114,0,NA,0,1,31,0,1,1,0
"12776",1,0,1,16,8,12,1954,37,2220,28,60347.5,2106,0,0,60985.62890625,3,0.5,0,0,0,0,0,0,0,0,12,17,45410,0,0,0,0,1,37,0,1,1,0
"12781",1,0,1,13,11,12,1950,NA,718,32,9560,944,2,1,68344.4375,8,0.699999988079071,0,18881,18881,0,0,0,0,0,12,12,3083.10009765625,4206.39990234375,0,0,0,2,48,0,1,1,0
"12782",1,0,1,16,12,10,1953,20,1920,29,59750,5526,2,1,63335,4,0.5,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,1,20,0,1,1,0
"12792",1,0,1,13,4,10,1948,NA,2000,34,38240,2246,2,1,62140,9,0.800000011920929,0,0,0,0,0,0,0,0,12,12,83650,31070,0,0,0,4,4,0,1,1,0
"12819",1,0,1,16,5,10,1947,NA,2300,35,64530,4820,1,1,110896,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"12824",1,0,1,15,8,11,1940,NA,1040,42,NA,4093,1,NA,91386.4296875,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,NA,0,0
"12836",0,0,1,12,1,11,1944,NA,1960,37,44215,1705,2,NA,169929,11,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"12858",1,0,1,14,1,10,1955,24,2450,28,35192.75,6175,0,0,64530,3,0.300000011920929,0,0,0,0,0,0,0,0,12,17,71700,19120,0,0,0,2,24,0,1,1,0
"12883",1,0,1,17,12,12,1945,NA,2880,37,70505,2243,2,1,117110,12,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"12888",0,0,1,12,5,9,1951,21,0,31,0,2624,2,1,78870,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"12889",0,NA,NA,16,2,7,1941,NA,370,42,NA,4867,0,NA,31918.44921875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,0
"12895",1,0,1,12,6,7,1924,NA,2600,58,66920,4432,0,1,181087.90625,33,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"12902",0,0,1,9,11,8,1954,34,208,28,4015.19995117188,6430,3,1,39999.0390625,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"12910",0,1,0,9,3,5,1924,NA,0,59,0,1560,0,1,25142.80078125,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"12930",0,0,1,12,12,9,1951,46,0,30,0,1861,2,1,54970,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"12960",1,0,1,16,2,9,1956,21,3150,27,56165,2054,0,1,74807,7,0.699999988079071,0,0,0,0,0,0,0,0,12,12,53536,0,0,0,0,2,34,0,1,1,0
"12966",0,0,1,12,7,8,1927,NA,2080,55,23900,1432,0,1,86757,25,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"12974",0,0,1,16,11,11,1944,NA,250,38,2390,962,2,1,84128,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,0,0,1,6,0,1,NA,1
"12986",1,0,1,12,10,7,1957,34,2500,25,48995,2063,1,1,49473,4,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"13007",0,0,1,14,10,9,1950,NA,0,32,0,2301,3,1,78946.4765625,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,11,11,0,15100.01953125,0,0,0,1,31,0,0,NA,1
"13031",0,0,1,16,10,10,1941,NA,1960,41,45410,454,1,1,121890,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"13075",0,0,1,12,11,7,1926,NA,0,56,0,6217,0,0,37702.25,12,0.5,0,0,7676.68017578125,7676.68017578125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"13087",0,NA,NA,12,3,9,1944,NA,1930,39,34655,1818,0,NA,71420.3671875,14,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"13095",1,0,1,11,5,9,1943,NA,910,39,23422,5096,3,1,37240.98046875,13,0.800000011920929,0,6835.39990234375,9459.6201171875,0,0,1098,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
"13129",0,1,0,11,10,0,1953,34,0,29,0,2134,2,0,7542.83984375,2,0.800000011920929,0,0,11271.240234375,0,0,1560,0,3156,11,NA,NA,0,0,NA,0,2,34,0,0,1,0
"13134",0,1,0,11,5,10,1953,8,0,29,0,751,1,0,35850,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,62419.62890625,0,NA,0,3,19,0,0,NA,1
"13145",0,0,1,14,12,12,1943,NA,688,39,13145,2845,0,NA,143161,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,50,0,0,NA,1
"13160",0,0,1,12,9,8,1951,37,0,31,0,2935,4,1,54970,6,1,NA,NA,NA,NA,NA,NA,NA,NA,12,10,42781,14428.4296875,0,0,0,1,37,0,0,NA,1
"13170",1,0,1,17,8,10,1926,NA,2244,56,68115,1042,1,1,72942.796875,31,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"13172",1,0,1,15,8,10,1947,NA,765,35,1828.34997558594,6256,0,0,69943.3515625,10,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"13174",1,0,1,17,8,11,1957,22,1980,25,57360,6039,0,0,99185,4,1,0,0,0,0,0,0,0,0,10,17,97990,0,0,0,0,2,22,0,1,1,0
"13180",1,0,1,12,11,10,1953,37,1320,29,22705,3188,1,1,59064.0703125,16,0.400000005960464,0,7679.06982421875,7679.06982421875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"13192",0,0,1,13,9,10,1949,NA,1530,33,38240,5099,2,1,64649.5,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"13200",1,0,1,15,4,11,1943,NA,3174,39,76778.75,173,2,1,127810.03125,14,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"13202",0,0,1,12,4,11,1942,NA,0,41,1434,4591,0,1,82741.796875,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"13243",0,0,1,12,1,8,1946,NA,1800,37,27485,5822,1,1,81260,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"13246",1,0,1,14,7,9,1951,21,2650,31,47800,4617,1,1,68354,7,0.5,0,0,0,0,0,0,0,0,12,12,4780,0,0,0,0,4,4,0,1,1,0
"13251",0,0,1,17,1,11,1931,NA,2100,52,54644.9609375,5619,0,0,59575.53125,24,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"13262",0,0,1,16,1,12,1947,NA,735,36,9560,4989,2,1,58316,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"13291",1,0,1,17,7,12,1957,19,1494,25,26290,1391,0,0,29253.599609375,NA,1,0,0,0,0,0,0,0,0,14,16,198370,10707.2001953125,0,0,0,3,42,0,1,1,0
"13297",0,0,1,15,2,10,1939,NA,1922,44,43498,1443,1,0,53318.51171875,19,0.5,0,1135.25,1178.27001953125,0,0,18,2485.60009765625,0,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"13313",0,0,1,11,9,9,1929,NA,1936,54,33460,2021,0,1,54339.0390625,20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"13333",1,0,1,5,5,10,1922,NA,68,60,4404.77001953125,506,1,1,46571.5390625,35,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
"13363",0,NA,NA,16,7,12,1952,24,1932,26,36328,4559,0,NA,98085.6015625,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"13366",0,NA,NA,8,11,11,1954,34,1580,28,16730,3811,0,NA,26768,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"13384",0,0,1,16,4,11,1925,NA,1752,58,47800,4874,0,1,124280,19,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"13386",0,0,1,17,7,8,1952,37,1100,30,11950,782,0,0,23900,5,0.300000011920929,0,11950,11950,0,0,0,0,0,16,NA,NA,10994,0,NA,0,1,31,0,0,1,0
"13389",0,0,1,12,12,8,1947,NA,583,35,NA,4088,2,NA,75820.359375,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,2,21,0,NA,NA,0
"13397",1,0,1,12,6,10,1932,NA,4192,50,57429.30859375,2447,1,1,51255.94140625,25,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"13405",1,0,0,15,10,9,1942,NA,2728,40,188810,1257,3,1,212917.9375,15,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"13466",1,0,1,12,5,11,1922,NA,1992,59,63335,1995,0,1,84701.6015625,36,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"13467",0,0,1,17,9,12,1952,9,1956,30,42542,802,0,0,42589.80078125,7,0.300000011920929,0,0,0,0,0,0,0,0,12,16,129060,11950,0,0,0,2,48,0,1,1,0
"13474",1,0,1,16,2,10,1935,NA,2700,48,143400,1697,1,1,174470,23,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"13476",0,0,1,13,11,11,1948,NA,1984,34,51609.66015625,636,0,0,52168.921875,9,NA,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,4,4,0,1,1,0
"13479",1,0,1,12,7,12,1957,45,2450,26,64530,5126,0,1,92015,3,0.5,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,3,45,0,1,1,0
"13480",1,0,1,14,11,11,1956,14,2107,26,71700,2114,1,1,71723.8984375,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"13497",1,0,1,17,2,10,1929,NA,1950,54,52042.25,5907,1,1,80227.5234375,29,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"13509",0,0,1,11,4,8,1932,NA,2450,52,35850,2765,0,0,51463.87109375,19,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"13523",1,0,1,16,10,9,1956,32,2232,26,69310,1778,0,1,112330,3,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,34057.5,0,NA,0,3,41,0,1,1,0
"13547",1,0,1,7,10,10,1924,NA,1200,58,40835.5390625,2858,0,1,46772.30078125,33,0.5,0,5936.759765625,5936.759765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"13548",1,0,1,13,1,11,1946,NA,2562,37,80736.59375,5215,0,0,157787.796875,12,0.200000002980232,0,0,0,0,0,0,0,0,13,NA,NA,0,0,NA,0,4,4,0,1,1,0
"13556",0,0,1,11,11,11,1927,NA,0,55,0,6011,1,1,79276.296875,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,0,NA,1
"13595",0,0,1,8,8,9,1934,NA,0,48,0,3142,0,1,64530,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,0,NA,1
"13606",1,0,1,12,8,12,1930,NA,2656,52,102770,5304,0,1,132406,27,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"13607",0,0,1,14,1,13,1931,NA,0,52,0,3402,1,1,70744,11,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"13613",0,0,1,14,10,9,1957,26,1653,25,14340,3127,0,1,96795,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"13624",1,0,1,12,3,10,1944,NA,1796,39,52580,4005,3,1,81260,13,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"13629",1,1,0,14,9,8,1950,NA,2000,32,38240,1733,4,1,39793.5,11,0.899999976158142,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,3,32,0,1,1,0
"13655",1,0,1,12,9,7,1949,NA,2080,34,NA,766,0,1,96491.46875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,8,12,33460,33460,0,0,0,2,12,1,1,NA,0
"13668",1,0,1,12,2,11,1942,NA,2842,41,82694,5169,0,0,97512,17,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"13691",1,0,1,17,7,9,1948,NA,2560,34,66920,617,0,0,66920,7,0.300000011920929,0,0,0,0,0,0,0,0,14,14,71700,0,0,0,0,4,4,0,1,1,0
"13696",0,0,1,14,6,11,1954,45,2130,28,20315,2774,2,NA,34384.9296875,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19120,NA,NA,0,0,3,45,0,1,NA,1
