"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"35523",0,0,1,16,7,8,1944,2000,27,73970,2781,1,1,121310.796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"35559",1,0,1,14,7,12,1914,2540,57,80684.203125,1263,0,1,108110,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,51,0,1,1,0
"35580",0,0,1,17,11,12,1927,216,43,41423.19921875,2633,2,1,141766.34375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"35593",1,0,1,12,12,11,1934,3055,37,40968,4606,4,1,42390.5,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,91,0,1,1,0
"35608",1,0,1,14,NA,11,NA,4477,30,77668.5,5039,0,0,79830.703125,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,55,0,1,1,0
"35620",0,0,1,NA,NA,9,NA,1521,25,14794,2003,1,0,26458.5,0.800000011920929,0,0,0,0,0,1422.5,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,88,0,1,1,0
"35628",1,0,1,12,3,12,1936,2114,36,61452,996,2,1,61452,0.800000011920929,0,1684.23999023438,0,0,296,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"35649",0,0,1,5,9,6,1930,2080,40,28450,2366,0,1,67267.1796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"35670",0,0,1,10,5,7,1939,0,32,0,3502,2,1,34140,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"35685",1,0,1,16,11,10,1936,2319,36,133715,1750,3,1,139689.5,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,55,0,1,1,0
"35687",1,1,0,5,4,9,1915,2080,57,14509.5,906,0,0,14509.5,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,51,0,1,1,0
"35690",1,1,0,9,3,2,1911,2712,49,34993.5,1358,2,1,34993.5,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,51,0,1,1,0
"35695",0,NA,NA,12,NA,9,NA,1190,27,10008.7099609375,1265,2,NA,71460.7109375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"35707",1,0,1,4,2,8,1916,0,56,0,2692,0,1,17752.80078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,2,NA,0,0,1,0
"35711",1,0,1,13,3,12,1944,2062,28,45520,3776,1,1,59745,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,55,0,1,1,0
"35744",0,0,1,14,10,11,1923,1875,48,41537,3842,0,0,105230.859375,1,0,0,0,0,0,8535,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,87,0,1,1,0
"35750",1,0,1,17,5,11,1931,1940,40,113526.8828125,1623,2,1,116332.046875,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,87,0,1,1,0
"35776",0,0,1,12,7,11,1934,2352,37,68280,1337,0,0,97697.296875,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,4,2,NA,56,0,1,1,0
"35784",0,0,1,12,7,8,1918,1560,53,6657.2998046875,3800,0,1,23727.30078125,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"35791",1,0,1,14,3,9,1946,NA,25,NA,3561,1,NA,146011.09375,1,NA,NA,NA,NA,NA,NA,NA,12,12,80792.3125,0,0,0,0,2,21,NA,NA,NA,NA,NA,0
"35834",1,0,1,9,NA,10,NA,0,52,0,1148,3,1,187041.6875,1,0,24307.6796875,15772.6796875,0,0,0,1500,NA,NA,NA,NA,NA,NA,0,1,29,2,NA,0,0,1,0
"35867",0,0,1,10,3,10,1912,1000,60,11380,3498,0,NA,82505,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"35888",1,0,1,12,9,9,1934,2226,38,54624,4409,3,1,73970,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,31,0,1,1,0
"35922",0,0,1,12,1,12,1933,200,38,426.75,4697,6,1,60228.6484375,1.60000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"35943",1,0,1,3,NA,5,NA,2011,58,42675,4020,0,1,43813,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,32,0,1,1,0
"35957",1,0,1,12,9,11,1915,2695,56,267430,1285,0,1,269706,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,55,0,1,1,0
"35968",0,1,0,12,11,7,1923,1500,48,10811,3587,0,NA,48734.8515625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"35997",1,0,1,12,2,10,1923,1880,49,71694,978,0,1,75278.703125,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,57,0,1,1,0
"36011",0,1,0,6,9,0,1912,NA,60,NA,5001,2,NA,42675,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,0
"36068",1,0,1,16,2,13,1930,2940,42,102420,4889,0,0,110613.6015625,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"36093",1,0,1,16,9,12,1926,3043,45,42959.5,4697,6,1,60228.6484375,1.60000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"36111",1,0,1,14,4,11,1928,1980,43,91040,1135,1,1,104622.03125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"36122",1,0,1,13,3,12,1931,2448,40,38692,3330,7,1,42106,1.5,0,8193.599609375,0,0,1440,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,31,0,1,1,0
"36126",0,0,1,12,11,11,1911,600,60,9547.8203125,3313,0,NA,59500.328125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"36138",0,0,1,12,3,9,1940,0,32,0,2026,4,1,71978.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"36156",0,0,1,16,2,11,1928,0,44,0,4693,2,1,211724.90625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"36179",1,0,1,17,5,13,1946,740,25,21337.5,789,0,1,41821.5,0.5,0,0,0,0,0,0,0,12,NA,96718.6171875,0,0,0,0,4,46,NA,30,0,1,1,0
"36200",0,0,1,13,6,11,1941,0,30,0,1392,3,1,68280,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"36292",0,0,1,12,NA,10,NA,0,53,0,486,0,0,20182.4296875,0.699999988079071,0,12017.2802734375,12017.2802734375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,2,NA,0,0,1,0
"36301",1,0,1,12,12,9,1929,1880,42,67142,586,0,0,91682.96875,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"36320",0,1,0,12,7,7,1936,1863,33,45520,2455,4,NA,112662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"36326",0,0,1,16,4,12,1943,1505,29,18777,2458,2,1,73287.203125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"36365",1,0,1,4,NA,5,NA,1150,58,NA,418,0,NA,16842.400390625,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,0,0
"36367",1,1,0,9,NA,9,NA,2612,38,88268.96875,1688,5,1,122272.40625,1.20000004768372,8398.4404296875,8398.4404296875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,51,0,1,1,0
"36408",1,1,0,3,2,7,1922,1880,50,45520,2423,1,1,63443.5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,92,0,1,1,0
"36451",0,0,1,14,2,7,1928,1400,44,28450,1328,3,1,124935.328125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"36470",0,0,1,11,6,11,1938,0,33,0,2346,3,1,48365,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"36526",0,0,1,12,2,9,1931,520,41,6828,359,3,1,88809.5234375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"36554",0,0,1,NA,NA,9,NA,NA,26,NA,1863,2,NA,100132.6171875,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,12,NA,59745,1280.25,0,0,0,2,21,NA,NA,NA,NA,NA,0
"36565",0,0,1,12,12,9,1919,1592,52,40968,3493,0,1,136309.640625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,30,0,1,1,0
"36576",1,0,0,12,12,9,1921,1880,49,85344.3125,4746,2,1,127143.046875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,1,51,0,1,1,0
"36600",1,1,0,3,8,2,1921,NA,50,NA,215,1,0,16114.080078125,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,NA,0,3,41,NA,NA,NA,NA,NA,0
"36617",0,0,1,8,11,6,1931,0,39,0,733,5,1,27670.470703125,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"36659",0,0,1,8,NA,8,NA,336,39,4187.83984375,917,5,0,26646.26953125,0.899999976158142,0,1126.61999511719,0,0,198,22760,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,86,0,1,1,0
"36674",1,0,1,12,2,11,1934,1805,38,58038,3980,2,1,58038,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,51,0,1,1,0
"36677",0,0,1,12,11,10,1929,0,41,0,2335,2,1,68388.109375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"36686",1,0,1,9,6,9,1943,2064,28,39261,4182,3,1,40683.5,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,57,0,1,1,0
"36705",0,0,1,9,10,10,1940,0,32,0,1980,1,1,36985,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"36737",0,0,1,13,3,10,1937,0,35,0,4888,2,0,110613.6015625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,0,0,1,0
"36750",0,0,1,14,2,11,1936,1750,35,59176,3762,2,1,145095,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"36797",1,0,1,13,5,11,1937,2295,34,105265,1957,3,1,105265,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,82,0,1,1,0
"36814",0,0,1,12,10,8,1922,420,49,3726.94995117188,3826,0,1,64245.7890625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"36894",1,0,1,8,7,10,1925,2134,46,90038.5625,409,6,1,107768.6015625,1.10000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,51,0,1,1,0
"36950",1,0,1,12,11,9,1918,2080,54,40057.6015625,2536,0,1,68280,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,31,0,1,1,0
"36978",1,0,1,14,8,11,1946,1973,25,76815,79,0,1,122340.6875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,71,0,1,1,0
"37023",0,0,1,5,6,3,1926,0,45,0,103,4,1,28814.16015625,1,0,16643.25,0,0,1377,0,1548,NA,NA,NA,NA,NA,NA,0,3,41,4,NA,0,0,1,0
"37032",1,0,1,NA,NA,12,NA,NA,34,NA,3902,1,NA,85350,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"37037",0,0,1,12,11,12,1938,1680,34,39830,5057,1,1,89617.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"37059",0,0,1,14,2,11,1941,1920,33,45520,4929,1,1,109817,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"37060",0,0,1,15,11,12,1940,1152,31,20979.029296875,633,0,1,84610.296875,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"37083",0,NA,NA,6,12,10,1919,0,52,0,1516,0,NA,47454.6015625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"37156",0,NA,NA,12,9,11,1944,2340,28,34140,2463,1,NA,108963.5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"37160",0,1,0,7,11,7,1932,1760,40,2845,4297,7,1,27738.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3,32,NA,NA,NA,NA,NA,1
"37170",0,0,1,14,6,13,1923,400,49,2845,2245,2,1,95023,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"37179",0,0,1,10,9,8,1914,1600,57,9104,438,0,0,17639,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,61,0,1,1,0
"37188",0,0,1,8,8,7,1913,350,58,1991.5,867,0,0,17206.560546875,0.200000002980232,11243.4404296875,11243.4404296875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,0,0,1,0
"37222",1,0,1,13,11,11,1932,2920,39,65435,3725,4,1,93543.6015625,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,71,0,1,1,0
"37254",0,0,1,11,10,9,1934,0,38,0,2825,3,1,50641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"37275",0,0,1,12,10,10,1930,0,41,0,217,4,1,58419.23046875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"37284",0,0,1,13,7,11,1941,192,30,341.399993896484,841,2,1,66260.046875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"37287",1,0,0,16,10,12,1943,1942,28,56296.859375,1353,1,0,56410.66015625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"37290",0,NA,NA,NA,NA,8,NA,24,49,506.410003662109,126,7,NA,94106.90625,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"37294",0,NA,NA,12,2,13,1941,2000,31,27881,1817,0,NA,59176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"37339",0,0,1,14,1,10,1940,0,32,0,3560,3,1,50208.55859375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"37362",1,0,1,11,4,8,1934,2450,38,66857.5,5035,4,1,67284.25,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"37473",1,1,0,4,4,7,1912,3184,60,10583.400390625,571,4,1,11351.5498046875,1.29999995231628,0,768.150024414062,0,0,0,0,135,NA,NA,NA,NA,NA,NA,0,3,23,NA,11,0,1,1,0
"37482",0,0,1,12,8,12,1921,600,50,14225,3764,1,1,75204.7265625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"37520",1,0,1,14,3,10,1928,3172,44,100462.640625,5004,1,1,113913.796875,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"37541",0,0,1,12,11,11,1919,1224,52,11949,1859,0,1,60883,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"37631",0,0,1,13,NA,9,NA,2024,36,47909.80078125,2218,2,0,47909.80078125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,32,0,1,1,0
"37650",1,0,1,12,9,10,1923,2000,48,40968,1574,1,1,84212,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"37671",1,0,1,11,5,5,1923,2340,49,42675,4312,0,1,47227,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,62,0,1,1,0
"37684",1,0,1,7,8,10,1928,2080,43,35847,2452,3,1,48365,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,44,0,1,1,0
"37713",1,1,0,NA,NA,8,NA,2080,33,NA,4154,2,NA,48820.19921875,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,0
"37732",1,0,1,8,NA,12,NA,1870,38,72263,1651,6,1,69418,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"37769",1,0,1,14,1,10,1942,3096,30,3442.44995117188,2253,2,1,20540.900390625,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"37806",1,0,1,12,NA,12,NA,2143,53,51779,1329,0,1,105913.65625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,43,0,1,1,0
"37811",1,0,1,12,3,11,1937,1920,35,62590,2760,3,1,73970,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,31,0,1,1,0
"37864",1,0,1,12,NA,10,NA,3626,52,34543.98828125,391,0,1,56217.19921875,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,2,11,0,1,1,0
"37885",1,0,1,12,6,11,1943,2400,28,47796,3879,1,1,82732.6015625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,31,0,1,1,0
"37887",0,NA,NA,8,NA,11,NA,0,30,0,4474,3,NA,58038,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"37888",1,0,1,12,1,10,1943,2000,29,62590,3131,3,1,80046.921875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,57,0,1,1,0
"37912",0,0,1,12,12,10,1945,0,26,0,4429,3,1,70897.3984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"37917",0,0,1,12,1,13,1911,1960,60,NA,566,0,0,67711,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,0
"37923",0,NA,NA,12,NA,11,NA,0,27,0,4617,3,NA,51210,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"37934",1,0,1,12,4,9,1922,1832,49,56900,1625,0,1,85350,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,56,0,1,1,0
"37935",1,0,1,7,5,9,1934,2040,37,21451.30078125,2206,3,1,31295,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,62,0,1,1,0
"37949",0,0,1,10,1,7,1915,640,57,5690,419,0,1,25605,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"37952",1,0,1,12,NA,7,NA,3024,42,25047.380859375,3463,4,1,36461.51953125,1.39999997615814,0,4574.759765625,0,0,804,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,84,0,1,1,0
"37993",1,0,1,13,8,11,1924,3314,47,89674.3984375,4729,1,1,126659.3984375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,4,88,0,1,1,0
"38012",1,0,1,12,11,11,1932,2550,38,70840.5,246,2,1,112519.75,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"38079",0,0,1,12,11,12,1931,2050,40,34140,1231,2,NA,126318,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"38087",0,0,1,12,4,10,1921,736,50,14225,1106,4,0,111455.71875,1,11880.7197265625,11880.7197265625,0,0,0,8535,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,0,1,0
"38142",0,0,1,12,2,11,1927,0,45,0,1130,1,1,129106.1015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"38145",0,NA,NA,10,NA,9,NA,0,28,0,2035,3,NA,23329,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"38146",1,0,1,NA,NA,10,NA,1920,27,68280,4432,0,1,93885,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,0,0,1,0
"38172",1,0,1,16,9,10,1943,2205,28,68280,2394,1,1,102420,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,30,0,1,1,0
"38188",0,0,1,16,10,11,1931,352,40,5872.080078125,1330,2,1,115774.4296875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"38206",1,0,1,12,4,8,1945,1485,26,43528.5,1512,2,1,44951,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,61,0,1,1,0
"38229",0,0,1,8,7,6,1931,867,40,3550.56005859375,3640,1,0,9081.240234375,0.400000005960464,0,7715.64013671875,0,0,384,0,972,NA,NA,NA,NA,NA,NA,0,3,16,2,83,0,1,1,0
"38230",1,0,1,12,6,13,1914,2140,58,142250,1397,0,1,173545,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,51,0,1,1,0
"38240",0,0,1,12,7,11,1942,1440,29,21053,3431,2,1,47227,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"38252",1,0,1,12,8,9,1944,1960,27,54055,1265,2,1,71460.7109375,0.800000011920929,7397,7397,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,55,0,1,1,0
"38296",0,0,1,10,9,11,1935,0,37,0,1683,3,NA,139405,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"38312",1,0,1,9,4,9,1938,1880,34,56900,4404,4,1,99006,1,2276,2276,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"38315",1,0,1,14,12,12,1927,2500,43,130870,1396,3,1,145095,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,62,0,1,1,0
"38330",1,0,1,17,NA,12,NA,2295,36,199150,2986,0,0,210530,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,88,0,1,1,0
"38349",0,0,1,8,5,8,1913,1800,58,22196.689453125,2312,0,0,22196.689453125,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,2,61,0,1,1,0
"38380",0,0,1,14,6,11,1934,1505,37,23898,3725,4,1,93543.6015625,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"38383",0,0,1,12,10,6,1928,60,43,711.25,2507,0,1,82891.921875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"38385",1,0,1,7,10,12,1935,2000,36,36985,1698,5,1,73970,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,31,0,1,1,0
"38392",0,0,1,12,7,12,1925,528,47,7533.56005859375,2677,0,1,97623.328125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"38412",1,0,1,16,NA,7,NA,1180,34,22760,1778,1,1,64894.44921875,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,85,0,1,1,0
"38414",0,NA,NA,13,NA,10,NA,0,58,0,1246,0,NA,25252.220703125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
