"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"1604",1,0,1,12,3,11,1913,3000,58,85350,749,0,1,118266.6484375,0.400000005960464,5974.5,5974.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"1608",0,0,1,16,7,9,1936,0,35,0,1126,4,1,173977.4375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"1662",0,0,1,16,9,11,1938,480,33,17070,1655,2,1,114283.6484375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"1680",0,0,1,12,10,13,1924,0,48,0,1302,0,1,52917,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,29,NA,NA,NA,NA,NA,1
"1700",1,0,1,12,7,9,1916,2000,55,54624,3822,0,1,70106.4921875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,62,0,1,1,0
"1772",1,0,1,8,2,10,1928,2024,44,40399,4318,2,1,40825.75,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,34,0,1,1,0
"1776",1,0,1,12,1,10,1938,2088,41,91324.5,2651,3,1,122391.8984375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,82,0,1,1,0
"1778",0,0,1,12,8,10,1920,0,51,0,3095,1,1,79660,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"1787",1,0,1,12,3,13,1921,3120,51,81936,3718,1,1,81936,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"1815",0,0,1,9,10,11,1915,1920,45,51210,4833,0,1,68223.1015625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"1822",0,0,1,12,8,12,1923,0,48,0,1425,1,1,122073.2578125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"1834",1,0,1,12,8,9,1929,2520,42,41616.66015625,361,2,1,41616.66015625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,51,0,1,1,0
"1838",1,1,0,12,NA,8,NA,2125,41,52404.8984375,4635,5,1,52404.8984375,1.70000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,51,0,1,1,0
"1844",1,0,1,12,12,11,1928,1952,43,64866,1624,4,1,65167.5703125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,92,0,1,1,0
"1858",1,0,1,12,9,10,1919,2450,53,35420.25,71,0,1,64012.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,69,0,1,1,0
"1886",0,NA,NA,16,NA,12,NA,0,45,0,991,3,NA,110386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"1888",0,0,1,13,12,13,1920,0,51,0,1261,0,1,568994.3125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"1945",1,0,1,16,10,11,1946,2896,25,54624,3747,0,0,55306.80078125,0.100000001490116,0,0,0,0,0,0,0,NA,16,91040,76815,0,0,0,1,20,NA,62,0,1,1,0
"2031",1,0,1,16,11,10,1939,3120,32,23101.400390625,2115,2,1,30157,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"2032",1,0,1,16,5,11,1947,4080,25,45520,4028,1,1,45520,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,87,0,1,1,0
"2044",1,0,1,NA,NA,12,NA,1147,26,NA,4781,0,NA,79091,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,12,12,59745,0,0,0,0,4,4,NA,NA,NA,NA,NA,0
"2048",0,0,1,17,1,10,1947,1677,25,33002,4568,0,1,133487.40625,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,12,16,139974,512.099975585938,0,0,0,2,22,NA,NA,NA,NA,NA,1
"2065",1,0,1,16,4,13,1946,1040,25,56900,3699,1,1,111524,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,51,0,1,1,0
"2096",1,0,1,13,12,11,1930,1820,41,26515.400390625,659,6,1,46373.5,1.10000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,57,0,1,1,0
"2111",0,NA,NA,12,NA,10,NA,1645,36,10156.650390625,2275,3,NA,58379.3984375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"2126",0,NA,NA,7,NA,6,NA,1760,53,10014.400390625,67,1,NA,81139.3984375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"2192",1,0,0,4,NA,5,NA,1228,38,27243.720703125,2512,5,1,52194.37109375,1.79999995231628,10242,10242,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,1,40,0,1,1,0
"2205",1,0,1,13,3,11,1938,2000,33,NA,1858,2,1,31864,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42,NA,NA,NA,NA,0,0
"2209",0,0,1,15,11,12,1946,1988,25,30157,4208,1,0,36985,0.5,0,0,0,0,0,8535,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,83,0,1,1,0
"2219",0,0,1,12,7,10,1923,960,48,11380,524,1,NA,99336.0234375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"2224",1,0,1,12,NA,9,NA,3120,28,39830,4078,0,0,39830,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,55,0,1,1,0
"2264",0,0,1,NA,NA,9,NA,1400,38,NA,143,1,NA,117196.9296875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,0
"2280",0,0,1,11,11,11,1944,2040,27,22760,4104,2,NA,51210,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2325",1,0,1,NA,NA,13,NA,1040,43,NA,3999,0,NA,34026.19921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,32,NA,NA,NA,NA,NA,0
"2340",1,0,1,12,6,10,1913,2010,59,38123,4471,0,1,49503,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
"2355",1,0,1,12,6,10,1945,1576,26,18310.419921875,2817,0,0,20358.8203125,0.200000002980232,1365.59997558594,1365.59997558594,0,0,0,0,0,10,NA,30242.349609375,7044.22021484375,0,0,0,2,13,NA,85,0,1,1,0
"2357",0,0,1,12,3,10,1947,2000,25,29019,3248,0,1,64866,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2368",0,0,1,13,4,10,1942,0,29,0,1835,4,1,99114.109375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"2393",1,0,1,12,11,10,1934,2100,37,49503,985,2,1,98573.5625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,57,0,1,1,0
"2394",1,0,1,10,5,12,1943,2905,28,32433,1816,1,1,55193,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,33,0,1,1,0
"2415",0,0,1,7,3,7,1938,1530,33,13656,213,2,1,63159,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"2443",1,0,1,12,2,10,1945,2690,27,50072,2826,0,1,84212,0.400000005960464,0,0,0,0,0,0,0,12,8,16501,28387.41015625,0,0,0,2,13,NA,44,0,1,1,0
"2452",1,0,1,12,1,6,1927,0,45,0,328,0,1,46561.26953125,0.600000023841858,0,14225,14225,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,2,NA,0,0,1,0
"2464",0,0,0,6,NA,7,NA,140,25,1138,3201,0,NA,15363,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"2490",0,0,1,11,11,7,1942,0,29,0,4403,2,0,23465.560546875,0.400000005960464,0,20620.560546875,20620.560546875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,0,0,1,0
"2539",1,1,0,10,NA,6,NA,0,57,0,777,0,1,17912.119140625,0.400000005960464,0,13587.7197265625,6828,5394.1201171875,240,0,0,NA,NA,NA,NA,NA,NA,0,3,17,3,NA,0,0,1,0
"2578",0,NA,NA,16,NA,12,NA,2500,58,51210,3778,0,NA,85350,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"2581",0,0,1,15,3,12,1924,67,48,1422.5,144,1,1,98152.5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"2586",0,0,1,8,9,5,1929,160,42,910.400024414062,4229,4,0,71637.1015625,1.10000002384186,0,25371.7109375,0,0,741,0,3718,NA,NA,NA,NA,NA,NA,0,1,37,2,NA,0,0,1,0
"2616",0,0,1,12,3,10,1937,0,35,0,4228,7,1,50641,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2633",0,NA,NA,11,NA,10,NA,160,45,1138,284,1,NA,60359.51953125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"2636",0,0,1,12,8,7,1936,2080,35,30157,4621,1,1,70556,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2666",0,1,0,12,8,8,1929,1840,42,19915,603,1,1,88195,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"2667",0,0,1,4,4,0,1934,NA,38,NA,3398,0,NA,18936.3203125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"2668",1,0,1,12,NA,9,NA,2000,35,73970,746,3,1,118352,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,71,0,1,1,0
"2695",1,0,1,13,NA,11,NA,3540,29,67210.28125,2995,1,1,69418,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,62,0,1,1,0
"2701",1,0,1,12,6,11,1924,2084,47,118352,658,2,1,118352,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,51,0,1,1,0
"2710",1,0,1,12,5,10,1917,3086,55,19915,3729,0,1,34891.078125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,9,NA,83,0,1,1,0
"2713",1,0,1,15,11,12,1945,2312,26,45520,5034,1,1,45520,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,61,0,1,1,0
"2801",1,0,1,12,12,12,1941,1584,30,22760,1339,0,1,36416,0.5,6828,6828,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,57,0,1,1,0
"2804",1,1,0,5,3,8,1925,2184,49,24250.779296875,1509,5,1,59130.48046875,1.39999997615814,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,62,0,1,1,0
"2807",1,0,1,12,6,8,1944,2000,27,68280,2628,2,1,91040,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"2839",1,0,1,16,12,10,1927,2250,45,238980,1144,2,1,269137,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,69,0,1,1,0
"2888",1,0,1,12,NA,9,NA,2032,50,68234.4765625,1502,1,1,75631.4765625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,51,0,1,1,0
"2922",1,0,1,14,9,8,1915,2968,56,85350,541,0,0,95876.5,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,55,0,1,1,0
"2947",1,0,1,13,8,11,1944,2144,27,47796,561,1,1,77953,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,55,0,1,1,0
"2966",0,NA,NA,11,NA,5,NA,1920,33,51210,3078,1,NA,131200.015625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"2978",0,0,1,16,NA,12,NA,0,27,0,3008,0,NA,74823.5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"2997",1,0,1,12,5,10,1934,2282,37,36985,2005,1,1,73970,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,42,0,1,1,0
"3012",0,0,1,16,3,11,1930,1260,42,45520,2789,0,1,125180,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3077",1,0,1,16,1,12,1928,2762,44,190615,3501,2,1,197101.59375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,45,0,1,1,0
"3090",0,0,1,15,8,11,1946,0,25,0,3297,1,1,88166.546875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,12,12,65435,0,0,0,0,2,22,NA,NA,NA,NA,NA,1
"3098",0,0,1,12,2,13,1935,1920,37,NA,1576,0,0,76268.7578125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,11,NA,1707,0,0,0,0,1,37,NA,NA,NA,NA,NA,0
"3099",0,0,1,14,11,12,1928,300,43,5121,3501,2,1,197101.59375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3103",0,0,1,7,1,9,1914,0,59,0,1924,0,1,42231.1796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3111",1,0,1,8,8,9,1924,3640,47,16205.1201171875,439,2,1,20074.3203125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"3127",1,0,1,10,12,10,1913,1340,58,14225,1314,0,1,16501,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"3132",1,1,0,3,9,7,1917,2046,54,27067.330078125,3435,2,1,30908.080078125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,51,0,1,1,0
"3143",0,0,1,11,4,8,1912,0,59,0,32,0,NA,48365,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"3169",1,0,1,16,10,13,1918,2200,53,43386.25,1568,1,1,109020.3984375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,71,0,1,1,0
"3174",0,0,1,8,NA,12,NA,480,25,5690,2828,5,NA,37554,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3229",1,0,1,12,5,12,1924,2380,47,63272.80078125,3314,2,1,127478.7578125,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,43,0,1,1,0
"3240",0,0,1,16,11,11,1912,576,59,18492.5,3477,0,1,209107.5,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"3304",1,0,1,17,7,11,1918,4008,54,84781,3124,0,1,97868,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,83,0,1,1,0
"3344",1,0,1,16,NA,10,NA,1960,54,102420,1751,0,1,107825.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"3392",0,0,1,12,4,12,1946,2125,25,45520,2474,0,1,130926.8984375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"3488",0,0,1,17,9,11,1939,0,32,0,3528,3,1,95592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3498",0,0,1,12,4,9,1919,390,53,5291.7001953125,1471,0,0,61281.30078125,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,0,0,1,0
"3505",0,NA,NA,12,NA,10,NA,294,44,4552,4922,0,NA,103262.1171875,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"3509",1,0,1,10,NA,9,NA,1290,41,39830,2815,0,0,46202.80078125,0.5,6372.7998046875,6372.7998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,42,0,1,1,0
"3513",0,0,1,8,3,7,1923,182,49,4938.919921875,927,1,1,102511.0390625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"3532",0,0,1,12,10,11,1941,0,31,0,955,5,1,28450,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"3534",0,0,1,16,2,8,1942,2115,30,64297,4532,2,1,180942,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3564",1,0,1,12,NA,7,NA,2288,40,165010,4501,6,1,165010,1.79999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,71,0,1,1,0
"3580",1,0,1,17,1,9,1923,2136,50,54055,3511,0,1,63159,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,87,0,1,1,0
"3588",1,0,1,16,2,10,1947,3096,25,142250,2561,2,1,142250,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,61,0,1,1,0
"3607",0,0,1,8,NA,6,NA,2000,59,38839.94140625,809,0,0,52939.76171875,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,33,0,1,1,0
"3614",0,0,1,11,1,7,1927,0,45,0,3463,4,NA,36461.51953125,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"3646",0,0,1,11,12,10,1932,0,40,0,2475,3,1,96445.5,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"3656",1,0,1,15,NA,12,NA,1734,59,56900,3107,0,0,62590,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,42,0,1,1,0
"3672",0,0,1,12,9,9,1933,540,38,4267.5,794,5,1,71551.75,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"3676",1,0,1,17,6,11,1934,2325,37,93885,3769,2,1,105265,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,31,NA,87,0,1,1,0
"3705",1,0,1,NA,NA,8,NA,1940,28,56900,1419,1,1,56900,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,51,0,1,1,0
"3731",0,0,1,12,5,10,1916,0,56,0,4356,0,NA,79660,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"3748",0,0,1,12,10,9,1912,0,60,0,1143,0,1,44097.5,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"3759",0,0,1,12,11,10,1929,0,42,0,3669,1,1,84894.796875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"3760",1,NA,NA,9,1,8,1926,NA,46,NA,207,0,NA,34396.05078125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,0
"3764",1,0,1,13,NA,12,NA,2500,39,91040,2821,4,1,150785,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,45,0,1,1,0
"3772",0,0,1,17,1,10,1946,1080,26,47568.3984375,2670,0,NA,100485.3984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"3780",1,0,1,13,6,10,1935,2850,36,36985,1980,1,1,36985,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,33,0,1,1,0
"3789",1,0,1,16,4,12,1913,2280,59,159433.796875,4450,0,0,165123.796875,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,57,0,1,1,0
"3830",1,0,0,14,2,10,1936,1960,36,77019.84375,3854,0,1,115842.7109375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,88,0,1,1,0
"3867",1,0,1,8,12,8,1920,2380,50,31522.599609375,771,3,1,43858.51953125,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"3876",0,0,1,NA,NA,13,NA,0,26,0,4779,2,1,37554,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,1,NA,0,0,1,0
"3886",0,0,1,17,1,11,1947,1440,25,38692,2488,0,1,50356.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"3908",0,1,0,12,4,10,1922,1645,50,13087,4093,0,0,94801.09375,0.400000005960464,0,1450.94995117188,1450.94995117188,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,16,NA,87,0,1,1,0
"3933",0,NA,NA,9,NA,4,NA,0,60,0,210,0,NA,22264.970703125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"3936",1,0,1,12,8,8,1920,1080,51,16978.9609375,4718,1,1,28819.849609375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"3959",1,0,1,12,8,10,1923,2586,49,53486,5038,0,1,87626,0.400000005960464,0,0,0,0,0,0,0,8,6,5917.60009765625,0,0,0,0,2,34,NA,55,0,1,1,0
"3980",1,0,1,10,7,10,1937,2016,34,51210,1129,3,1,94596.25,1,711.25,711.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,32,0,1,1,0
"4081",1,0,1,16,6,10,1946,2250,25,51210,1716,0,1,88195,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,62,0,1,1,0
