"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"65960",0,0,1,12,4,10,1941,1840,40,9170,2685,3,1,37714.8984375,7,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"66021",0,0,1,14,11,11,1948,384,32,1551.0400390625,2325,3,1,106896,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"66028",0,0,1,13,4,12,1951,1061,30,26200,5076,1,0,31178,7,NA,0,0,0,0,0,0,0,0,16,NA,NA,7860,0,NA,0,2,12,0,1,1,0
"66032",0,0,1,12,11,7,1951,210,29,2096,2882,3,1,63666,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"66053",0,NA,NA,12,NA,8,NA,833,27,NA,2687,1,NA,73420.2578125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,1,NA,0
"66055",1,0,1,13,12,12,1950,2074,30,34977,3478,2,1,33798,5,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"66086",0,0,1,13,4,12,1946,0,34,0,5006,2,1,55051.44140625,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"66116",0,0,1,12,5,9,1949,32,31,NA,3708,0,0,42077.19921875,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,262,0,NA,0,1,31,0,1,NA,0
"66149",0,NA,NA,16,9,11,1954,1656,26,17069.30078125,3081,0,NA,88406.65625,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"66164",0,0,1,12,8,11,1920,0,60,0,690,0,NA,28762.359375,30,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"66189",0,0,1,14,6,12,1938,1490,42,18340,1193,1,NA,102738.0625,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"66236",1,0,1,12,NA,11,NA,1415,26,37269.5,2212,0,1,56172.80078125,3,0.300000011920929,0,6916.7998046875,6916.7998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"66244",0,0,1,14,2,13,1946,1280,35,3353.60009765625,2944,3,1,47369.6015625,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"66245",0,0,1,12,1,11,1949,1936,31,34584,4182,2,1,66024,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,10218,7729,0,0,0,4,11,0,1,NA,1
"66275",0,0,1,16,4,11,1923,0,58,0,4112,0,NA,187846.140625,20,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"66290",1,0,1,17,1,10,1948,2877,33,78600,1445,2,1,78600,10,0.800000011920929,0,0,0,0,0,0,0,0,NA,9,71788,NA,NA,0,0,2,13,0,1,1,0
"66313",0,0,1,14,12,10,1950,0,30,0,2964,3,1,70740,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,2,26,0,0,NA,1
"66323",0,0,1,7,9,9,1944,96,36,838.400024414062,2711,4,NA,83229.5390625,8,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"66352",1,0,1,12,12,1,1949,417,32,NA,2113,0,NA,67391.640625,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,0,3,16,0,1,NA,0
"66390",1,0,1,16,NA,10,NA,1808,43,57640,5112,2,1,119734,20,1.39999997615814,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"66391",0,0,1,13,8,10,1949,2000,31,26200,1310,2,NA,113708,12,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"66426",0,0,1,12,8,8,1955,0,25,0,2522,4,NA,38776,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"66466",0,0,1,11,4,9,1924,0,56,0,1646,0,1,82530,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,0,NA,1
"66471",1,0,1,16,12,12,1944,2205,36,68120,2605,3,1,84715.078125,5,0.699999988079071,0,351.079986572266,351.079986572266,0,0,0,0,0,12,10,0,157.199996948242,0,0,0,4,46,0,1,1,0
"66473",0,0,1,12,8,9,1931,0,49,0,1635,1,1,41920,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"66477",1,0,1,16,11,11,1953,NA,27,NA,3377,0,NA,116852,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,14,16,98250,9956,0,0,1,2,21,NA,NA,NA,0
"66491",1,0,1,12,11,12,1944,1840,36,NA,2303,0,0,84390.203125,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,15945.3203125,0,NA,0,1,6,0,1,NA,0
"66496",0,0,1,17,1,12,1954,1980,25,45048.28125,4639,1,1,88561.2421875,4,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,12,73066.5625,0,0,0,0,3,3,0,1,NA,1
"66512",1,0,1,16,2,6,1952,2000,29,74932,3581,0,1,75508.3984375,6,0.300000011920929,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,41,0,1,1,0
"66514",1,0,1,15,9,11,1928,2112,52,115280,5914,0,1,157986,30,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"66541",0,0,1,6,9,8,1936,0,45,0,4219,2,0,27069.83984375,NA,0.5,0,0,27069.83984375,27069.83984375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,1,0
"66544",1,0,1,16,5,12,1952,2295,28,27510,3596,0,0,27510,5,0.300000011920929,0,0,0,0,0,0,0,0,12,9,61046,22532,0,0,0,4,36,0,1,1,0
"66579",1,0,1,12,8,11,1955,480,25,27510,1377,2,1,47788.80078125,3,1,20278.80078125,0,20278.80078125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"66590",0,0,1,12,4,9,1949,1624,31,28820,2391,2,1,70740,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66593",1,0,1,8,9,9,1922,2503,59,40610,5458,0,1,111350,35,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"66597",1,0,1,12,10,11,1950,1931,30,34846,2071,0,1,36562.1015625,12,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"66642",0,0,1,16,5,11,1930,2515,50,40610,1333,0,0,44102.4609375,11,0.100000001490116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"66649",0,NA,NA,12,2,12,1955,360,26,3930,5009,1,NA,22925,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,0,0,NA,1
"66656",0,NA,NA,12,NA,8,NA,NA,26,NA,5310,0,NA,18602,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,0
"66659",0,0,1,11,9,11,1956,680,25,5764,5146,2,1,39824,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,11,2620,19060.5,0,0,0,2,24,0,1,NA,1
"66672",0,0,1,8,11,8,1930,1560,50,13100,6274,1,0,22133.759765625,8,0.300000011920929,0,2997.28002929688,9033.759765625,6036.47998046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"66683",0,1,0,8,NA,6,NA,NA,53,0,1978,0,NA,15437.0400390625,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,17,0,0,NA,0
"66689",1,0,1,17,4,10,1950,1824,30,91700,3858,0,0,110040,3,0.300000011920929,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,1,20,0,1,1,0
"66694",1,0,1,12,2,11,1946,1120,35,41920,4558,1,1,118948,12,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"66732",0,0,1,14,9,8,1946,1519,34,10647.6796875,1869,2,0,14839.6796875,8,0.600000023841858,0,0,655,0,0,250,2620,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"66736",0,0,1,9,5,10,1921,0,59,0,676,0,0,7831.18017578125,7,0.200000002980232,0,0,377.279998779297,0,0,144,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,1,0
"66740",0,0,1,12,5,9,1941,1900,39,41920,4278,1,0,44867.5,15,0.600000023841858,0,0,0,0,0,0,524,0,12,NA,NA,13660.6796875,0,NA,0,2,21,0,1,1,0
"66749",1,0,1,16,12,11,1948,1880,32,53856.71875,84,1,1,71292.8203125,5,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"66762",1,0,1,7,5,9,1939,1958,42,28820,2711,4,1,83229.5390625,18,0.899999976158142,0,0,28930.0390625,20441.240234375,8488.7998046875,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"66789",0,0,1,12,8,12,1954,0,25,0,4578,1,1,78600,4,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"66796",1,0,1,14,1,11,1952,1510,29,64420.55859375,1260,0,1,104399.140625,10,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"66799",0,0,0,12,3,7,1954,40,26,131,2435,3,1,39431,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,15720,7860,0,0,0,4,4,0,0,NA,1
"66830",1,0,1,17,1,11,1949,2223,32,62880,3317,1,1,115149,9,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"66841",0,0,1,12,3,11,1924,0,57,0,264,0,1,58420.76171875,25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"66846",0,1,0,6,3,9,1941,1924,40,28820,4613,2,NA,60260,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"66910",0,0,1,17,7,9,1946,1584,34,7860,4254,3,NA,40610,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66919",1,0,1,12,4,7,1954,476,26,7548.22021484375,107,3,1,12539.3203125,4,0.800000011920929,0,0,7977.89990234375,0,4991.10009765625,1140,0,0,7,6,7074,0,0,0,0,2,34,0,0,1,0
"66925",0,0,1,17,9,11,1949,1904,31,39038,824,2,NA,75744.203125,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"66930",0,0,1,13,3,9,1942,0,38,0,1329,3,NA,201071.90625,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"66932",1,0,1,12,7,9,1936,1880,44,62880,5677,3,1,62880,22,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"66939",0,0,1,17,1,12,1948,0,32,0,4074,2,1,191260,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"66943",0,0,1,12,5,11,1952,1170,28,10147.259765625,84,1,1,71292.8203125,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66981",1,0,1,16,3,11,1922,1848,59,144100,2590,2,1,160868,30,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"66989",0,0,1,12,11,9,1939,0,41,0,5523,2,NA,85150,20,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"67002",1,0,1,12,5,10,1927,1806,53,22356.4609375,913,0,1,40392.5390625,30,0.400000005960464,0,534.47998046875,534.47998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"67007",1,0,1,14,5,8,1955,1984,25,41134,5188,1,1,67334,4,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"67052",1,0,1,16,8,10,1945,1944,35,83840,1125,2,1,149340,10,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"67077",0,NA,NA,12,NA,9,NA,2000,38,NA,5602,1,NA,99560,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,0,1,NA,0
"67090",0,0,1,11,2,11,1944,NA,37,NA,4231,0,0,106765,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,78600,0,0,0,1,1,20,NA,NA,NA,0
"67113",0,1,0,12,6,5,1954,1080,26,10375.2001953125,5736,2,0,27200.83984375,8,0.400000005960464,0,0,3772.80004882812,0,3772.80004882812,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"67121",0,0,1,14,5,11,1951,1784,29,22270,4086,2,NA,65500,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,62880,13100,0,0,0,1,37,0,1,NA,1
"67123",0,0,1,15,1,9,1930,0,51,0,2599,0,NA,41244.0390625,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"67133",0,0,1,12,3,10,1930,1176,51,18340,2510,0,1,77028,27,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"67136",1,0,1,12,5,9,1931,2000,49,30785,4180,0,1,75566.0390625,26,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"67137",1,0,1,16,11,10,1921,1928,59,40814.359375,6104,0,1,97610.71875,36,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"67163",0,NA,NA,14,NA,12,NA,NA,32,0,6431,1,NA,55020,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,0
"67190",1,0,1,12,8,9,1929,3430,51,131000,6245,0,1,178160,29,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"67203",0,0,1,17,9,12,1953,2240,27,37806.6015625,5259,0,1,115542,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,78600,NA,NA,0,0,1,20,0,1,NA,1
"67207",1,0,1,15,2,9,1956,3570,25,131000,6250,0,1,151960,7,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"67229",1,0,1,17,7,10,1949,2305,31,58069.6796875,6270,0,0,63257.28125,6,0.200000002980232,0,0,0,0,0,0,0,0,12,12,41920,37990,0,0,0,2,12,0,1,1,0
"67242",1,0,1,17,5,11,1927,2500,54,112660,6141,2,1,120839.640625,30,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"67262",1,0,1,9,6,10,1941,1880,39,NA,3174,0,NA,37838.0390625,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,1,31,0,1,NA,0
"67273",1,0,1,12,9,10,1944,1800,36,157200,5702,1,1,166894,14,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"67283",0,0,1,17,9,12,1949,1443,31,52400,3554,0,NA,65743.65625,14,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,15,15,78600,0,0,0,0,2,21,0,1,NA,1
"67314",1,0,1,17,11,10,1937,2715,56,151960,1599,0,1,222700,32,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"67331",0,0,1,12,2,10,1934,1040,47,18864,5173,0,NA,172658,14,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"67347",0,0,1,14,5,10,1955,1960,26,22670.859375,4143,0,1,61386.6015625,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,34060,NA,NA,0,0,4,4,0,1,NA,1
"67358",1,0,1,17,2,13,1954,1388,27,39300,4818,1,1,110302,4,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,1,0,1,0
"67380",0,0,1,10,8,7,1951,0,29,0,4584,2,1,57351.80078125,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,0,3,16,0,0,NA,1
"67388",1,0,1,14,5,9,1931,2000,49,75980,1820,0,1,176588,23,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"67404",0,0,1,12,11,11,1923,0,57,0,1281,0,NA,99491.8828125,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,0,0,NA,1
"67412",0,0,1,14,7,10,1938,1988,42,57640,4800,0,NA,98983.6015625,22,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,0,1,20,0,1,NA,1
"67419",0,0,1,13,8,9,1938,2475,42,39300,2342,1,0,55020,19,0.600000023841858,0,0,4716,4716,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"67422",1,0,1,13,7,11,1923,2600,57,79910,19,0,1,146447.515625,34,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"67428",1,0,1,16,3,9,1950,1996,30,55020,432,2,1,56644.3984375,8,0.699999988079071,0,0,0,0,0,0,0,0,12,11,66804.7578125,19657.859375,0,0,0,2,40,0,1,1,0
"67472",0,0,1,12,4,10,1931,1350,50,18340,2244,0,1,247852,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"67500",0,0,1,13,3,10,1920,0,60,0,578,0,1,36680,37,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"67519",0,0,1,12,4,10,1943,1992,38,26200,5827,3,1,47896.21875,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"67525",0,0,1,17,6,10,1947,1840,33,65500,1125,2,1,149340,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"67529",0,0,1,14,10,9,1943,2550,37,19650,493,3,1,82530,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"67547",0,0,1,17,10,11,1954,879,26,22712.779296875,3930,1,1,86680.078125,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"67578",1,0,1,11,3,12,1955,3060,26,74447.296875,2395,3,1,79058.5,3,0.800000011920929,0,0,0,0,0,0,0,0,12,6,42244.87890625,12576,0,0,0,4,4,0,1,1,0
"67582",1,0,1,17,9,10,1944,1560,36,68120,3970,1,1,143052,13,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"67590",1,0,1,8,NA,4,NA,1500,47,NA,5876,0,NA,54236.62109375,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,0
"67594",0,0,1,12,1,10,1949,2000,31,NA,2226,0,0,150314.640625,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,10,12,55020,39300,0,0,0,1,37,0,1,NA,0
"67614",0,0,1,10,6,9,1940,1800,41,10742,3988,0,1,61813.66015625,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"67618",1,0,1,16,3,13,1954,2600,27,41920,3519,0,1,62094,9,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"67622",1,0,1,10,7,10,1924,1634,56,68120,1379,0,1,94320,30,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"67651",0,0,1,15,8,9,1941,1139,39,15869.33984375,3141,2,1,63338.5,13,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"67702",0,0,1,16,11,11,1950,1998,30,57640,2043,0,NA,159820,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"67739",0,1,0,11,3,5,1947,2080,34,12576,1141,2,0,12796.080078125,10,0.800000011920929,0,0,0,0,0,0,220.080001831055,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"67785",0,0,0,12,12,7,1953,2040,27,26200,5276,1,0,32016.400390625,4,0.5,0,0,0,0,0,0,4768.39990234375,0,11,NA,NA,23580,0,NA,0,1,6,0,1,1,0
"67797",1,0,1,10,11,12,1954,1739,26,18507.6796875,4133,3,1,24104,3,1.29999995231628,0,0,0,0,0,0,0,0,7,8,77552,5240,0,0,0,4,5,0,0,1,0
"67809",1,0,1,12,8,9,1927,0,53,0,484,0,1,157462,30,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"67840",1,0,1,8,10,11,1926,1885,54,70740,447,0,1,90589.1171875,32,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"67880",0,0,1,14,10,12,1954,2000,26,20436,4617,0,0,20960,4,0.300000011920929,0,0,0,0,0,0,0,0,12,14,73360,34060,0,0,0,3,16,0,1,1,0
"67897",1,0,1,12,9,9,1950,2185,30,47160,898,0,1,72836,7,0.5,0,7336,7336,0,0,0,0,0,12,12,31440,3930,0,0,0,2,48,0,1,1,0
"67900",0,1,0,16,2,10,1951,1864,30,37990,3232,2,1,86460,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,4,11,0,0,0,0,0,1,37,0,1,NA,1
"67924",1,0,1,12,NA,0,NA,NA,52,NA,6304,1,NA,53848.859375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,0,0
"67928",0,0,1,12,11,8,1943,0,37,0,4036,1,1,68120,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"67975",1,0,1,13,7,12,1941,2905,39,36556.859375,5892,3,1,65500,17,0.600000023841858,0,0,0,0,0,0,0,0,12,8,9641.599609375,0,0,0,0,3,3,0,1,1,0
"68004",1,0,1,17,10,11,1951,1500,29,120258,6381,0,1,125498,6,0.699999988079071,0,0,0,0,0,0,0,0,12,NA,NA,589.5,0,NA,0,2,12,0,1,1,0
"68019",1,0,1,10,3,11,1942,2480,39,24366,4900,0,0,24366,15,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,0,1,0
"68036",1,0,1,17,8,11,1952,2570,28,55020,891,0,1,78600,6,0.400000005960464,0,0,0,0,0,0,0,0,12,12,99560,34060,0,0,0,2,13,0,1,1,0
"68039",0,1,0,8,1,10,1931,0,49,0,4807,1,1,67289.4609375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"68040",1,1,0,12,5,8,1952,2325,28,19650,2277,0,1,35173.5,8,0.699999988079071,0,0,0,0,0,0,0,0,8,11,23580,0,0,0,0,3,32,0,1,1,0
"68042",0,0,1,13,4,10,1927,2030,53,15437.0400390625,2870,0,0,22511.0390625,10,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"68043",1,0,1,12,5,8,1944,2580,36,36680,1892,1,1,74408,16,0.5,0,0,0,0,0,0,3406,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"68051",0,0,1,13,11,13,1949,1816,31,34060,5521,2,0,42968,8,0.800000011920929,0,0,0,0,0,0,4716,0,12,NA,NA,NA,0,NA,0,4,5,0,1,1,0
"68072",1,1,0,12,1,10,1929,360,52,22270,1406,0,1,64897.3984375,29,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,0,1,0
"68091",0,0,1,12,2,11,1949,1819,32,55020,4615,3,NA,117952.3984375,11,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"68097",1,0,1,12,6,9,1948,2250,33,NA,5458,0,0,111350,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,5,40610,18340,0,0,0,3,45,0,1,NA,0
"68099",1,0,1,12,NA,10,NA,NA,59,NA,2307,0,NA,71788,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,NA,0,0
"68116",0,0,1,12,7,11,1948,16,32,196.5,753,2,1,85482.7421875,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"68129",1,0,1,12,7,11,1938,2625,42,27449.740234375,5031,1,1,89370.8203125,20,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"68156",0,0,1,11,10,11,1924,230,56,27248,571,0,1,82241.796875,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
