"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"2415",0,0,1,7,3,7,1938,2424,42,6550,598,0,1,77583.4375,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"2423",0,0,1,12,7,8,1952,1656,29,25191.30078125,41,1,NA,115306.203125,9,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,9170,0,NA,0,1,31,0,1,NA,1
"2443",1,0,1,12,2,10,1945,2160,36,67072,859,1,1,84364,13,0.400000005960464,0,0,0,0,0,0,0,0,12,8,786,0,0,0,0,2,13,0,1,1,0
"2445",0,0,1,16,4,11,1955,0,25,0,6381,0,1,125498,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"2451",0,0,1,17,6,11,1948,1125,32,11528,460,0,1,63535,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,62038.98046875,0,0,0,0,4,4,0,1,NA,1
"2452",1,0,1,12,1,6,1927,0,54,0,2809,0,1,30748.3203125,25,0.300000011920929,0,0,13959.3603515625,13959.3603515625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,0,1,0
"2490",0,0,1,11,11,7,1942,0,38,0,4689,2,0,31088.919921875,2,0.400000005960464,0,0,31088.919921875,31088.919921875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"2581",0,0,1,15,3,12,1924,720,56,7356.9599609375,3892,0,1,100055.1796875,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"2582",1,0,1,12,1,8,1950,2784,31,40348,2146,2,1,40348,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"2586",0,0,1,8,9,5,1929,120,52,786,802,1,0,18960.939453125,2,0.699999988079071,0,0,14501.7001953125,5753.52001953125,0,1680,0,1659,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"2609",0,0,1,12,7,10,1947,399,33,7860,1743,2,NA,123978.3984375,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"2616",0,0,1,12,3,10,1937,0,44,0,5285,5,1,19650,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"2633",0,NA,NA,11,NA,10,NA,NA,53,NA,2215,0,NA,12481.6796875,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,NA,NA,0
"2636",0,0,1,12,8,7,1936,1868,43,28296,5244,0,1,105848,21,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"2654",1,0,1,17,10,10,1951,1632,29,53710,4830,0,1,105481.203125,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2666",0,1,0,12,8,8,1929,0,52,0,2839,0,1,93992.5,24,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"2667",0,0,1,4,4,0,1934,NA,47,0,6239,1,NA,58253.078125,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,0
"2695",1,0,1,13,NA,11,NA,1932,39,20960,2591,0,1,21615,15,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2701",1,0,1,12,6,11,1924,1504,56,34060,4831,0,1,88110.6015625,31,0.600000023841858,550.200012207031,3720.39990234375,4270.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,0,1,0
"2713",1,0,1,15,11,12,1945,2550,35,76899.6171875,3219,2,1,76899.6171875,12,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"2721",0,NA,NA,12,NA,11,NA,520,27,NA,2658,0,NA,14148,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,0
"2725",1,0,1,16,11,12,1953,2500,27,39300,691,0,1,66810,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2734",1,0,1,12,2,11,1950,2200,31,39289.51953125,1024,2,1,39289.51953125,8,1,0,0,0,0,0,0,0,0,7,6,23318,0,0,0,0,3,45,0,1,1,0
"2790",0,0,1,14,4,13,1956,1960,25,47160,2495,0,NA,123140,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,14,14,60260,20960,0,0,0,4,4,0,1,NA,1
"2801",1,0,1,12,12,12,1941,2940,39,26200,2311,0,1,52400,16,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"2804",1,1,0,5,3,8,1925,2040,56,23383.5,3889,1,1,28099.5,32,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"2807",1,0,1,12,6,8,1944,3000,36,36784.80078125,4975,2,1,69430,13,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"2839",1,0,1,16,12,10,1927,3528,53,261997.375,1426,0,1,1330174,30,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2855",0,0,1,12,10,12,1951,0,29,0,5557,0,1,42968,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"2871",1,0,1,14,1,7,1951,2209,30,52400,1591,2,1,63037.19921875,5,0.699999988079071,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,26,0,1,1,0
"2882",1,0,1,14,12,9,1947,3702,33,73360,4033,1,1,96940,10,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2919",0,0,1,12,2,11,1922,0,59,0,6078,0,NA,54296.87890625,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"2927",1,0,0,16,10,11,1950,2009,30,68120,1630,2,1,93796,7,0.800000011920929,0,0,0,0,0,0,0,0,12,12,57640,14934,0,0,0,4,36,0,1,1,0
"2933",1,0,1,12,12,12,1955,1920,25,55020,5802,0,0,56330,1,0.200000002980232,1310,0,1310,0,0,0,0,0,12,12,67373.296875,5502,0,0,0,3,16,0,1,1,0
"2954",1,0,1,12,8,12,1954,1031,26,12838,3233,1,0,19828.16015625,4,0.5,0,4244.39990234375,8074.83984375,0,2745.76000976562,414,0,0,12,16,104800,0,0,0,0,1,37,0,0,1,0
"2997",1,0,1,12,5,10,1934,3725,46,36745.5,1022,1,1,89604,23,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"3012",0,0,1,16,3,11,1930,1440,51,39300,3388,0,1,150650,23,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3020",0,0,0,10,2,7,1956,2244,25,25998.259765625,2843,0,0,25998.259765625,1,0.300000011920929,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,4,0,1,1,0
"3033",1,1,0,14,9,6,1952,2104,28,57640,3740,1,1,79910,3,0.400000005960464,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,1,37,0,1,1,0
"3077",1,0,1,16,1,12,1928,1666,53,204360,4601,0,1,207454.21875,27,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"3090",0,0,1,15,8,11,1946,208,34,0,4263,2,1,84591.9375,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,65500,0,0,0,0,1,20,0,1,NA,1
"3092",0,0,1,12,5,10,1952,1280,28,18340,1946,1,NA,44812.48046875,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,1,37,0,0,NA,1
"3098",0,0,1,12,2,13,1935,2000,46,NA,91,0,0,110252.21875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,11,0,0,0,0,0,1,37,0,1,NA,0
"3099",0,0,1,14,11,12,1928,10,52,393,4601,0,1,207454.21875,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"3111",1,0,1,8,8,9,1924,4160,56,0,2861,3,1,2.61999988555908,33,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"3159",1,0,1,14,3,10,1950,2375,31,40348,3489,0,1,84888,7,0.300000011920929,0,0,0,0,0,0,0,0,11,12,47160,15720,0,0,0,1,31,0,1,1,0
"3174",0,0,1,8,NA,12,NA,768,34,5030.39990234375,4162,5,0,22259.51953125,9,0.899999976158142,0,0,24334.560546875,0,0,2712,0,6576,NA,NA,NA,NA,NA,NA,0,1,6,0,0,1,0
"3229",1,0,1,12,5,12,1924,2147,56,49706.640625,3934,0,1,52588.640625,34,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"3235",1,1,0,9,11,11,1925,NA,55,NA,2791,0,NA,12293.0400390625,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,0
"3236",1,1,0,6,10,4,1953,NA,27,0,1306,0,0,40982.0390625,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,0,NA,0,3,32,0,0,NA,0
"3253",1,0,1,12,9,11,1948,1672,32,38514,6411,3,1,39410.0390625,9,0.800000011920929,0,896.039978027344,896.039978027344,0,0,0,0,0,7,4,12576,0,0,0,0,3,3,0,1,1,0
"3259",0,0,1,12,2,11,1954,0,27,0,2424,2,1,53448,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,10,9,71788,0,0,0,0,3,16,0,0,NA,1
"3271",1,0,1,16,12,10,1950,2680,30,40610,1087,2,1,40610,7,0.800000011920929,0,0,0,0,0,0,0,0,13,12,21877,6550,0,0,0,2,34,0,1,1,0
"3303",0,0,1,12,12,10,1952,2350,27,41920,3489,0,1,84888,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"3306",1,0,1,17,4,12,1955,2145,25,43230,3801,1,1,47291,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"3352",0,0,0,12,12,11,1955,1815,25,24890,1630,2,1,93796,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"3354",1,0,1,4,8,13,1945,NA,35,0,175,3,0,25125.80078125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,16768,NA,NA,0,0,2,13,0,0,NA,0
"3392",0,0,1,12,4,12,1946,0,34,0,1107,2,1,96940,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"3397",1,0,1,12,12,9,1955,2548,25,73360,1641,0,1,102180,7,0.5,0,0,0,0,0,0,0,0,12,14,75980,55020,0,0,0,4,46,0,1,1,0
"3412",0,0,0,14,1,12,1950,1040,31,20027.279296875,6009,3,1,101797.4765625,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,57902,30643.51953125,0,0,0,3,42,0,0,NA,1
"3419",0,0,1,17,12,10,1953,1832,27,40796.01953125,2052,0,0,44545.23828125,7,0.300000011920929,0,0,0,0,0,0,0,0,14,NA,NA,39614.3984375,0,NA,0,2,34,0,1,1,0
"3425",1,0,1,17,6,10,1949,2040,31,53448,1786,1,1,69430,8,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"3426",0,0,1,14,12,12,1946,2020,33,17328.6796875,1543,2,0,18376.6796875,7,0.800000011920929,0,0,0,0,0,0,1048,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"3444",0,0,1,17,12,10,1953,0,27,0,1883,3,1,65762,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"3449",0,1,0,9,9,5,1955,1484,25,10480,1063,2,0,10480,6,0.800000011920929,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,17,0,1,1,0
"3454",1,0,1,16,12,8,1951,2022,29,23580,2722,0,1,55020,6,0.400000005960464,0,0,0,0,0,0,0,0,12,9,36680,7860,0,0,0,3,10,0,1,1,0
"3478",1,0,1,12,2,9,1953,2733,28,52662,4989,2,1,52740.6015625,5,0.699999988079071,0,0,0,0,0,0,0,0,12,12,43623,0,0,0,0,2,14,0,1,1,0
"3488",0,0,1,17,9,11,1939,1146,41,34060,5154,3,1,120520,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"3513",0,0,1,8,3,7,1923,1040,56,5449.60009765625,1521,0,1,32991.0390625,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"3519",0,NA,NA,12,1,10,1952,0,29,0,5795,1,NA,113970,9,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"3523",1,0,1,12,8,7,1951,2142,29,NA,1549,0,0,96638.703125,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,10,25152,17554,0,0,0,4,4,0,1,NA,0
"3532",0,0,1,12,10,11,1941,1470,40,13100,4027,3,1,116823.1796875,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"3534",0,0,1,16,2,8,1942,0,39,0,2101,2,1,196500,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,0,0,NA,1
"3542",0,NA,NA,16,NA,13,NA,2090,35,39300,6398,2,NA,131000,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"3580",1,0,1,17,1,9,1923,1347,59,33061.78125,4786,0,1,38841.5,30,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"3582",1,0,1,17,9,9,1948,2020,32,58132.55859375,4019,1,1,75712.7578125,8,0.400000005960464,0,0,0,0,0,0,0,0,12,10,13100,36043.33984375,0,0,0,2,24,0,1,1,0
"3588",1,0,1,16,2,10,1947,3690,34,94320,5434,2,1,193880,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"3591",0,0,0,12,11,8,1947,1910,33,28820,6266,2,1,107420,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3599",0,0,1,9,6,10,1955,0,25,0,744,4,0,10280.8798828125,NA,NA,0,0,14493.83984375,0,0,1608,0,3924,7,6,7074,0,0,0,0,2,34,0,0,1,0
"3614",0,0,1,11,1,7,1927,160,54,1572,4384,1,0,20724.19921875,5,0.400000005960464,0,0,8921.099609375,0,0,885,0,2520,NA,NA,NA,NA,NA,NA,0,2,26,0,0,1,0
"3627",1,0,1,17,11,10,1955,2474,25,49780,3147,0,0,49780,6,0.300000011920929,0,0,0,0,0,0,0,0,12,8,48994,40086,0,0,0,1,29,0,1,1,0
"3646",0,0,1,11,12,10,1932,1938,49,15720,3671,1,1,66810,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"3672",0,0,1,12,9,9,1933,1794,47,23580,434,1,1,97726,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"3676",1,0,1,17,6,11,1934,3060,46,183400,1831,2,1,196500,23,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"3688",0,NA,NA,12,NA,11,NA,666,46,NA,1936,0,NA,52392.140625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,0
"3710",0,0,1,16,6,10,1948,240,33,3144,4985,2,1,148816,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"3759",0,0,1,12,11,10,1929,0,51,0,4957,0,1,131151.953125,12,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"3760",1,NA,NA,9,1,8,1926,NA,55,0,193,0,NA,35359.51953125,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,0,0,NA
"3772",0,0,1,17,1,10,1946,1960,35,52400,4186,2,NA,111088,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"3780",1,0,1,13,6,10,1935,0,44,0,5899,1,1,8384,20,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"3814",0,0,1,12,8,7,1953,351,27,4768.39990234375,3845,4,1,27088.1796875,1,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"3830",1,0,0,14,2,10,1936,1960,45,62880,2002,0,1,79648,22,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"3867",1,0,1,8,12,8,1920,1913,60,36567.33984375,4594,0,1,79658.4765625,37,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"3886",0,0,1,17,1,11,1947,0,34,0,1126,2,1,32750,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"3904",1,0,1,13,NA,7,NA,1930,38,47160,3244,0,1,60616.3203125,20,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"3908",0,1,0,12,4,10,1922,1350,58,23580,6474,0,0,30654,35,0.300000011920929,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,3,16,0,1,1,0
"3912",1,0,1,9,NA,10,NA,2080,54,NA,1773,0,NA,43361,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,0
"3936",1,0,1,12,8,8,1920,1425,60,29231.33984375,5845,0,0,29231.33984375,37,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"3951",1,0,1,16,3,13,1946,2904,34,23580,1814,2,1,40872,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"3953",0,0,1,16,2,9,1951,1663,30,36680,137,0,0,37728,6,0.200000002980232,0,0,0,0,0,0,0,0,12,NA,NA,31702,0,NA,0,2,34,0,1,1,0
"3958",0,0,1,13,8,12,1948,0,32,0,4701,3,1,86853,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"3959",1,0,1,12,8,10,1923,2640,57,45850,5450,0,1,77814,34,0.400000005960464,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,2,34,0,1,1,0
"3980",1,0,1,10,7,10,1937,4730,43,104276,2961,0,0,106634,21,0.5,2096,0,2096,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"4052",0,1,0,12,NA,7,NA,1212,25,7860,4194,2,0,7860,5,3,0,0,0,0,0,0,0,0,10,NA,NA,503.040008544922,0,NA,0,3,9,0,0,1,0
"4082",0,0,1,16,10,12,1953,1327,26,27510,4323,0,0,29082,3,0.5,0,0,0,0,0,0,0,0,15,16,261997.375,0,0,0,0,1,31,0,0,1,0
"4116",1,0,1,13,2,8,1935,1900,46,51876,4479,1,1,66065.921875,23,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4128",1,0,1,14,5,11,1952,2142,28,49780,2468,2,1,50162.51953125,5,0.699999988079071,0,0,0,0,0,0,0,0,12,12,44540,10480,0,0,0,3,34,0,1,1,0
"4131",0,0,1,12,5,9,1950,0,31,0,5315,2,1,78600,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,1,0,NA,1
"4144",1,0,1,7,1,11,1926,1710,55,43793.30078125,264,0,1,58420.76171875,32,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,34,0,1,1,0
"4151",0,1,0,12,7,7,1935,2251,46,29213,2877,0,0,57378,28,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"4157",1,0,1,17,9,8,1948,3430,32,68120,5429,1,1,79988.6015625,7,0.5,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,42,0,1,1,0
"4171",0,0,1,17,1,12,1931,1110,50,60260,1845,0,1,264620,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"4172",0,0,1,10,2,10,1921,2072,60,10480,2647,0,0,10445.9404296875,10,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4190",0,0,1,17,4,11,1946,2195,34,82530,540,0,1,203207.203125,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"4193",1,1,0,14,9,10,1922,434,58,15720,5452,0,1,19754.80078125,34,0.5,0,0,3772.80004882812,3772.80004882812,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"4197",0,0,1,16,1,9,1951,640,30,13765.48046875,4019,1,1,75712.7578125,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"4208",0,NA,NA,9,NA,11,NA,NA,29,0,1374,4,NA,25476.880859375,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,0
"4224",1,0,1,12,11,13,1950,1960,30,48470,3548,2,1,64425.80078125,7,0.699999988079071,0,1807.80004882812,1807.80004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"4231",0,0,1,16,9,10,1951,840,29,18340,218,2,1,59736,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"4249",1,0,1,15,5,11,1947,1480,34,11501.7998046875,3837,4,1,20698,11,1.5,0,0,1048,0,0,400,0,0,12,NA,NA,15172.419921875,0,NA,0,2,13,0,1,1,0
"4251",1,0,1,15,6,7,1953,2286,27,70740,1409,1,1,94320,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"4258",1,0,1,16,8,11,1954,2668,26,62356,3810,1,1,65238,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4265",0,0,1,6,6,9,1924,0,56,0,4552,0,0,6712.43994140625,NA,0.5,0,0,1131.83996582031,0,0,432,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,0,1,0
"4267",0,0,1,12,12,10,1947,0,33,0,5434,2,1,193880,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,1,29,0,0,NA,1
"4275",0,0,1,16,9,11,1954,2104,26,52400,6318,0,0,52400,6,0.300000011920929,0,0,0,0,0,0,0,0,12,16,209809.59375,20477.919921875,0,0,0,1,29,0,1,1,0
"4283",1,0,1,17,3,11,1942,1716,39,67491.203125,3853,1,1,100990.5234375,12,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"4315",1,0,1,16,NA,11,NA,172,28,NA,2589,0,NA,32579.69921875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,0
"4333",1,0,1,16,5,9,1941,1163,39,104800,1749,1,1,110040,17,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"4377",0,0,1,16,1,12,1950,2120,31,37990,5123,0,0,37990,4,0.5,0,0,0,0,0,0,0,0,12,12,110040,0,0,0,0,3,3,0,1,1,0
"4397",1,0,1,11,7,8,1940,2000,40,13624,895,2,1,14606.5,17,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"4438",1,0,0,12,8,10,1949,2076,31,47684,5275,3,1,60784,9,1,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,4,0,1,1,0
"4442",0,0,1,12,4,11,1922,0,58,0,4371,0,1,78631.4375,27,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"4448",0,0,1,12,2,12,1955,880,26,8384,1958,2,1,34164.80078125,1,1,NA,NA,NA,NA,NA,NA,NA,NA,10,12,0,10480,0,0,0,3,45,0,1,NA,1
"4459",1,0,1,15,2,12,1955,4144,26,23842,6494,0,0,23842,9,0.5,0,0,0,0,0,0,0,0,12,14,50408.80078125,20960,0,0,0,4,2,0,1,1,0
"4478",1,0,1,12,7,10,1947,2306,33,52400,2646,3,1,66548,10,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4490",0,1,0,8,5,7,1924,48,56,503.040008544922,4193,3,0,8258.240234375,20,1,0,0,14651.0400390625,0,0,2832,0,2760,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"4529",0,0,1,14,12,12,1941,1992,39,41920,5594,1,NA,95525.203125,20,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"4553",1,0,1,14,NA,12,NA,1990,29,26200,3561,3,1,33378.80078125,8,1,0,0,6916.7998046875,0,0,240,0,2400,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
