"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"44677",0,0,1,17,2,9,1947,NA,0,26,0,3722,2,1,64320,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"44721",0,0,1,11,10,11,1927,NA,1850,45,23048,1519,0,1,107736,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"44729",0,0,1,12,11,13,1921,NA,0,51,0,2044,0,1,71025.359375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"44766",1,0,1,12,4,12,1933,NA,1806,40,96480,1042,2,1,96480,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,51,0,1,1,0
"44776",0,0,1,12,10,8,1945,NA,0,27,0,3871,2,1,67000,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"44796",0,NA,NA,12,NA,10,NA,NA,0,28,0,2387,2,NA,62712,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"44808",1,0,1,10,1,11,1920,NA,1920,53,53600,2613,0,1,101840,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"44819",1,0,1,17,12,11,1947,NA,3570,25,49338.80078125,3152,1,1,78390,0.5,0,0,0,0,0,0,12,NA,NA,25728,0,NA,0,2,34,NA,56,0,1,1,0
"44829",0,0,1,12,3,12,1928,NA,200,44,2154.71997070312,3312,4,1,123290.71875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"44844",0,0,1,10,9,11,1931,NA,0,41,0,973,3,1,64454,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"44862",0,NA,NA,8,NA,8,NA,NA,NA,50,NA,937,1,NA,51134.3984375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,0
"44870",1,0,1,8,NA,11,NA,NA,2040,26,46031.6796875,2146,0,1,56751.6796875,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,71,0,1,1,0
"44887",1,0,1,8,12,8,1913,NA,2068,59,80400,1414,0,1,85760,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,51,0,1,1,0
"44907",1,1,0,12,4,8,1945,NA,2080,27,40200,383,1,1,56783.83984375,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,33,0,1,1,0
"44924",0,0,1,12,9,13,1940,NA,0,32,0,3770,1,1,77720,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"44925",1,0,1,8,8,10,1918,NA,2304,51,50920,1314,0,1,109344,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,92,0,1,1,0
"44941",1,0,1,17,4,11,1917,NA,2830,56,107200,3034,1,1,150080,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,87,0,1,1,0
"44965",0,NA,NA,11,NA,12,NA,NA,0,25,0,4385,2,NA,36448,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"44974",1,0,1,8,3,12,1924,NA,2052,49,77720,672,0,1,100232,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,1,40,0,1,1,0
"44979",1,0,1,12,8,7,1920,NA,4182,52,48727.76171875,3010,2,1,92577.921875,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,11,0,1,1,0
"44989",0,0,1,12,4,11,1930,NA,360,43,6968,4681,1,1,72092,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"45008",0,0,1,10,6,11,1922,NA,1944,50,38056,884,0,0,86296,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,43,0,1,1,0
"45032",0,0,1,12,9,7,1914,NA,0,58,0,2710,0,1,49547.83984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"45047",1,0,1,17,5,11,1940,NA,1632,32,17688,3981,0,0,25728,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"45074",1,0,1,12,4,9,1943,NA,3666,30,64320,1161,3,1,67664.640625,1,1254.23999023438,1254.23999023438,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"45076",0,0,1,12,1,8,1942,NA,1750,35,21440,4057,3,NA,131212.796875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"45082",1,0,1,7,NA,11,NA,NA,2080,37,71636.3984375,5119,3,1,71636.3984375,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,55,0,1,1,0
"45092",0,0,1,14,1,10,1947,NA,1504,26,18760,2039,1,0,33510.71875,0.5,460.959991455078,6624.9599609375,0,804,0,1000,12,12,72896,0,0,0,0,2,21,NA,42,0,1,1,0
"45108",0,0,1,13,10,10,1927,NA,0,45,0,2361,0,1,145095.203125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"45109",0,0,1,14,4,9,1945,NA,0,28,0,4640,2,1,97552,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"45122",0,0,1,7,12,8,1916,NA,0,56,0,1669,0,1,125960,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"45140",1,0,1,12,1,10,1933,NA,3000,40,35376,1754,3,1,35376,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,31,0,1,1,0
"45157",0,0,1,11,8,9,1914,NA,400,59,7504,2641,0,1,25084.80078125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"45160",1,0,1,7,5,7,1924,NA,840,48,5896,916,7,1,32524.48046875,1.5,0,26628.48046875,0,0,0,4968,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"45171",1,0,1,12,10,10,1945,NA,2304,27,43952,3059,0,1,43952,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,91,0,1,1,0
"45178",0,0,1,8,3,4,1918,NA,0,56,0,2797,0,1,27872,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"45208",0,0,1,12,9,10,1922,NA,800,50,17018,2208,0,1,80400,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"45213",1,0,1,12,10,12,1940,NA,2048,32,53600,3126,3,1,53600,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,55,0,1,1,0
"45219",1,0,1,12,1,11,1917,NA,2000,56,47017.921875,2349,0,1,112988.796875,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,NA,92,0,1,1,0
"45238",0,0,1,14,9,13,1922,NA,0,50,0,2181,0,1,169102.640625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"45264",1,0,1,12,5,11,1913,NA,0,59,0,772,1,1,22897.919921875,0.699999988079071,0,22897.919921875,22897.919921875,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,2,NA,0,0,1,0
"45283",1,0,1,14,6,8,1947,NA,2056,25,26800,1592,0,1,63114,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,86,0,1,1,0
"45292",1,0,1,15,10,12,1934,NA,2630,38,80400,1268,2,1,117464.3984375,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,40,0,1,1,0
"45305",1,0,0,3,NA,10,NA,NA,1240,60,15383.2001953125,2882,0,1,92417.1171875,1,0,8104.31982421875,0,8104.31982421875,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,0,0,1,0
"45329",0,0,1,12,3,10,1924,NA,1196,49,13925.2802734375,801,1,1,64320,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"45339",1,0,1,14,10,12,1924,NA,1763,47,32428,4947,2,1,67160.796875,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,4,87,0,1,1,0
"45369",0,0,1,13,5,10,1943,NA,2500,29,24120,4432,1,1,120600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"45370",0,1,0,NA,NA,9,NA,NA,NA,56,NA,623,4,NA,45560,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,NA,0
"45375",1,0,1,16,8,9,1946,NA,1760,26,33232,3348,1,1,33601.83984375,0.600000023841858,369.839996337891,369.839996337891,0,0,0,0,12,NA,53600,26800,0,0,0,4,4,NA,61,0,1,1,0
"45389",0,0,1,12,11,8,1947,NA,0,25,0,638,2,1,38056,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"45404",1,0,1,15,10,10,1944,NA,2040,28,55744,273,2,1,62444,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,55,0,1,1,0
"45418",1,0,1,17,12,9,1947,NA,2350,25,64320,3480,0,1,108808,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,88,0,1,1,0
"45430",0,0,1,8,12,5,1913,NA,1664,59,9112,3466,0,0,13614.400390625,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,61,0,1,1,0
"45441",1,0,1,16,4,11,1930,NA,2200,43,101840,641,2,1,103903.6015625,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,92,0,1,1,0
"45465",0,0,1,14,4,9,1943,NA,0,29,0,4651,3,1,24120,1,NA,NA,NA,NA,NA,NA,10,NA,NA,6968,0,NA,0,2,26,NA,NA,NA,NA,NA,1
"45507",0,0,1,12,9,8,1946,NA,1520,26,13400,2419,2,NA,29480,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"45510",0,0,1,4,12,10,1935,NA,0,38,0,4558,2,1,16401.599609375,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"45530",1,0,1,14,7,11,1926,NA,1944,46,72896,1006,1,1,107039.203125,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,32,0,1,1,0
"45556",1,0,1,12,1,12,1918,NA,1920,55,80936,3103,1,1,134037.515625,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"45557",0,0,1,12,10,6,1947,NA,0,26,0,3976,5,1,34925.76171875,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,47,NA,NA,NA,NA,NA,1
"45601",0,0,1,16,9,12,1916,NA,2205,56,42880,2552,0,0,42933.6015625,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,88,0,1,1,0
"45651",0,0,1,14,11,11,1922,NA,60,50,1340,3777,5,1,202608,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"45675",1,0,1,12,8,7,1931,NA,1300,41,49848,1775,3,1,69224.3984375,0.899999976158142,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,55,0,1,1,0
"45678",1,0,1,14,6,12,1945,NA,2874,27,61104,113,1,1,62444,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"45687",0,0,1,14,5,10,1941,NA,1968,31,40200,3090,1,0,40200,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"45697",0,0,1,12,7,12,1933,NA,0,39,0,1203,0,1,79328,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"45701",0,0,1,14,10,10,1913,NA,2500,59,69680,3256,0,1,99738.8828125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"45807",1,0,1,NA,5,13,1929,NA,NA,43,NA,450,0,NA,131320,0.5,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,1,NA,NA,NA,NA,NA,0
"45865",1,0,1,16,12,8,1940,NA,3530,33,67000,3552,1,1,67053.6015625,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,56,0,1,1,0
"45866",0,0,1,16,12,11,1925,NA,1600,48,45560,2404,1,1,166160,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"45897",1,1,0,8,8,4,1946,NA,NA,27,NA,520,1,NA,37268.078125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,0
"45899",0,0,1,12,12,10,1942,NA,0,31,0,1815,2,1,46900,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"45913",1,0,1,16,9,10,1941,NA,1770,32,61104,3759,1,1,114704,0.5,0,0,0,0,0,0,14,NA,107200,5360,0,0,0,1,31,NA,87,0,1,1,0
"45919",0,NA,NA,12,NA,8,NA,NA,2080,27,10720,1914,2,NA,75040,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"45920",1,0,1,12,1,8,1929,NA,2264,44,64320,530,1,1,72783.4375,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,55,0,1,1,0
"45929",1,0,1,9,5,7,1936,NA,2256,36,45024,956,6,1,69680,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,0,1,1,0
"45933",1,0,1,14,7,11,1912,NA,1896,60,45560,2873,0,1,100768,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,4,86,0,1,1,0
"45935",1,0,1,17,5,11,1947,NA,1200,25,18760,2389,0,1,42880,0.400000005960464,0,0,0,0,0,0,NA,5,91120,14472,0,0,0,1,31,NA,87,0,1,1,0
"45940",1,0,1,16,7,12,1937,NA,2100,35,107200,61,4,1,108406,0.899999976158142,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,61,0,1,1,0
"45955",0,1,0,12,4,9,1926,NA,1500,45,18760,4837,2,1,85760,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"45956",1,0,0,7,NA,8,NA,NA,2120,30,39020.80078125,4121,3,1,63140.80078125,1.20000004768372,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,45,0,1,1,0
"45969",0,0,1,8,8,11,1924,NA,2008,48,20904,777,0,0,20904,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,61,0,1,1,0
"45993",1,0,1,12,12,10,1929,NA,2860,43,58960,1933,1,1,91120,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,81,0,1,1,0
"46000",1,0,1,11,2,6,1941,NA,875,31,48240,2616,3,1,83214,0.600000023841858,10854,10854,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,0,1,0
"46013",1,0,1,9,1,11,1919,NA,1904,54,48508,2210,1,1,48508,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,91,0,1,1,0
"46014",0,0,1,6,1,10,1920,NA,1800,53,17152,4556,0,1,106385.28125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"46040",0,0,1,12,8,10,1941,NA,0,31,0,2788,3,1,88440,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"46045",0,0,1,12,9,11,1946,NA,0,26,0,2062,2,1,58960,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"46069",1,0,1,12,5,12,1935,NA,1960,37,83080,4437,2,1,117657.359375,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,55,0,1,1,0
"46072",1,0,1,13,12,8,1943,NA,2020,29,45024,2621,1,1,50920,0.600000023841858,0,0,0,0,0,0,8,8,20287.599609375,0,0,0,0,2,14,NA,81,0,1,1,0
"46095",1,0,1,8,NA,9,NA,NA,1410,59,19858.80078125,1386,1,1,32160,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,4,81,0,1,1,0
"46115",1,0,1,17,5,11,1925,NA,2070,47,75040,525,1,1,123414,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,87,0,1,1,0
"46118",1,0,1,8,6,10,1921,NA,1280,51,33232,970,1,1,33232,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,51,0,1,1,0
"46126",1,0,1,15,11,11,1936,NA,2220,36,96748,891,0,0,96748,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,NA,51,0,1,1,0
"46151",1,0,1,14,7,12,1947,NA,2924,25,51456,5257,0,0,63784,0.5,0,0,0,0,0,0,NA,NA,80400,23412.48046875,0,0,0,1,6,NA,82,0,1,1,0
"46154",0,0,1,16,3,12,1945,NA,2000,27,42880,3817,1,1,96480,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"46162",1,0,1,12,8,11,1927,NA,1625,45,36517.6796875,2445,1,1,96480,1.29999995231628,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,51,0,1,1,0
"46175",1,0,1,15,1,12,1929,NA,2992,46,68452.5625,2761,4,1,124073.28125,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,88,0,1,1,0
"46196",1,0,1,17,2,12,1947,NA,1576,26,35536.80078125,4981,0,1,54586.23828125,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,92,0,1,1,0
"46223",0,0,1,12,11,12,1918,NA,0,53,0,3962,0,NA,53600,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"46252",0,0,1,12,1,10,1944,NA,1064,29,18760,2707,3,1,77720,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"46257",0,0,1,13,5,9,1948,NA,520,25,5145.60009765625,4881,2,0,41079.0390625,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,85,0,1,1,0
"46335",1,1,0,10,NA,8,NA,NA,2080,37,42880,3053,2,1,103190.71875,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,2,91,0,1,1,0
"46362",1,0,1,17,10,12,1947,NA,2080,25,49848,1524,0,1,97016,0.5,0,0,0,0,0,0,12,NA,6432,13400,0,0,0,1,6,NA,55,0,1,1,0
"46383",0,1,0,8,10,8,1928,NA,0,41,0,378,4,NA,47248.3984375,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"46388",0,0,1,12,9,7,1946,NA,0,26,0,2282,2,1,39047.6015625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"46410",0,0,1,10,8,12,1924,NA,1913,48,23584,4253,0,0,23584,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,86,0,1,1,0
"46412",1,1,0,12,1,10,1932,NA,2070,41,80400,1391,3,1,90316,0.699999988079071,4020,4020,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"46415",0,0,1,14,12,8,1917,NA,0,54,0,4644,0,1,66249.6015625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"46421",0,0,1,8,4,8,1934,NA,24,39,268,2058,1,0,12488.7998046875,NA,0,12220.7998046875,0,0,0,2280,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,0,0,1,0
"46422",0,0,1,12,NA,13,NA,NA,2000,47,37520,2997,0,0,58960,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,86,0,1,1,0
"46424",0,0,1,11,12,10,1920,NA,0,52,0,3075,0,1,44766.71875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"46462",0,0,1,16,1,13,1939,NA,0,34,0,1476,3,1,50652,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"46469",1,0,1,12,11,10,1937,NA,2540,35,85760,906,1,1,87100,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,88,0,1,1,0
"46492",1,0,1,12,7,10,1941,NA,2860,31,53600,723,2,1,62176,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,69,0,1,1,0
"46515",0,0,1,12,6,6,1943,NA,1872,30,21440,4548,4,NA,127407.203125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"46527",1,0,1,12,12,11,1937,NA,2942,35,65928,3194,1,1,65928,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,62,0,1,1,0
"46555",1,0,1,12,8,10,1924,NA,1632,48,38592,3667,0,1,51992,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,40,0,1,1,0
"46570",0,0,1,12,11,7,1946,NA,270,26,2717.52001953125,944,2,1,48277.51953125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"46573",0,NA,NA,12,NA,10,NA,NA,400,47,10720,1340,0,NA,60032,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"46574",0,0,1,12,5,10,1923,NA,1680,49,25728,1180,0,1,138288,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"46594",1,0,1,NA,NA,NA,NA,NA,1400,37,NA,1667,1,NA,21836.640625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,0
"46605",0,0,1,12,12,13,1916,NA,0,56,0,2459,0,1,85224,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"46622",1,0,1,NA,NA,8,NA,NA,1926,25,26800,3800,2,1,35376,1,3216,3216,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"46669",0,0,1,12,9,7,1926,NA,0,47,0,1789,2,1,75040,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"46674",0,0,1,14,9,12,1934,NA,1803,38,24120,5064,4,0,37922,1,0,9648,0,0,4020,1800,NA,NA,NA,NA,NA,NA,0,1,31,NA,71,0,1,1,0
"46680",0,0,1,12,2,11,1924,NA,14,49,160.800003051758,1095,1,1,128382.71875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"46682",1,0,1,12,8,8,1929,NA,1920,43,56280,1934,1,1,75040,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,83,0,1,1,0
"46732",0,0,1,12,3,10,1947,NA,0,26,0,2188,3,1,34840,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"46740",0,0,1,16,3,10,1947,NA,2020,26,44488,3520,0,0,44488,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,NA,86,0,1,1,0
"46749",0,0,1,16,7,10,1943,NA,1900,29,31088,806,0,1,84688,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"46764",1,0,1,16,NA,11,NA,NA,2550,33,96480,2693,0,0,107200,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,82,0,1,1,0
"46765",1,0,1,9,NA,10,NA,NA,2205,40,48240,1340,0,1,60032,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,86,0,1,1,0
"46793",0,0,1,9,4,9,1927,NA,120,45,1104.16003417969,1061,1,NA,7536.16015625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"46794",1,0,1,14,1,12,1947,NA,3725,26,73024.640625,4088,2,1,112560,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,61,0,1,1,0
"46834",1,0,1,12,7,11,1935,NA,2652,37,128640,107,1,1,139928.15625,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,45,0,1,1,0
