"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"62570",0,0,1,12,9,9,1930,NA,1040,43,6432,936,0,1,69680,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"62599",0,0,1,12,12,9,1923,NA,0,49,0,3257,1,1,71288,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62623",1,0,1,12,6,11,1931,NA,2052,41,67000,2350,3,1,68232.796875,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,56,0,1,1,0
"62644",0,0,1,12,2,12,1944,NA,0,29,0,686,2,1,75415.203125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"62685",0,0,1,8,12,11,1916,NA,0,57,0,195,0,1,13571.51953125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"62686",0,0,1,9,11,10,1943,NA,0,29,0,1280,2,NA,67000,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"62702",0,0,1,16,8,9,1919,NA,1920,53,57888,3044,0,NA,95622.3984375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"62715",1,0,1,12,9,8,1925,NA,1960,47,80400,1572,2,1,102376,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,33,0,1,1,0
"62757",0,1,0,9,10,6,1914,NA,1715,58,22512,1279,0,0,28847.51953125,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,87,0,1,1,0
"62771",1,0,1,14,6,10,1925,NA,2357,47,40200,3657,0,1,43351.6796875,0.400000005960464,3151.67993164062,3151.67993164062,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,81,0,1,1,0
"62779",1,0,1,7,NA,10,NA,NA,1950,55,66254.9609375,3303,1,1,71175.4375,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"62802",1,0,1,8,2,11,1926,NA,3120,47,32481.599609375,4501,3,1,48508,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"62814",1,0,1,12,10,10,1942,NA,1118,30,21440,1465,3,1,29078,0.800000011920929,7638,7638,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,30,0,1,1,0
"62936",0,0,1,12,8,10,1917,NA,0,56,0,2725,0,1,13936,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"62961",1,0,0,9,NA,7,NA,NA,2145,33,24120,5216,0,1,24120,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,55,0,1,1,0
"63024",0,0,1,12,11,10,1947,NA,0,25,0,5056,2,1,40200,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"63025",0,0,1,16,7,12,1927,NA,1100,45,48240,2655,0,1,221904,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"63049",0,1,0,12,1,9,1931,NA,20,39,268,986,1,1,32428,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"63079",0,NA,NA,9,NA,7,NA,NA,0,47,0,1574,5,NA,140303.359375,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"63082",1,0,1,12,NA,8,NA,NA,2268,27,64320,1914,2,1,75040,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,81,0,1,1,0
"63105",0,0,1,14,5,10,1921,NA,1715,51,64320,904,0,1,135876,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"63113",0,0,1,16,7,12,1947,NA,16,25,375.200012207031,217,2,1,91329.0390625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"63153",1,0,1,12,11,10,1933,NA,2490,39,50920,2309,4,1,50920,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"63154",0,0,1,12,12,10,1917,NA,2000,54,25460,1210,0,1,46707.0390625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"63171",1,0,1,15,10,11,1946,NA,1708,25,11256,1923,0,1,24012.80078125,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"63176",0,0,1,13,2,10,1927,NA,1330,46,17152,1215,0,1,95944,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"63192",0,0,1,12,11,9,1946,NA,0,27,0,2589,2,1,43416,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"63258",0,0,1,14,7,12,1941,NA,1020,32,16080,5,2,1,102912,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"63308",1,0,1,7,4,9,1935,NA,2000,38,37520,1711,0,1,42344,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,33,0,1,1,0
"63330",1,0,1,12,6,9,1936,NA,500,39,NA,2641,0,NA,25084.80078125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,7504,0,NA,0,4,4,NA,NA,NA,NA,NA,0
"63335",0,NA,NA,NA,NA,6,NA,NA,NA,26,NA,3054,0,NA,18760,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,0
"63370",1,0,1,10,3,9,1928,NA,2304,45,43952,4669,2,1,58424,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,40,0,1,1,0
"63386",1,0,1,12,2,8,1941,NA,1960,32,43416,189,2,1,49848,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,44,0,1,1,0
"63387",1,0,1,12,10,7,1929,NA,2650,43,72896,1087,1,1,72896,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"63399",0,0,1,11,10,11,1936,NA,0,36,0,3615,1,1,80989.6015625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"63429",1,0,1,12,7,12,1939,NA,1984,33,38811.76171875,1211,2,1,106513.921875,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,62,0,1,1,0
"63465",0,0,1,11,5,10,1934,NA,0,38,0,2485,2,1,125424,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"63477",0,0,1,12,5,9,1939,NA,1380,33,16080,4641,3,1,104520,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"63497",1,0,1,12,2,7,1947,NA,2120,26,66571.203125,472,1,1,98918.796875,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,62,0,1,1,0
"63506",1,0,1,8,9,9,1944,NA,3144,28,51992,4413,1,1,51992,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,62,0,1,1,0
"63538",1,0,1,12,1,11,1914,NA,1920,59,25192,3916,2,1,51992,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,33,0,1,1,0
"63541",0,NA,NA,14,NA,10,NA,NA,774,46,8040,460,4,NA,50920,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"63567",0,0,1,12,6,9,1938,NA,0,34,0,1929,4,1,25379.599609375,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"63595",1,0,1,NA,NA,10,NA,NA,NA,26,NA,3528,0,NA,108486.3984375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"63600",0,0,1,12,11,10,1913,NA,2080,58,38056,2669,0,0,38056,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,86,0,1,1,0
"63618",1,0,1,12,5,9,1930,NA,1040,42,NA,139,0,NA,40736,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,20,NA,NA,NA,NA,NA,0
"63620",1,0,1,12,3,11,1932,NA,2629,40,91120,1553,4,1,96882,1,0,4020,4020,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,32,0,1,1,0
"63652",0,0,1,12,2,11,1941,NA,960,32,7396.7998046875,2190,3,1,68608,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"63721",0,1,0,11,2,7,1930,NA,0,42,0,4838,0,NA,31238.080078125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"63789",1,0,1,10,NA,10,NA,NA,1880,46,63784,2654,1,1,100768,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,44,0,1,1,0
"63804",1,0,1,13,12,8,1949,NA,3090,26,107200,3666,1,1,160800,0.699999988079071,0,0,0,0,0,0,12,NA,32481.599609375,268,0,0,0,1,37,NA,51,0,1,1,0
"63811",1,0,1,6,9,9,1915,NA,3360,57,116204.796875,3816,3,1,241200,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"63821",0,0,1,12,6,11,1925,NA,2352,47,37520,3449,1,1,105806.3984375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"63855",1,0,1,12,11,13,1938,NA,2000,34,27872,2163,0,1,54672,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,44,0,1,1,0
"63870",0,0,1,NA,NA,6,NA,NA,NA,37,NA,1030,5,NA,70237.4375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"63871",0,NA,NA,12,10,8,1916,NA,1800,56,49312,2014,0,NA,160800,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"63913",0,NA,NA,8,NA,7,NA,NA,NA,49,NA,3848,0,NA,15243.83984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,0
"63922",0,0,1,14,1,10,1932,NA,0,41,0,2206,2,1,177952,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"63943",0,0,1,12,2,10,1935,NA,3430,38,55208,106,2,1,110592.8828125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"63961",0,0,0,8,10,9,1915,NA,915,57,9085.2001953125,4770,0,0,9085.2001953125,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,61,0,1,1,0
"63980",1,0,1,12,8,8,1944,NA,2491,28,63248,4566,2,1,95408,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,3,23,NA,31,0,1,1,0
"63999",0,0,1,14,7,12,1928,NA,2250,44,27872,2204,2,1,98356,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"64000",0,0,1,15,5,11,1947,NA,189,26,385.920013427734,797,2,1,58097.0390625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"64062",0,0,1,NA,NA,7,NA,NA,NA,45,NA,4086,0,NA,19907.0390625,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"64096",0,0,1,14,11,11,1933,NA,500,40,2680,485,4,1,83080,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64097",1,0,1,16,6,10,1932,NA,2004,41,91120,1706,0,1,99160,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,0,1,1,0
"64106",0,0,1,12,12,11,1933,NA,0,38,0,3765,4,1,110684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64150",0,0,1,16,8,12,1922,NA,864,50,29480,1493,1,1,70752,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"64159",1,0,1,NA,NA,10,NA,NA,NA,44,NA,122,0,NA,34025.28125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"64181",0,0,1,6,8,10,1913,NA,1769,59,20368,1643,0,0,32202.880859375,0.400000005960464,0,9133.4404296875,9133.4404296875,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,61,0,1,1,0
"64206",1,0,1,17,4,13,1948,NA,600,25,13400,3672,0,1,54136,0.5,0,0,0,0,0,0,8,NA,11256,15544,0,0,0,1,37,NA,88,0,1,1,0
"64208",1,0,0,12,10,11,1943,NA,1260,29,33768,3444,2,1,43308.80078125,2,5788.7998046875,5788.7998046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,51,0,1,1,0
"64235",0,0,1,7,9,9,1915,NA,0,57,0,618,0,NA,97016,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"64238",1,0,1,16,3,10,1945,NA,2651,28,20834.3203125,3805,2,1,34840,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"64277",1,0,1,12,7,12,1945,NA,1845,28,53600,3254,3,1,53600,0.800000011920929,0,0,0,0,0,0,12,8,0,0,0,0,0,2,14,NA,40,0,1,1,0
"64283",0,0,1,12,5,9,1915,NA,0,56,0,4769,0,NA,64320,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"64310",0,0,1,8,10,9,1923,NA,0,49,0,2268,0,NA,54200.3203125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"64337",1,0,1,16,11,11,1923,NA,2750,50,120600,2404,1,1,166160,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"64343",1,0,1,8,NA,7,NA,NA,2000,49,71673.921875,2549,2,1,118579.28125,0.699999988079071,7504,7504,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,32,0,1,1,0
"64350",1,0,1,14,12,5,1937,NA,3672,35,25920.9609375,2007,4,1,32696,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,61,0,1,1,0
"64383",0,0,1,17,1,12,1930,NA,960,43,13936,3824,2,1,150240.796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"64396",0,1,0,12,11,8,1943,NA,2058,29,17152,5049,3,0,18438.400390625,1,0,1286.40002441406,0,0,0,240,NA,NA,NA,NA,NA,NA,0,4,4,NA,86,0,1,1,0
"64464",0,0,1,13,3,11,1934,NA,0,39,0,3753,2,NA,87689.6015625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"64484",1,0,1,10,10,6,1934,NA,3406,38,46063.83984375,4956,6,1,83455.203125,1.10000002384186,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,62,0,1,1,0
"64497",0,0,0,17,2,11,1947,NA,1750,26,34840,2175,0,1,133464,0.5,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,4,43,NA,NA,NA,NA,NA,1
"64501",1,0,1,8,11,9,1926,NA,2632,46,53600,1312,2,1,65660,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,44,0,1,1,0
"64536",1,0,1,7,NA,7,NA,NA,2538,53,25192,462,0,0,29051.19921875,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,61,0,1,1,0
"64566",0,1,0,12,7,5,1912,NA,0,55,0,4731,0,1,13292.7998046875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"64593",0,0,1,12,9,10,1917,NA,0,55,0,2805,0,1,50116,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"64645",0,0,1,8,2,11,1920,NA,0,52,0,2210,1,1,48508,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"64659",0,0,1,12,4,10,1925,NA,2168,48,10720,1794,0,NA,40200,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"64672",0,1,0,17,11,12,1929,NA,1440,37,51380.9609375,1963,0,NA,78631.203125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"64674",0,0,1,12,NA,10,NA,NA,420,32,3199.919921875,2780,3,0,24168.240234375,1.29999995231628,0,6496.31982421875,0,6496.31982421875,13400,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,0,1,0
"64691",0,0,1,17,7,11,1944,NA,1200,28,24120,3600,1,1,94336,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"64758",0,NA,NA,10,6,11,1935,NA,0,37,0,1473,2,NA,120868,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"64769",0,0,1,11,2,10,1940,NA,1920,33,5574.39990234375,1420,1,0,25642.240234375,0.5,0,17366.400390625,17366.400390625,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"64794",1,0,1,12,2,12,1924,NA,3600,49,58960,820,0,1,96480,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,62,0,1,1,0
"64802",0,0,1,12,6,10,1927,NA,0,45,0,2654,1,1,100768,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64818",1,0,1,10,9,11,1924,NA,2128,48,51456,854,1,1,92808.3984375,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"64821",0,0,1,12,NA,7,NA,NA,NA,28,NA,1574,5,NA,140303.359375,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"64839",0,0,1,12,9,10,1927,NA,1728,44,13400,3667,0,1,51992,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"64841",0,0,1,11,5,9,1924,NA,1768,48,13223.1201171875,2759,0,0,13223.1201171875,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"64850",0,1,0,11,2,3,1927,NA,1960,46,35236.640625,827,0,0,35236.640625,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,3,87,0,1,1,0
"64860",0,0,1,17,5,11,1933,NA,1935,39,53600,980,0,1,343040,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"64867",0,0,1,13,11,11,1947,NA,104,25,1608,3911,2,1,63248,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"64910",0,0,1,12,11,12,1929,NA,0,43,0,399,2,1,302840,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"64928",1,0,1,12,1,11,1942,NA,2530,31,NA,3462,0,NA,135072,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,64320,0,0,0,0,4,46,NA,NA,NA,NA,NA,0
"64933",1,0,1,12,NA,8,NA,NA,1888,50,80137.359375,2609,3,1,93483.7578125,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,55,0,1,1,0
"64959",0,1,0,10,5,7,1932,NA,2000,40,23600.080078125,47,1,1,63655.359375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"64988",1,0,1,16,2,10,1941,NA,2128,32,68608,1864,2,1,68913.5234375,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,71,0,1,1,0
"65005",1,0,1,12,10,10,1941,NA,NA,32,NA,887,0,0,63097.921875,0.600000023841858,NA,NA,NA,NA,NA,NA,12,8,6968,1608,0,0,0,2,21,NA,NA,NA,NA,NA,0
"65034",1,1,0,11,NA,5,NA,NA,2060,57,67536,398,1,1,119528,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"65080",0,0,1,14,2,12,1932,NA,2400,41,18760,2161,1,1,58960,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"65152",0,1,0,12,1,10,1944,NA,0,29,0,5124,2,1,56280,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"65173",0,0,1,15,10,12,1944,NA,450,28,5092,2560,3,1,65392,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"65226",1,0,1,15,12,11,1925,NA,2425,47,169778,3778,2,1,244148,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,51,0,1,1,0
"65238",1,0,1,12,12,8,1942,NA,2288,30,NA,393,0,0,96587.203125,0.800000011920929,NA,NA,NA,NA,NA,NA,12,12,804,0,0,0,0,1,20,NA,NA,NA,NA,NA,0
"65260",1,0,1,17,3,12,1918,NA,0,55,0,275,2,1,125901.0390625,1.20000004768372,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,0,0,1,0
"65271",0,0,1,13,3,11,1913,NA,2000,60,42880,743,0,0,46498,0.100000001490116,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,88,0,1,1,0
"65299",1,0,1,12,7,12,1942,NA,1600,30,34840,4307,5,1,34840,1.20000004768372,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"65301",0,0,1,11,4,0,1921,NA,0,52,0,915,0,NA,28408,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"65319",0,0,1,12,9,11,1926,NA,0,46,0,1999,2,1,80400,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"65321",0,0,1,12,10,12,1945,NA,480,27,3216,2164,3,1,48776,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"65337",1,1,0,12,2,8,1938,NA,1960,35,42880,477,0,1,61104,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"65342",0,0,1,14,1,12,1941,NA,1000,32,48240,3064,3,1,101840,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"65364",1,0,1,15,9,13,1938,NA,2430,34,53064,1295,3,1,53064,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"65392",0,0,1,17,6,11,1947,NA,2600,25,NA,2613,0,0,101840,0.600000023841858,NA,NA,NA,NA,NA,NA,12,10,53600,0,0,0,0,1,31,NA,NA,NA,NA,NA,0
"65411",0,0,1,12,6,12,1935,NA,0,37,0,1212,1,1,73951.921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"65427",0,0,1,12,7,7,1943,NA,2080,28,20582.400390625,364,2,1,51456,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"65435",1,0,1,16,11,13,1946,NA,3066,26,24120,962,0,1,24361.19921875,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,31,0,1,1,0
"65466",1,0,1,12,4,13,1926,NA,2961,47,70752,3697,1,1,99696,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,86,0,1,1,0
"65477",1,0,1,12,9,10,1926,NA,3120,46,179560,3173,3,1,188136,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,71,0,1,1,0
"65566",1,0,1,13,8,11,1940,NA,2256,32,74262.796875,220,2,1,78658,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,92,0,1,1,0
