"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"66466",0,0,1,11,4,9,1924,NA,0,59,0,474,0,1,91162.609375,12,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,0,NA,1
"66471",1,0,1,16,12,12,1944,NA,2227,39,35753.76953125,5710,3,1,128240,5,2,0.699999988079071,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,4,46,0,1,1,0
"66473",0,0,1,12,8,9,1931,NA,2040,52,20958.080078125,2142,1,1,55308.078125,25,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"66477",1,0,1,16,11,11,1953,21,1250,30,14885,3629,0,1,38916.26171875,7,1,0.400000005960464,0,0,0,0,0,0,0,0,14,17,102363,24045,0,0,0,2,21,0,1,1,0
"66491",1,0,1,12,11,12,1944,NA,1360,39,NA,3425,0,0,70696.8828125,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,18320,0,NA,0,1,6,0,1,NA,0
"66496",0,0,1,17,1,12,1954,3,1920,30,52670,2746,2,1,87020,4,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,6821.91015625,15819.3203125,0,0,0,3,3,0,1,NA,1
"66512",1,0,1,16,2,6,1952,16,1976,32,90226,1525,0,1,91290.8515625,6,2,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,41,0,1,1,0
"66514",1,0,1,15,9,11,1928,NA,2068,55,109920,4399,0,1,160300,30,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"66541",0,0,1,6,9,8,1936,NA,5354,47,5496,5133,0,0,20289.400390625,NA,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,1,0
"66544",1,0,1,16,5,12,1952,36,2080,31,34686.62890625,1536,1,1,59698.01171875,5,1,0.400000005960464,0,0,0,0,0,0,0,0,12,9,40418.5,25343.4296875,0,0,0,4,36,0,0,1,0
"66579",1,0,1,12,8,11,1955,34,1250,28,23816,532,2,1,50961.66015625,3,2,0.800000011920929,6870,20275.66015625,27145.66015625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"66590",0,0,1,12,4,9,1949,NA,1462,35,32060,4832,2,1,100760,8,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66597",1,0,1,12,10,11,1950,NA,1394,33,25201.44921875,3631,1,1,34796.55078125,12,1,0.600000023841858,0,8564.599609375,9595.099609375,0,0,450,0,0,NA,NA,NA,NA,NA,NA,0,2,21,1,0,1,0
"66642",0,0,1,16,5,11,1930,NA,2820,53,89310,368,0,0,93088.5,11,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"66649",0,NA,NA,12,2,12,1955,5,800,29,NA,940,0,NA,40704.75,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,0
"66659",0,0,1,11,9,11,1956,24,1985,27,20610,3900,2,1,45227.5,NA,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,11,19465,0,0,0,0,2,24,0,1,NA,1
"66689",1,0,1,17,4,10,1950,NA,2430,33,183200,3021,0,0,215260,3,1,0.200000002980232,0,0,0,0,0,0,0,0,16,16,9160,0,0,0,0,4,4,0,1,1,0
"66694",1,0,1,12,2,11,1946,NA,2110,38,64120,4139,1,1,121942.5,12,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"66732",0,0,1,14,9,8,1946,NA,1292,37,11450,5335,5,0,27173.140625,8,3,1,0,0,0,0,0,0,1374,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"66740",0,0,1,12,5,9,1941,NA,1816,42,43677.171875,668,0,0,76802.0234375,15,2,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,13282,0,NA,0,2,21,0,1,1,0
"66748",0,NA,NA,14,12,3,1942,NA,0,41,0,4081,0,NA,28457.830078125,10,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"66749",1,0,1,16,12,11,1948,NA,2620,35,76121.890625,2802,1,1,125940.84375,5,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"66762",1,0,1,7,5,9,1939,NA,1954,44,29770,4742,2,1,77928.703125,18,2,0.600000023841858,0,0,18592.509765625,18592.509765625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"66789",0,0,1,12,8,12,1954,14,0,29,0,3003,2,1,65860.3984375,4,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"66796",1,0,1,14,1,11,1952,37,1840,32,29770,1484,0,1,84730,10,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"66799",0,0,0,12,3,7,1954,4,0,30,0,107,3,1,41220,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,18320,9160,0,0,0,4,4,0,0,NA,1
"66830",1,0,1,17,1,11,1949,NA,2204,35,82440,5068,1,1,140377,9,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"66841",0,0,1,12,3,11,1924,NA,0,59,0,264,0,1,75002.078125,25,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"66846",0,1,0,6,3,9,1941,NA,0,43,0,6170,2,NA,38930,3,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"66910",0,0,1,17,7,9,1946,NA,66,37,13740,2772,3,NA,92561.796875,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66919",1,0,1,12,4,7,1954,34,0,29,0,2378,3,1,10469.8798828125,4,4,0.600000023841858,0,0,17834.51953125,0,0,3216,0,4572,7,6,0,0,0,0,0,2,34,0,0,1,0
"66925",0,0,1,17,9,11,1949,NA,2598,34,50128.1015625,123,1,0,51163.1796875,14,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"66930",0,0,1,13,3,9,1942,NA,0,42,0,4803,0,NA,313143.75,5,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"66932",1,0,1,12,7,9,1936,NA,2240,47,68700,4233,2,1,89653.5,22,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"66939",0,0,1,17,1,12,1948,NA,1056,36,4809,3521,2,1,206672.5,4,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"66943",0,0,1,12,5,11,1952,4,2400,31,26793,2802,1,1,125940.84375,5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66951",0,0,1,16,6,10,1957,46,1280,26,49102.1796875,2093,0,1,258767.703125,7,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,5,50,0,0,NA,1
"66989",0,0,1,12,11,9,1939,NA,1208,44,13740,4359,1,NA,86857.40625,20,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"67002",1,0,1,12,5,10,1927,NA,2000,56,16831.5,494,0,1,35522.48046875,30,3,0.400000005960464,0,148.850006103516,148.850006103516,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"67007",1,0,1,14,5,8,1955,4,2333,28,54960,3151,2,1,93890,4,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"67038",0,0,1,12,5,11,1955,12,80,28,503.799987792969,5194,3,1,68569.46875,2,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"67052",1,0,1,16,8,10,1945,NA,2032,38,105340,51,4,1,171750,10,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"67090",0,0,1,11,2,11,1944,NA,NA,40,NA,1062,0,0,98470,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,91600,0,0,0,1,1,20,NA,NA,NA,0
"67121",0,0,1,14,5,11,1951,29,1845,31,28913.5390625,4736,2,NA,79568.34375,5,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,59540,27480,0,0,0,1,37,0,1,NA,1
"67123",0,0,1,15,1,9,1930,NA,0,54,0,2834,0,NA,29357.80078125,10,4,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,1
"67133",0,0,1,12,3,10,1930,NA,1464,54,27480,3277,0,1,102821,27,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"67136",1,0,1,12,5,9,1931,NA,2000,52,41220,6003,0,1,94348,26,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"67182",0,0,1,12,5,12,1956,48,52,28,687,5717,3,NA,39617,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"67190",1,0,1,12,8,9,1929,NA,3620,54,141064,4265,0,1,194496.5625,29,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"67203",0,0,1,17,9,12,1953,21,868,30,10153.8603515625,1319,1,1,114522.8984375,5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"67207",1,0,1,15,2,9,1956,31,4084,28,52097.5,3231,1,1,89369.5390625,7,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"67229",1,0,1,17,7,10,1949,NA,2795,34,69272.5,5782,0,0,95149.5,6,1,0.200000002980232,0,0,0,0,0,0,0,0,12,12,50380,53815,0,0,0,3,42,0,1,1,0
"67242",1,0,1,17,5,11,1927,NA,2988,56,82440,3901,2,1,91593.1328125,30,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"67252",0,0,1,16,7,9,1956,31,0,27,0,3231,1,1,89369.5390625,4,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,1,31,0,0,NA,1
"67262",1,0,1,9,6,10,1941,NA,1960,42,NA,581,0,NA,58704.1484375,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,1,31,0,1,NA,0
"67273",1,0,1,12,9,10,1944,NA,2450,39,180910,5325,2,1,181711.5,14,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"67283",0,0,1,17,9,12,1949,NA,1710,34,66410,666,0,NA,74408.96875,14,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,15,15,0,0,0,0,0,2,21,0,1,NA,1
"67314",1,0,1,17,11,10,1937,NA,800,59,2061,1039,0,1,112782.5,32,2,0.300000011920929,0,5725,5725,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"67322",0,0,1,12,3,12,1949,NA,1792,35,45800,5997,0,NA,114500,10,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"67331",0,0,1,12,2,10,1934,NA,1225,50,19236,4211,0,NA,92287,14,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"67347",0,0,1,14,5,10,1955,4,470,28,6189.8701171875,654,1,1,58772.8515625,8,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"67358",1,0,1,17,2,13,1954,5,2952,30,52670,1520,2,1,125263,4,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"67380",0,0,1,10,8,7,1951,16,0,31,0,3579,2,1,63226.8984375,1,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"67388",1,0,1,14,5,9,1931,NA,1984,52,84730,1131,0,1,168315,23,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"67404",0,0,1,12,11,11,1923,NA,0,59,0,441,0,NA,70074,25,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,0,0,NA,1
"67412",0,0,1,14,7,10,1938,NA,1906,45,70990,3366,0,NA,117248,22,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,0,NA,0,1,20,0,1,NA,1
"67419",0,0,1,13,8,9,1938,NA,2064,45,36640,4267,1,0,36640,19,4,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"67422",1,0,1,13,7,11,1923,NA,2500,60,68700,3084,0,1,119080,34,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"67428",1,0,1,16,3,9,1950,NA,2000,33,61830,194,3,1,65265,8,2,0.699999988079071,0,0,0,0,0,0,0,0,12,11,64861.9609375,26836.509765625,0,0,0,2,40,0,1,1,0
"67472",0,0,1,12,4,10,1931,NA,0,53,0,1403,0,1,45800,15,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"67519",0,0,1,12,4,10,1943,NA,1840,40,21755,1117,2,1,43354.28125,13,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"67525",0,0,1,17,6,10,1947,NA,1680,36,66410,51,4,1,171750,10,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"67529",0,0,1,14,10,9,1943,NA,2860,40,32976,5443,3,1,82119.3984375,8,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"67537",0,0,1,17,12,11,1958,13,2052,25,50380,5222,0,1,194650,7,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"67547",0,0,1,17,10,11,1954,43,96,29,1832,5984,2,1,78661.5,5,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"67578",1,0,1,11,3,12,1955,39,2613,29,38930,5212,3,1,42044.3984375,3,1,0.800000011920929,0,934.320007324219,934.320007324219,0,0,0,0,0,12,6,50380,18320,0,0,0,3,39,0,1,1,0
"67582",1,0,1,17,9,10,1944,NA,1206,39,80150,3281,1,1,163506,13,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"67594",0,0,1,12,1,10,1949,NA,2000,34,NA,1531,0,0,92880.109375,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,10,12,0,41220,0,0,0,1,37,0,1,NA,0
"67614",0,0,1,10,6,9,1940,NA,1120,43,9160,4651,0,NA,57250,15,2,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"67618",1,0,1,16,3,13,1954,5,2108,30,50380,1505,2,1,97554,9,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"67622",1,0,1,10,7,10,1924,NA,1840,59,54960,515,0,1,80379,30,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"67651",0,0,1,15,8,9,1941,NA,1500,42,16030,435,1,1,84867.3984375,18,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"67702",0,0,1,16,11,11,1950,NA,2039,33,64120,2573,0,NA,166025,7,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"67733",1,0,1,12,12,9,1956,48,2400,27,40075,4807,4,1,62975,3,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"67739",0,1,0,11,3,5,1947,NA,0,36,0,267,2,0,7364.64013671875,10,2,0.800000011920929,0,0,10937.0400390625,0,0,1560,0,3216,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"67783",1,0,1,9,4,7,1958,13,2040,26,41678,6017,2,1,41678,1,2,0.699999988079071,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,3,42,0,1,1,0
"67785",0,0,0,12,12,7,1953,6,2004,30,27480,3421,1,NA,108546,11,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"67797",1,0,1,10,11,12,1954,5,1702,29,14312.5,1211,4,1,17003.25,3,3,1.5,0,1545.75,7701.27001953125,0,0,2688,0,0,7,8,0,22313.759765625,0,0,0,4,5,0,1,1,0
"67809",1,0,1,12,8,9,1927,NA,0,56,0,3698,0,1,135797,30,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"67813",0,0,1,14,6,10,1957,12,2205,26,38930,5578,1,0,43052,6,4,0.5,0,0,0,0,0,0,4122,0,13,15,NA,37327,0,NA,0,3,9,0,1,1,0
"67840",1,0,1,8,10,11,1926,NA,2200,57,87020,138,0,1,101905,32,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"67878",1,0,1,12,12,12,1958,29,2193,25,68700,4291,0,1,95538.796875,3,2,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,26335,0,NA,0,1,29,0,1,1,0
"67880",0,0,1,14,10,12,1954,16,1684,29,14039.990234375,3707,0,0,14268.990234375,4,3,0.300000011920929,0,0,0,0,0,0,0,0,12,14,82440,36232.37890625,0,0,0,3,16,0,1,1,0
"67897",1,0,1,12,9,9,1950,NA,1752,34,30228,4924,0,1,61143,7,3,0.400000005960464,0,4580,4580,0,0,0,0,0,12,12,6870,32060,0,0,0,2,48,0,1,1,0
"67900",0,1,0,16,2,10,1951,37,1815,33,41220,1997,2,1,93890,8,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,4,11,0,0,0,0,0,1,37,0,1,NA,1
"67908",1,1,0,12,1,5,1950,NA,1733,34,NA,1325,0,NA,43297.03125,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,3,3,0,1,NA,0
"67909",0,0,1,13,11,11,1957,46,1872,26,22900,2980,0,0,62402.5,9,3,0.300000011920929,0,0,0,0,0,0,0,0,12,14,92461.0390625,28815.0703125,0,0,0,4,46,0,1,1,0
"67928",0,0,1,12,11,8,1943,NA,0,40,0,1711,0,1,89768,3,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"67975",1,0,1,13,7,12,1941,NA,3060,42,32128.69921875,6096,2,1,89005.4296875,17,2,0.600000023841858,0,0,0,0,0,0,0,0,12,8,12366,0,0,0,0,3,3,0,1,1,0
"68004",1,0,1,17,10,11,1951,12,2048,32,206100,1431,1,1,240450,6,1,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,343.5,0,NA,0,2,12,0,1,1,0
"68019",1,0,1,10,3,11,1942,NA,1740,42,28167,988,0,0,32096.640625,15,2,0.300000011920929,0,3929.63989257812,3929.63989257812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"68036",1,0,1,17,8,11,1952,13,2595,31,45204.6015625,4583,0,1,74516.6015625,6,3,0.300000011920929,0,0,0,0,0,0,0,0,12,12,85417,32060,0,0,0,3,42,0,1,1,0
"68039",0,1,0,8,1,10,1931,NA,0,53,0,6219,0,1,78375.25,NA,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"68040",1,1,0,12,5,8,1952,32,2070,32,20610,6716,0,1,28494.470703125,8,1,0.699999988079071,0,0,0,0,0,0,0,0,8,11,32060,0,0,0,0,3,32,0,1,1,0
"68042",0,0,1,13,4,10,1927,NA,1776,56,15333.83984375,2256,0,0,15807.8701171875,10,3,0.200000002980232,0,242.740005493164,242.740005493164,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"68043",1,0,1,12,5,8,1944,NA,2739,39,64120,4952,1,1,99285.2421875,16,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"68051",0,0,1,13,11,13,1949,NA,1984,34,45800,2250,2,0,81707.203125,8,2,0.600000023841858,0,0,0,0,0,0,4122,0,12,NA,NA,NA,0,NA,0,4,5,0,1,1,0
"68072",1,1,0,12,1,10,1929,NA,1040,56,14885,342,0,1,41964.25,29,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"68091",0,0,1,12,2,11,1949,NA,1880,35,66410,6421,3,NA,141796.796875,11,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"68097",1,0,1,12,6,9,1948,NA,800,35,NA,4158,0,0,70742.6796875,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,11,5,37785,13740,0,0,0,3,45,0,1,NA,0
"68116",0,0,1,12,7,11,1948,NA,940,35,4580,789,2,1,59540,2,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"68129",1,0,1,12,7,11,1938,NA,2560,45,25277.01953125,4688,1,1,92566.3828125,20,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"68156",0,0,1,11,10,11,1924,NA,1032,59,18778,3717,0,1,108660.5,11,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"68162",1,0,1,12,9,10,1940,NA,1040,43,5496,2439,2,1,24961,18,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"68182",0,0,1,12,11,10,1946,NA,925,36,2748,3811,4,NA,56105,10,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"68200",1,0,1,12,8,12,1954,14,1940,29,65723,3003,2,1,65860.3984375,5,2,0.699999988079071,0,0,274.799987792969,0,0,120,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"68209",1,0,1,12,9,11,1939,NA,1179,44,NA,1164,2,NA,53425.69921875,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,0,0,2,21,0,1,NA,0
"68223",0,0,1,15,5,13,1943,NA,0,40,0,3709,5,NA,222954.40625,6,2,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"68226",1,0,1,14,8,10,1951,48,2140,32,54044,4099,2,1,60710.19140625,5,1,0.600000023841858,0,0,0,0,0,0,0,0,12,16,67555,0,0,0,0,2,48,0,1,1,0
"68233",0,0,1,13,4,8,1951,5,0,33,0,6693,3,NA,46109.1484375,5,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"68255",1,0,1,16,5,10,1926,NA,520,57,50380,1949,0,1,146560,28,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"68274",1,0,1,15,10,8,1946,NA,2000,37,31144,1267,1,1,31808.099609375,11,3,0.5,0,0,0,0,0,0,0,0,3,10,0,NA,0,0,0,3,23,0,1,1,0
"68324",1,0,1,16,1,12,1950,NA,2897,34,91600,4235,3,1,128240,8,2,0.699999988079071,0,0,0,0,0,0,0,0,11,NA,NA,13176.66015625,0,NA,0,3,39,0,1,1,0
"68333",1,0,1,12,11,6,1953,20,2008,30,32060,5201,0,0,32071.44921875,7,2,1,0,0,0,0,0,0,0,0,12,NA,NA,15480.400390625,0,NA,0,1,20,0,1,1,0
"68365",0,0,1,14,7,12,1956,4,2120,28,NA,1191,0,1,72135,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,51,0,1,NA,0
"68394",0,0,1,12,11,13,1949,NA,534,34,6338.72021484375,5011,3,NA,105953.71875,4,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"68410",0,0,1,15,7,8,1946,NA,2080,37,0,5853,1,1,22900,6,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,16,12,7295.93994140625,20152,0,0,0,2,26,0,1,NA,1
"68438",0,0,1,12,8,9,1931,NA,0,53,0,419,0,NA,35195.01171875,17,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,0,NA,1
"68472",1,0,1,14,3,11,1955,13,2168,29,43968,5687,0,0,44013.80078125,3,1,0.300000011920929,0,0,0,0,0,0,0,0,12,12,125950,22900,0,0,0,2,13,0,1,1,0
"68480",1,0,1,14,12,10,1948,NA,2480,35,88165,2420,2,1,133965,7,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"68484",1,0,1,6,12,8,1923,NA,1064,60,8088.27978515625,5947,1,1,13740,34,5,0.600000023841858,0,0,5468.52001953125,0,0,2388,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
