"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"43731",1,0,1,14,3,10,1952,24,2321,32,15679.6298828125,3761,1,1,57836.23828125,6,2,0.5,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,2,24,0,1,1,0
"43735",0,1,0,12,5,7,1935,NA,0,48,0,811,1,1,45078.6484375,16,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,3,23,0,0,NA,1
"43745",0,0,1,15,5,10,1952,16,0,31,0,2638,2,1,91600,4,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"43747",1,0,1,17,12,10,1957,14,1817,26,40075,1385,0,0,40075,2,1,0.5,0,0,0,0,0,0,0,0,12,12,0,7786,0,0,0,2,26,0,1,1,0
"43762",0,0,1,12,10,11,1958,34,0,25,0,2937,2,1,52841.75,2,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,10,50380,33205,0,0,0,3,45,0,0,NA,1
"43790",1,0,1,17,6,11,1944,NA,2576,39,75570,2164,4,1,75570,13,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"43800",1,0,1,17,3,12,1946,NA,2410,37,83585,905,1,1,121370,8,1,0.5,0,0,0,0,0,0,0,0,17,17,10305,0,0,0,0,4,46,0,1,1,0
"43806",1,0,1,13,6,11,1924,NA,1995,59,87020,3059,2,1,106198.75,28,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"43819",0,0,1,13,11,10,1927,NA,420,56,4236.5,301,0,0,38657.48828125,25,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"43821",1,0,1,16,8,13,1948,NA,0,35,0,5193,2,1,41220,NA,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,1,0,1,0
"43837",0,0,1,17,7,7,1944,NA,0,39,0,3642,3,1,164880,10,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"43859",0,0,1,17,7,12,1929,NA,576,54,4236.5,423,2,1,98870.75,18,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"43875",1,1,0,16,2,0,1958,17,2500,26,16030,810,0,0,16030,4,1,0.5,0,0,0,0,0,0,0,0,11,NA,NA,2748,0,NA,0,3,17,0,1,1,0
"43877",0,0,1,12,6,9,1923,NA,1968,60,22900,1044,0,0,23023.66015625,35,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"43900",1,0,1,16,3,12,1928,NA,2400,56,151140,2496,0,1,169460,30,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"43927",1,0,1,15,6,8,1938,NA,2000,45,62975,1499,0,0,62975,25,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"44001",0,1,0,13,11,9,1945,NA,0,39,0,5816,2,NA,25666.3203125,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"44013",1,0,1,12,3,10,1931,NA,1050,53,24503,5174,0,1,50986.8515625,27,3,0.400000005960464,0,14056.01953125,15081.9404296875,0,0,448,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"44023",1,0,1,12,6,9,1926,NA,1048,57,13740,546,1,1,31144,32,3,0.699999988079071,0,6870,6870,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"44106",0,0,1,12,10,11,1944,NA,1936,39,42594,3338,1,1,93546.5,13,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"44113",0,0,1,12,10,11,1931,NA,1305,52,5321.9599609375,1588,0,1,71074.7265625,10,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"44118",1,0,1,12,3,13,1955,37,1920,29,19373.400390625,4253,3,1,43931.359375,4,2,0.800000011920929,0,1832,1832,0,0,0,0,0,12,12,0,45800,0,0,0,1,37,0,1,1,0
"44157",0,0,1,12,7,9,1957,48,1048,26,1488.5,2269,2,1,42362.7109375,1,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"44161",1,0,1,12,1,9,1934,NA,3816,50,63318.5,82,1,1,75409.703125,25,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"44197",0,0,1,16,12,13,1946,NA,2500,37,59540,4734,0,1,155720,12,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"44233",1,0,1,12,12,12,1957,45,NA,26,NA,4196,2,1,25190,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,0,0
"44280",1,0,1,11,3,8,1924,NA,2400,60,73280,1541,0,1,79692,31,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"44297",0,0,1,12,6,8,1948,NA,1062,35,6870,1942,0,0,57250,12,2,0.300000011920929,0,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,1,37,0,0,1,0
"44319",1,0,1,14,1,8,1936,NA,2224,48,39159,602,4,1,59764.421875,22,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,33,0,1,1,0
"44337",0,0,1,12,11,8,1950,NA,0,33,0,26,2,NA,48273.19921875,2,2,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,0,0,0,0,3,19,0,1,NA,1
"44340",1,0,1,17,7,11,1949,NA,1872,34,82440,2477,5,1,82760.6015625,8,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"44344",0,0,1,17,12,7,1943,NA,1380,40,29770,2774,2,NA,114935.1015625,10,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"44365",1,0,1,12,4,9,1951,23,2100,34,62975,3255,3,1,65265,7,1,1,0,0,0,0,0,0,0,0,10,6,25190,0,0,0,0,3,23,0,1,1,0
"44439",1,0,1,12,10,10,1958,31,819,25,47403,1493,1,1,52555.5,1,3,0.800000011920929,0,5152.5,5152.5,0,0,0,0,0,11,12,48090,15114,0,0,0,1,31,0,1,1,0
"44463",1,0,1,15,4,7,1952,21,1610,31,41907,3477,2,1,73749.453125,3,3,0.800000011920929,0,2255.64990234375,2255.64990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"44466",0,0,1,17,3,11,1955,14,2728,28,49235,879,0,0,54044,6,2,0.200000002980232,0,0,0,0,0,0,0,0,12,12,59684.26953125,0,0,0,0,2,22,0,1,1,0
"44490",0,0,1,16,8,12,1956,20,2972,27,75913.5,4323,0,0,83012.5,6,1,0.300000011920929,0,0,0,0,0,0,0,0,16,17,1145000,68700,0,0,0,1,20,0,1,1,0
"44497",1,0,1,17,3,12,1948,NA,2050,36,100760,4374,0,0,107916.25,6,1,0.300000011920929,0,0,0,0,0,0,0,0,14,16,12595,0,0,0,0,2,34,0,1,1,0
"44525",1,0,1,4,1,8,1928,NA,1623,56,44368.75,751,1,1,94196.859375,28,3,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"44531",1,0,1,16,12,10,1945,NA,2072,38,87020,38,2,1,128698,12,1,0.5,0,0,0,0,0,0,0,0,12,10,0,39326.171875,0,0,0,2,24,0,1,1,0
"44533",1,0,1,14,8,11,1942,NA,2304,41,77860,2407,1,1,123660,15,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"44580",1,0,1,12,8,11,1931,NA,1952,52,68700,326,0,1,83356,27,1,0.300000011920929,0,916,916,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"44582",1,0,1,4,7,4,1930,NA,455,52,NA,3935,0,NA,12613.3203125,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,3,23,0,NA,NA,0
"44615",1,0,1,12,7,10,1948,NA,1963,35,25190,4194,2,1,58624,9,3,1,0,0,0,0,0,0,0,0,8,7,48548,0,0,0,0,3,45,0,1,1,0
"44619",0,0,1,17,10,11,1936,NA,5,47,1832,3630,2,1,32128.69921875,2,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"44653",1,0,1,17,6,11,1951,37,1750,32,27823.5,6439,0,0,42823,6,3,0.300000011920929,0,8473,8473,0,0,0,0,0,12,NA,NA,40075,0,NA,0,1,37,0,1,1,0
"44663",0,0,1,15,3,10,1927,NA,1805,57,29999,5498,0,0,31144,12,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"44677",0,0,1,17,2,9,1947,NA,1920,37,29770,4006,3,1,56611.08984375,5,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"44685",0,0,1,12,3,8,1955,4,2106,29,24961,6337,4,1,28716.599609375,1,2,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"44721",0,0,1,11,10,11,1927,NA,1798,56,35495,2987,0,1,141751,30,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"44736",0,0,1,11,3,7,1956,34,0,28,0,1255,2,1,14481.9599609375,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"44759",1,0,1,12,6,9,1955,40,2600,28,10992,305,0,1,48090,4,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"44776",0,0,1,12,10,8,1945,NA,1554,38,16030,6472,2,1,107401,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"44792",1,0,1,15,8,11,1950,NA,2000,33,58395,5973,2,1,59082,10,1,0.600000023841858,0,0,0,0,0,0,0,0,12,14,65723,38930,0,0,0,4,4,0,1,1,0
"44800",1,0,1,17,2,12,1955,31,3570,29,64120,922,0,1,116790,NA,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"44821",1,0,1,12,6,12,1949,NA,2257,34,80150,5746,1,1,124026.3984375,14,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"44844",0,0,1,10,9,11,1931,NA,0,52,0,4427,0,1,67555,NA,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"44855",1,0,1,16,3,13,1949,NA,2192,35,64120,6051,2,1,82714.796875,9,1,0.699999988079071,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,3,0,1,1,0
"44859",0,0,1,12,8,9,1949,NA,1920,33,32060,1593,5,1,96180,1,3,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"44879",0,0,1,16,10,10,1956,29,1680,27,32060,5412,1,1,94577,5,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,16,17,114500,22900,0,0,0,1,29,0,0,NA,1
"44886",1,0,1,17,2,11,1955,12,3918,29,118704.4375,3374,2,1,218443.09375,4,2,0.5,0,0,0,0,0,0,0,0,12,8,19510.80078125,2290,0,0,0,2,26,0,1,1,0
"44907",1,1,0,12,4,8,1945,NA,780,38,NA,1212,0,NA,36198.03125,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,1,0,0
"44909",1,0,1,16,12,10,1949,NA,2044,34,80150,2674,1,1,82440,12,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"44911",0,1,0,12,2,12,1959,34,0,25,0,4986,4,0,11908,2,1,1,0,0,17862,0,0,3000,0,4800,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"44920",1,0,1,12,10,10,1951,4,1960,32,68700,352,2,1,122744,6,2,0.800000011920929,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,4,4,0,1,1,0
"44924",0,0,1,12,9,13,1940,NA,0,43,0,6550,1,1,85875,2,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"44939",1,0,1,16,8,8,1956,24,2305,27,31602,639,0,1,50047.94921875,1,2,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,2977,0,NA,0,4,11,0,1,1,0
"44952",0,0,1,12,5,11,1954,12,1960,30,41220,6297,0,0,41449,6,1,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,12,0,1,1,0
"44974",1,0,1,8,3,12,1924,NA,2000,60,32060,1686,0,1,109652.0703125,34,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"44989",0,0,1,12,4,11,1930,NA,1739,53,30228,1070,0,1,158468,23,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"45026",1,0,1,14,2,11,1930,NA,2400,54,114500,19,2,1,127642.3125,NA,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"45036",1,0,1,14,1,10,1955,24,2151,29,36640,2440,0,0,36640,9,1,0.200000002980232,0,0,0,0,0,0,0,0,12,17,56746.19921875,16030,0,0,0,2,24,0,1,1,0
"45047",1,0,1,17,5,11,1940,NA,118,43,1177.06005859375,518,0,0,10795.0595703125,12,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"45060",0,1,0,12,3,6,1948,NA,1840,36,22900,6759,3,1,50380,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"45074",1,0,1,12,4,9,1943,NA,2273,41,48090,5443,3,1,82119.3984375,NA,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"45076",0,0,1,12,1,8,1942,NA,2058,42,36706.41015625,4108,1,NA,185948,16,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"45092",0,0,1,14,1,10,1947,NA,800,37,8015,1145,1,0,13586.5703125,8,2,0.5,0,5358.60009765625,5862.39990234375,0,0,127,0,93,12,12,0,0,0,0,0,2,21,1,0,1,0
"45108",0,0,1,13,10,10,1927,NA,0,56,0,4613,0,1,115645,5,1,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"45109",0,0,1,14,4,9,1945,NA,1218,38,28625,1919,2,1,102076.75,3,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"45141",0,0,1,12,5,10,1955,34,0,28,0,4535,2,1,54960,1,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,13,12,3664,0,0,0,0,2,34,0,0,NA,1
"45148",0,0,1,12,7,11,1953,34,482,30,4580,210,4,NA,38701,4,1,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"45160",1,0,1,7,5,7,1924,NA,0,59,0,4090,1,1,13332.3798828125,34,5,0.800000011920929,0,0,9343.2001953125,6870,1154.16003417969,576,0,0,8,NA,NA,NA,NA,NA,0,3,35,0,0,1,0
"45171",1,0,1,12,10,10,1945,NA,2184,38,27480,351,0,1,27480,12,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"45176",1,0,1,17,11,12,1955,34,4845,28,50380,1763,0,0,51525,2,2,0.200000002980232,0,0,0,0,0,0,0,0,15,17,229000,0,0,0,0,2,34,0,1,1,0
"45200",1,0,1,14,10,10,1957,37,780,26,NA,5948,1,NA,161802.234375,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,16,16,114500,29770,0,0,0,1,37,0,1,NA,0
"45213",1,0,1,12,10,12,1940,NA,2580,43,50380,476,3,1,85646,18,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"45283",1,0,1,14,6,8,1947,NA,2000,36,57250,41,2,1,60685,10,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"45284",1,0,1,15,11,8,1957,31,2010,26,36749.921875,526,0,1,59849.1484375,7,2,0.400000005960464,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,1,31,0,1,1,0
"45289",1,0,1,16,9,11,1947,NA,2494,36,66934.40625,2498,2,1,103398.078125,10,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"45292",1,0,1,15,10,12,1934,NA,2860,49,106485,5058,1,1,116790,23,3,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"45294",0,0,1,14,12,10,1958,4,1764,26,25190,358,0,1,48822.80078125,7,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,11,11,96180,0,0,0,0,4,4,0,1,NA,1
"45329",0,0,1,12,3,10,1924,NA,1380,60,4442.60009765625,3482,0,1,71448,12,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,23,0,1,NA,1
"45334",1,0,1,16,1,10,1953,34,1392,31,41220,6913,0,0,41220,6,3,0.300000011920929,0,0,0,0,0,0,0,0,13,12,3664,0,0,0,0,6,NA,0,1,1,0
"45339",1,0,1,14,10,12,1924,NA,0,59,0,1530,1,1,77186.7421875,25,5,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"45361",1,0,1,12,10,10,1953,18,2256,30,59998,3462,2,1,83127,7,3,0.800000011920929,0,229,229,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"45369",0,0,1,13,5,10,1943,NA,0,40,0,5302,1,1,131045.25,13,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"45375",1,0,1,16,8,9,1946,NA,2088,37,64120,853,2,1,130404.046875,9,1,0.5,0,0,0,0,0,0,0,0,12,NA,NA,35570.5703125,0,NA,0,4,4,0,1,1,0
"45382",1,0,1,12,10,10,1956,3,3599,27,57250,6344,0,1,73280,3,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"45389",0,0,1,12,11,8,1947,NA,2080,36,33182.1015625,980,3,1,146106.578125,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"45404",1,0,1,15,10,10,1944,NA,2570,39,59540,4360,5,1,60410.19921875,20,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"45418",1,0,1,17,12,9,1947,NA,1945,36,98470,993,3,1,99615,10,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"45421",1,0,1,16,8,11,1955,13,2728,28,90684,6015,2,1,99615,2,1,0.5,0,0,0,0,0,0,0,0,12,12,109920,0,0,0,0,2,21,0,1,1,0
"45441",1,0,1,16,4,11,1930,NA,2000,54,98470,5448,0,1,109920,25,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"45465",0,0,1,14,4,9,1943,NA,416,40,1298.43005371094,1619,1,1,19155.849609375,1,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1832,0,NA,0,2,26,0,0,NA,1
"45470",0,0,1,14,4,8,1953,21,825,31,9160,4175,2,1,45387.80078125,2,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,2,21,0,1,NA,1
"45507",0,0,1,12,9,8,1946,NA,2252,37,32025.650390625,2880,2,0,32025.650390625,11,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"45530",1,0,1,14,7,11,1926,NA,1920,57,92461.0390625,2838,0,0,94015.953125,34,1,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"45557",0,0,1,12,10,6,1947,NA,520,36,1488.5,5026,4,1,54616.5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,47,0,0,NA,1
"45562",1,0,1,12,4,8,1951,36,1360,32,11679,787,2,1,23953.400390625,10,2,0.699999988079071,0,9160,10167.599609375,0,0,440,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"45596",1,0,1,17,8,10,1942,NA,2189,41,112668,2295,1,1,134127.59375,17,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"45602",0,0,1,12,10,10,1952,34,0,31,0,198,2,1,72135,5,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"45607",1,0,1,13,2,13,1956,48,3024,28,28240.279296875,5576,1,1,61106.359375,5,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"45609",1,0,1,10,1,10,1957,40,2845,27,27480,2136,2,1,48090,1,1,1,0,0,0,0,0,0,0,0,12,8,54960,25419,0,0,0,4,5,0,1,1,0
"45619",0,0,1,17,8,11,1958,36,1040,25,22900,5803,0,NA,62975,4,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,16,17,45800,16030,0,0,0,4,36,0,1,NA,1
"45675",1,0,1,12,8,7,1931,NA,1656,51,11743.1201171875,5657,0,0,38243,33,5,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"45678",1,0,1,14,6,12,1945,NA,2669,38,90455,100,2,1,131961.25,12,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"45687",0,0,1,14,5,10,1941,NA,1896,42,41061.98828125,335,1,0,55108.8515625,13,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"45697",0,0,1,12,7,12,1933,NA,0,51,0,2456,0,1,53128,8,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"45708",1,0,1,12,10,12,1955,3,4500,28,24415.98046875,536,2,1,24873.98046875,2,4,0.699999988079071,0,0,0,0,0,0,0,0,12,12,6821.91015625,15819.3203125,0,0,0,3,3,0,1,1,0
"45743",1,1,0,15,2,7,1956,1,2743,28,38930,1137,2,1,38930,6,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"45807",1,0,1,NA,5,13,1929,NA,NA,54,0,4635,0,NA,196372.078125,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,1,0,0,NA,0
"45815",1,0,1,16,11,11,1951,22,2845,32,13133.150390625,4120,0,1,53357,6,2,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,22,0,1,1,0
"45831",1,0,1,16,6,7,1952,34,2600,31,16717,3913,0,0,27709,7,1,0.200000002980232,0,0,0,0,0,0,0,0,12,12,64120,41220,0,0,0,3,42,0,1,1,0
"45836",1,0,1,9,1,8,1925,NA,2205,59,0,1942,0,NA,57250,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"45864",1,0,0,14,11,7,1948,NA,1940,35,41220,107,3,1,41220,8,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"45865",1,0,1,16,12,8,1940,NA,2760,43,73280,1711,0,1,89768,16,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"45866",0,0,1,16,12,11,1925,NA,600,58,5038,5343,0,1,189612,13,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"45899",0,0,1,12,12,10,1942,NA,0,41,0,2876,1,1,65265,5,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,0,0,NA,1
"45913",1,0,1,16,9,10,1941,NA,4077,42,65265,3280,1,1,194650,16,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"45920",1,0,1,12,1,8,1929,NA,1976,55,64774.94140625,640,0,1,77656.1875,29,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"45929",1,0,1,9,5,7,1936,NA,2150,47,40979.55078125,2228,3,1,59778.16015625,21,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"45935",1,0,1,17,5,11,1947,NA,3570,36,57250,3040,2,1,59998,10,3,0.800000011920929,0,0,0,0,0,0,0,0,6,5,68700,0,0,0,0,1,31,0,1,1,0
"45940",1,0,1,16,7,12,1937,NA,3445,46,30679.130859375,2117,0,1,106485,20,1,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"45944",0,0,1,15,8,10,1948,NA,1024,35,23358,5113,2,1,101447,1,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
