"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","weight","bmi","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"41001",0,0,1,17,9,10,1945,1616,40,56420,4028,2,NA,133455,20,2,64,140,24.0283203125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"41027",0,0,1,10,3,11,1958,1269,27,13454,435,2,NA,62713,9,2,64,173,29.692138671875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"41033",0,0,1,14,10,9,1952,261,33,2441.25,539,4,0,16144.7998046875,NA,4,61,165,31.1730709075928,0,0,19100.33984375,0,0,2640,108.5,6162,6,NA,NA,245.210006713867,0,NA,0,1,29,0,1,1,0
"41038",1,1,0,12,6,7,1957,2370,28,49910,3325,0,0,57722,10,2,74,180,23.1081085205078,0,0,0,0,0,0,0,0,12,NA,NA,32550,0,NA,0,3,45,0,1,1,0
"41060",1,NA,NA,NA,NA,12,NA,NA,33,NA,5571,0,1,34398.83984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,0
"41081",0,0,1,17,10,11,1955,2320,30,52080,3714,2,1,60699.23828125,8,2,66,105,16.945592880249,0,0,130.199996948242,130.199996948242,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"41101",1,0,1,12,8,9,1954,3060,31,65100,1928,2,1,80290,13,1,70,190,27.259183883667,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"41106",1,0,1,16,12,9,1947,2600,36,227850,3746,1,1,240870,18,2,70,180,25.8244895935059,0,0,0,0,0,0,0,0,13,NA,NA,43400,0,NA,0,1,31,0,1,1,0
"41125",1,0,1,17,4,9,1959,1310,27,17099.599609375,6860,0,0,40362,9,2,75,175,21.8711109161377,0,0,0,0,0,0,0,0,12,12,24651.19921875,82460,0,0,0,4,43,0,1,1,0
"41128",0,0,1,6,10,11,1932,941,53,9331,158,0,NA,31122.140625,24,5,64,120,20.595703125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"41130",1,0,1,17,5,12,1941,2056,44,110670,4742,1,1,122171,26,2,72,175,23.7316741943359,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41165",1,0,1,10,9,11,1930,2090,55,77154.3515625,898,0,1,111028.046875,30,3,67,200,31.3210067749023,1388.80004882812,0,1388.80004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"41192",0,0,1,12,3,11,1938,2000,48,23870,5048,0,NA,80311.703125,15,2,63,110,19.4834976196289,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"41196",1,0,1,14,1,10,1953,2004,33,86800,4280,3,1,106330,14,1,76,202,24.5855255126953,0,0,0,0,0,0,0,0,11,14,216783,0,0,0,0,3,42,0,1,1,0
"41230",1,0,0,16,5,11,1957,1659,28,49910,735,1,1,65230.19921875,5,3,70,160,22.9551029205322,0,0,0,0,0,0,0,0,12,12,60760,19530,0,0,0,1,6,0,1,1,0
"41231",1,0,1,6,3,8,1930,1840,55,58320.921875,1274,1,1,87911.0390625,37,4,75,220,27.4951114654541,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"41249",1,0,1,15,4,10,1932,2260,53,216783,1701,0,1,223727,35,1,72,185,25.0877704620361,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"41288",1,0,1,16,4,11,1951,2420,34,99820,2602,1,1,113295.703125,16,1,73,205,27.0435352325439,0,0,0,0,0,0,0,0,12,8,80290,0,0,0,0,1,31,0,1,1,0
"41312",0,0,1,17,12,10,1937,2000,49,32159.400390625,1398,0,0,33053.44140625,20,3,66,170,27.4357204437256,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"41322",1,0,1,15,6,11,1957,NA,28,0,6155,1,0,62821.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,43400,2604,0,0,0,3,3,0,0,NA,0
"41365",1,0,1,16,6,10,1935,2322,50,38324.37109375,4756,1,1,97650,31,3,66,140,22.594123840332,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"41366",0,0,1,14,3,11,1939,0,47,0,4604,0,NA,46980.5,28,3,59,100,20.1953468322754,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"41376",1,0,1,12,6,12,1947,2650,38,78771,6282,2,1,129332,19,1,72,162,21.96875,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41379",1,0,1,14,11,12,1951,2000,34,97650,5095,3,1,97650,15,1,73,195,25.7243385314941,0,0,0,0,0,0,0,0,16,16,123690,62279,0,0,0,1,29,0,1,1,0
"41384",0,0,1,16,3,11,1950,1816,36,41230,3265,2,1,129766,16,1,64,115,19.737548828125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"41409",1,0,1,12,12,7,1929,2793,56,36883.48828125,3280,0,1,89358.4296875,32,4,73,175,23.0859451293945,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41427",0,0,1,13,6,11,1954,1984,32,41230,3231,2,1,65100,10,1,65,115,19.1349105834961,0,0,0,0,0,NA,0,0,12,12,0,2007.25,0,0,0,1,31,0,1,NA,1
"41455",1,0,1,12,8,11,1930,250,55,1519,1843,0,1,36866.12890625,NA,4,74,250,32.0945930480957,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"41466",0,0,1,12,9,11,1938,1696,47,32717.08984375,5508,0,1,78284.921875,20,2,60,140,27.338888168335,0,377.579986572266,377.579986572266,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"41467",1,0,1,12,9,10,1936,1920,49,57496.3203125,782,0,1,124540.640625,30,2,70,198,28.4069385528564,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"41477",0,0,1,16,12,10,1948,1944,37,49910,4483,1,1,117180,18,2,61,125,23.6159629821777,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"41493",0,0,1,17,1,13,1959,2360,27,26556.4609375,5867,0,0,26719.2109375,8,1,62,120,21.9458904266357,0,0,0,0,0,0,0,0,16,17,10416,47740,0,0,0,4,46,0,1,1,0
"41494",0,1,0,12,12,12,1945,2016,40,32550,5082,1,1,82820.21875,21,2,66,135,21.7871894836426,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"41514",0,0,1,16,10,12,1949,396,36,4340,1507,3,1,148645,NA,2,65,135,22.4627227783203,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"41535",1,0,1,13,4,10,1957,848,28,4255.3701171875,3137,0,0,4255.3701171875,9,2,72,210,28.4780101776123,0,0,0,0,0,0,0,0,14,NA,NA,0,0,NA,0,3,35,0,0,1,0
"41544",1,1,0,12,11,12,1927,2242,58,53165,1246,0,1,84454.2265625,40,3,74,205,26.3175678253174,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"41553",0,0,1,17,4,8,1954,2359,31,51537.5,3005,2,1,91945.0703125,13,2,62,133,24.3233604431152,0,0,0,0,0,NA,0,0,12,NA,NA,61803.76953125,0,NA,0,3,45,0,1,NA,1
"41569",0,0,1,12,5,5,1950,2440,34,33635,1074,0,0,33635,10,2,66,115,18.5594577789307,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,1,37,0,1,1,0
"41571",0,1,0,12,1,12,1957,1040,29,17566.150390625,744,1,0,17566.150390625,10,3,65,128,21.2979888916016,0,0,0,0,0,0,0,0,12,8,0,39060,0,0,0,2,24,0,1,1,0
"41572",1,0,1,12,6,12,1957,0,28,0,1530,5,1,14478.240234375,2,1,63,324,57.3877563476562,0,0,22394.400390625,0,0,3648,0,6672,16,14,86800,39060,0,0,0,2,12,0,0,1,0
"41581",0,0,1,17,2,13,1951,652,35,13020,14,2,1,57656.8984375,15,2,65,145,24.1266269683838,0,0,0,0,0,NA,0,0,16,16,434,434,0,0,0,1,18,0,1,NA,1
"41597",0,0,1,16,9,7,1948,780,37,4340,4122,2,1,82894,18,2,67,125,19.5756301879883,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"41598",1,0,1,12,12,6,1957,5200,28,81592,332,2,1,189224,9,3,67,175,27.4058818817139,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"41629",0,NA,NA,NA,NA,9,NA,NA,42,0,6223,2,NA,463512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,0
"41683",0,0,1,12,6,12,1930,1920,55,21700,1444,0,1,184450,36,1,68,160,24.3252601623535,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"41693",0,0,1,14,12,10,1946,1784,38,24173.80078125,1940,1,NA,89599.296875,20,2,65,105,17.4710063934326,0,0,0,0,0,NA,976.5,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"41695",1,0,1,12,7,12,1933,2960,53,125903.3984375,6671,0,1,285355,NA,1,70,160,22.9551029205322,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"41700",1,0,1,17,7,13,1944,2205,41,40368.51171875,4193,0,0,86257.5,16,2,70,150,21.5204086303711,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"41752",1,1,0,12,5,9,1946,1405,40,54250,6493,0,0,61411,20,3,71,170,23.7075977325439,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"41769",0,0,1,17,6,10,1951,87,34,325.5,3448,4,1,76318.8984375,NA,1,69,140,20.6721267700195,0,0,0,0,0,NA,0,0,12,14,1085,0,0,0,0,3,19,0,0,NA,1
"41774",1,0,1,16,8,11,1953,1976,32,57939,6105,1,1,57939,13,1,71,155,21.6157512664795,0,0,0,0,0,0,0,0,17,17,101990,20328.560546875,0,0,0,3,9,0,1,1,0
"41776",0,0,1,17,5,11,1952,2213,33,29051.9609375,3148,0,0,29485.9609375,12,3,63,180,31.8820858001709,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"41777",0,0,1,12,11,8,1946,142,39,13020,5392,3,1,58616.0390625,20,4,69,160,23.6252880096436,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"41785",1,0,1,16,5,10,1945,2370,40,35121.44921875,2920,2,1,85064,21,2,71,185,25.7994441986084,0,0,0,0,0,0,0,0,13,NA,NA,0,0,NA,0,3,42,0,1,1,0
"41791",0,0,1,17,12,9,1952,1933,33,76646.5703125,746,0,1,174125.140625,11,1,65,125,20.7988166809082,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"41794",0,0,1,16,4,11,1955,0,30,0,492,2,1,113165.5,NA,2,66,115,18.5594577789307,0,0,0,0,0,NA,0,0,14,17,156240,0,0,0,0,3,45,0,0,NA,1
"41831",0,0,1,12,3,12,1958,2084,28,32550,4681,1,NA,62936.51171875,9,2,69,140,20.6721267700195,0,0,0,0,0,NA,0,0,12,14,87780.84375,17420.759765625,0,0,0,4,43,0,1,NA,1
"41849",0,0,1,12,12,11,1947,0,38,0,1284,2,1,52242.75,NA,2,65,150,24.9585800170898,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,0,NA,1
"41850",1,0,1,16,9,8,1949,2295,36,88970,2251,2,1,109706.5234375,17,2,70,145,20.8030605316162,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"41856",0,0,1,12,9,12,1935,103,50,1302,3988,0,NA,85307.0390625,15,4,64,130,22.31201171875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"41859",0,0,1,13,11,9,1945,1920,40,43048.4609375,4129,1,1,95727.3828125,13,2,63,231,40.9153442382812,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"41870",0,0,1,17,12,11,1957,2096,28,36456,3180,0,0,36456,9,1,63,108,19.1292514801025,0,0,0,0,0,0,0,0,12,14,54250,13020,0,0,0,4,2,0,1,1,0
"41876",0,0,1,12,10,8,1953,0,32,0,4494,1,NA,31248,NA,2,62,150,27.4323616027832,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"41881",1,NA,NA,12,11,4,1954,693,32,NA,5536,1,NA,29696.44921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,0
"41887",1,0,1,17,4,8,1939,2750,47,128030,6240,0,1,197470,28,3,72,190,25.7658176422119,0,0,10416,10416,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"41895",0,0,1,14,11,11,1955,2030,30,43400,1245,0,0,56962.5,11,1,64,130,22.31201171875,0,0,0,0,0,0,0,0,12,13,23870,15190,0,0,0,1,20,0,1,1,0
"41898",0,0,1,12,8,10,1950,1645,35,15190,340,3,1,57244.6015625,3,2,67,190,29.7549571990967,0,0,0,0,0,NA,0,0,NA,12,NA,NA,NA,NA,0,1,37,0,1,NA,1
"41917",0,0,1,11,2,9,1930,0,56,0,3568,0,1,66836,NA,4,64,110,18.87939453125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"41919",1,0,1,9,5,11,1928,2500,58,24412.5,5229,0,1,59458,39,4,70,110,15.7816324234009,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"41935",0,0,1,12,6,10,1928,1840,57,36173.8984375,4796,0,1,130410.4921875,30,2,62,145,26.5179500579834,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"41945",0,0,1,16,11,13,1956,1514,28,23516.2890625,703,1,0,30631.720703125,9,4,63,105,18.5978832244873,0,0,939.609985351562,0,0,104,434,329,17,16,347200,39060,0,0,0,1,20,0,1,1,0
"41955",1,0,1,12,2,10,1951,2150,35,56420,2988,3,1,66176.3203125,16,1,74,190,24.3918914794922,0,2343.60009765625,2807.97998046875,0,0,214,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"41958",1,1,0,11,6,7,1939,NA,47,0,6707,0,NA,65794.3984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,3,3,0,0,NA,0
"41979",1,0,1,12,5,8,1950,2350,35,69440,2710,4,1,69440,17,1,70,165,23.6724491119385,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"42019",1,0,1,17,6,13,1946,2400,39,58590,3090,3,1,82460,20,1,69,180,26.5784492492676,0,0,0,0,0,0,0,0,16,NA,NA,0,0,NA,0,1,18,0,1,1,0
"42028",1,0,1,12,9,9,1942,1888,43,60760,499,2,1,79205,25,1,68,210,31.9269027709961,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"42119",0,0,1,14,9,11,1941,980,45,11284,3061,1,1,96144.0234375,16,1,67,124,19.4190235137939,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"42122",0,0,0,14,6,9,1946,1760,40,19530,1026,2,1,61241.73828125,6,3,68,200,30.4065742492676,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"42129",0,1,0,12,7,11,1936,1560,49,21700,2827,0,0,60760,30,3,67,191,29.9115619659424,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"42132",0,0,1,16,9,10,1957,2192,28,53165,2141,0,1,85715,9,2,71,138,19.2449913024902,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"42134",0,0,1,12,10,10,1959,825,25,2803.63989257812,3103,2,1,29928.640625,4,3,67,118,18.4793949127197,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"42146",0,0,0,9,5,8,1956,0,29,0,6042,2,0,7916.16015625,NA,3,67,145,22.7077293395996,0,0,12707.51953125,0,0,2208,0,3648,12,10,72912,0,0,0,0,2,34,0,0,1,0
"42153",1,0,1,9,6,7,1933,2426,53,60543,1962,0,0,65534,33,1,67,160,25.0568046569824,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"42161",1,0,1,16,12,10,1955,2632,30,49693,3662,0,1,86583,7,1,70,175,25.1071434020996,0,0,0,0,0,0,0,0,12,13,13827.240234375,8766.7998046875,0,0,0,3,23,0,1,1,0
"42163",0,0,1,12,11,12,1945,660,41,6944,6461,2,1,143654,10,1,66,140,22.594123840332,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"42229",1,0,1,16,1,12,1953,2440,33,108500,5283,0,1,169260,15,1,71,160,22.3130340576172,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"42235",0,0,1,17,2,11,1940,1480,46,52080,4950,1,1,143003,18,2,64,130,22.31201171875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"42249",0,0,1,16,9,13,1957,0,28,0,2513,0,1,115661,NA,1,61,100,18.8927707672119,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"42258",1,0,1,12,11,8,1932,2447,53,82460,5589,0,1,105679,36,2,75,190,23.745777130127,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"42262",1,1,0,7,6,6,1948,2040,37,28210,6643,1,1,47740,NA,2,84,260,25.9041957855225,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"42302",0,NA,NA,12,8,13,1960,1523,25,10850,3077,2,NA,48825,NA,3,64,95,16.304931640625,0,0,0,0,0,NA,3255,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"42313",0,1,0,5,7,8,1932,0,54,0,2645,1,1,34720,NA,4,65,192,31.9469814300537,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"42326",1,0,1,12,11,12,1946,2150,39,32550,3502,3,1,54250,20,4,71,135,18.8266220092773,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"42365",0,0,1,12,8,9,1934,2250,51,10850,5278,0,1,107198,32,4,65,225,37.4378700256348,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"42380",0,0,0,12,8,10,1943,1875,42,47523,2786,0,NA,110800.203125,12,3,64,117,20.080810546875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"42395",0,0,1,12,5,11,1959,360,26,NA,1714,0,NA,44619.5390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,20,0,1,NA,0
"42410",1,0,1,15,1,12,1956,2303,30,74268.25,1931,0,0,74268.25,11,2,73,185,24.4051418304443,0,0,0,0,0,0,0,0,16,12,109042.5,10850,0,0,0,2,13,0,1,1,0
"42416",0,0,1,17,12,10,1959,2256,26,34720,6714,0,1,75950,8,1,68,135,20.5244369506836,0,0,0,0,0,NA,0,0,14,NA,NA,13056.8896484375,0,NA,0,4,36,0,1,NA,1
"42422",1,0,1,12,5,10,1947,2695,38,65100,5791,1,1,101339,20,2,76,250,30.4276313781738,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"42424",1,0,1,10,5,11,1928,2340,57,58882.94921875,3437,0,1,78883.84375,39,3,70,192,27.54612159729,0,425.320007324219,425.320007324219,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"42438",1,0,1,12,11,7,1955,1888,30,33635,3545,0,1,63581,11,1,74,190,24.3918914794922,0,0,0,0,0,0,0,0,14,NA,NA,10416,0,NA,0,4,4,0,1,1,0
"42454",1,0,1,16,9,10,1947,2492,38,76355.7890625,5659,2,1,116381.4375,19,2,68,155,23.5650959014893,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,37,0,1,1,0
"42472",0,0,1,6,7,7,1956,0,29,0,650,2,0,5103.83984375,NA,4,66,215,34.6981163024902,0,0,9982,0,0,2248,0,2352,11,NA,NA,0,0,NA,0,2,13,0,0,1,0
"42480",0,0,1,13,7,10,1955,1559,30,28210,4272,2,NA,78120,10,3,63,207,36.6643981933594,0,6944,6944,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"42492",1,0,1,12,6,11,1929,2189,56,67476.1484375,5065,0,1,177940,37,1,71,170,23.7075977325439,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"42493",0,0,1,14,10,10,1954,1499,31,21700,5079,2,1,86800,8,4,67,140,21.9247055053711,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"42495",1,0,1,14,8,11,1954,0,31,0,3714,2,1,60699.23828125,NA,4,71,170,23.7075977325439,0,0,8358.83984375,8358.83984375,0,0,0,0,11,12,0,0,0,0,0,1,20,0,0,1,0
"42540",0,0,1,16,6,9,1932,392,53,9765,2416,0,1,226331,30,1,60,118,23.0427780151367,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"42556",0,0,1,12,6,10,1960,2080,25,NA,4352,1,0,87759.140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,0
"42560",1,0,1,14,11,10,1960,2205,25,55118,1323,1,1,64883,5,2,71,205,28.5885734558105,0,0,0,0,0,0,0,0,12,NA,NA,27125,0,NA,0,3,41,0,1,1,0
"42578",1,0,1,16,3,12,1954,1880,32,110670,3566,0,0,118265,13,1,70,168,24.1028575897217,0,0,0,0,0,0,0,0,16,17,1085000,217000,0,0,0,1,20,0,1,1,0
"42589",1,0,1,17,2,12,1953,3072,33,93310,1894,0,1,119350,11,2,73,212,27.9669723510742,0,0,0,0,0,0,0,0,9,8,43400,9114,0,0,0,3,45,0,1,1,0
"42590",1,0,1,13,2,8,1953,2167,33,NA,3824,1,NA,100295.2265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,0,0
"42608",1,0,1,12,2,11,1939,2420,47,71610,5386,2,0,72985.78125,28,2,76,248,30.1842098236084,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"42614",1,0,1,10,1,9,1948,2082,38,40145,2013,2,1,46655,18,1,70,135,19.3683681488037,0,0,0,0,0,0,0,0,8,12,1302,8300.25,0,0,0,1,37,0,1,1,0
"42617",1,0,1,12,11,10,1949,2280,36,80724,353,2,1,114445.796875,17,1,72,160,21.69753074646,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,3,45,0,1,1,0
"42631",1,0,1,12,12,12,1929,770,56,112840,5462,0,1,470890,37,1,70,170,24.3897953033447,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"42633",0,0,1,10,5,10,1947,160,38,868,6035,1,NA,71421.2109375,NA,5,62,190,34.7476577758789,0,0,0,0,0,NA,2604,0,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"42684",1,0,1,10,2,10,1933,2160,53,45743.6015625,1174,0,1,101427.96875,33,3,70,155,22.2377548217773,0,0,0,0,0,0,0,0,3,NA,NA,0,0,NA,0,3,39,0,1,1,0
"42686",1,1,0,12,12,7,1955,1800,30,41664,3192,2,1,74214,9,4,70,170,24.3897953033447,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"42701",0,0,1,16,5,13,1930,2280,55,47740,5018,0,1,104811,14,5,65,120,19.9668636322021,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"42702",0,0,1,14,2,8,1952,2080,34,NA,338,0,0,40915.3515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,0,NA,0,1,37,0,1,NA,0
"42747",0,0,1,15,5,12,1943,1410,42,31204.599609375,4390,3,NA,157199.140625,8,2,64,130,22.31201171875,0,0,0,0,0,NA,15190,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"42755",1,0,1,16,10,9,1954,2205,31,217000,190,2,1,215915,12,1,74,175,22.4662170410156,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"42781",1,0,1,4,6,11,1931,2030,55,20832,158,0,1,31122.140625,26,3,74,185,23.75,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"42796",1,0,1,12,11,10,1960,2523,25,18445,668,0,0,20858.0390625,6,3,72,200,27.1219139099121,0,1926.9599609375,1926.9599609375,0,0,0,0,0,12,12,82460,45570,0,0,0,1,29,0,1,1,0
"42847",0,0,1,12,6,12,1938,1784,47,34720,1315,0,1,206150,10,2,64,120,20.595703125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"42848",0,0,1,12,9,9,1934,0,51,0,653,0,1,61628,NA,2,62,137,25.0548915863037,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"42852",1,0,1,8,3,12,1958,0,27,0,1409,1,1,3090.080078125,9,4,71,135,18.8266220092773,0,1319.35998535156,5225.35986328125,0,0,1800,0,0,6,NA,NA,21537.25,0,0,0,4,5,0,0,1,0
"42861",1,0,1,12,7,9,1928,1716,57,62930,423,1,1,88199.6484375,38,3,70,200,28.6938781738281,0,1844.5,13484.3798828125,11639.8798828125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"42866",1,0,1,12,12,12,1954,0,31,0,3432,2,1,20146.279296875,NA,3,71,162,22.5919456481934,0,0,17811.359375,17811.359375,0,0,0,0,12,16,76601,0,0,0,0,1,31,0,0,1,0
