"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","weight","bmi","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"1955",0,0,1,12,5,12,1960,0,25,0,214,3,0,6405.83984375,NA,3,66,120,19.3663921356201,0,0,13306.4404296875,0,0,3180,0,2952,10,9,26040,36890,0,0,0,3,16,0,0,1,0
"1956",0,0,1,12,8,11,1958,1166,27,17360,3558,1,1,67487,8,2,67,120,18.7926044464111,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"1981",0,0,1,12,2,10,1950,1215,36,30163,6178,2,1,91357,15,1,67,140,21.9247055053711,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"1982",0,0,1,16,5,12,1951,0,34,0,2028,4,1,18662,10,3,66,135,21.7871894836426,0,0,0,0,0,NA,0,0,12,12,41664,65100,0,0,0,2,40,0,0,NA,1
"1990",0,0,1,12,9,10,1947,1920,38,71610,4367,1,1,177940,18,2,62,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"2001",0,0,1,16,10,13,1953,1188,32,15190,2559,2,1,73780,10,2,68,125,19.0041084289551,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2016",0,0,1,16,6,8,1949,1595,36,16492,912,3,1,58008.44140625,10,2,62,140,25.6035385131836,0,1696.93994140625,1696.93994140625,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"2031",1,0,1,16,11,10,1939,3072,46,16353.1201171875,494,0,1,67270,27,2,72,190,25.7658176422119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2032",1,0,1,16,5,11,1947,2880,39,71479.796875,6684,3,1,189875,16,1,68,175,26.6057529449463,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"2048",0,0,1,17,1,10,1947,0,38,0,6919,4,1,253890,NA,1,66,135,21.7871894836426,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,4,4,0,0,NA,1
"2065",1,0,1,16,4,13,1946,2350,40,93310,6101,1,1,171972.5,21,2,71,180,25.1021614074707,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"2077",0,0,1,12,10,8,1957,1305,28,19530,4054,1,NA,90306.71875,6,3,67,NA,NA,0,0,0,0,0,NA,3906,0,12,13,43938.16015625,21700,0,0,0,2,34,0,1,NA,1
"2086",0,1,0,17,7,5,1950,1422,35,49910,3209,4,1,116095,13,3,69,130,19.1955471038818,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,3,1,0,1,NA,1
"2094",1,0,1,16,10,10,1960,2318,25,78120,2158,0,0,80290,7,1,72,165,22.3755779266357,0,0,0,0,0,0,0,0,12,12,0,26908,0,0,0,2,12,0,1,1,0
"2096",1,0,1,13,12,11,1930,2040,55,23870,1209,1,1,52297,36,3,72,165,22.3755779266357,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2107",1,0,0,12,10,10,1953,1515,32,23870,3532,2,1,54516.91015625,13,3,71,240,33.4695510864258,15456.91015625,0,15456.91015625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2143",0,0,1,12,1,10,1955,1922,31,32333,3741,2,1,95263,7,2,67,138,21.6114940643311,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"2147",1,0,1,14,8,9,1949,2759,36,33242.23046875,81,4,1,129462.203125,14,2,71,193,26.915096282959,0,0,17707.19921875,17707.19921875,0,0,0,0,12,15,43400,5425,0,0,0,3,39,0,1,1,0
"2205",1,0,1,13,3,11,1938,NA,46,NA,1735,3,1,38296.16015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42,NA,NA,0,NA
"2209",0,0,1,15,11,12,1946,585,39,8680,903,1,NA,91357,15,2,63,118,20.9004783630371,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,11,0,1,NA,1
"2249",1,0,1,10,7,10,1954,2340,31,36890,6748,0,0,59970.12109375,13,3,64,118,20.25244140625,0,0,0,0,0,0,0,0,7,NA,NA,0,0,NA,0,3,3,0,1,1,0
"2253",1,0,1,12,4,11,1956,2128,29,64015,1506,0,0,64015,11,3,69,165,24.3635787963867,0,0,0,0,0,0,0,0,12,12,52080,0,0,0,0,4,2,0,1,1,0
"2263",1,0,1,16,7,12,1948,2450,37,45570,4874,1,1,83545,14,1,69,145,21.4104175567627,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"2269",1,0,1,17,9,9,1954,3060,31,86800,6815,1,1,136059,8,1,73,180,23.7455425262451,0,0,0,0,0,0,0,0,NA,16,0,NA,NA,0,0,4,2,0,1,1,0
"2275",0,1,0,15,9,9,1951,1960,34,60760,383,3,NA,146041,5,2,65,170,28.2863903045654,0,0,0,0,0,NA,2821,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"2280",0,0,1,11,11,11,1944,0,41,0,717,0,0,16882.599609375,NA,3,61,190,35.8962631225586,0,0,308.140014648438,0,0,142,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"2281",1,0,1,12,8,10,1956,2000,30,112840,6996,0,0,112840,8,1,74,180,23.1081085205078,0,0,0,0,0,0,0,0,12,16,104160,28210,0,0,0,1,29,0,1,1,0
"2285",1,0,1,16,7,10,1951,1960,34,47740,990,2,1,90706,15,1,71,170,23.7075977325439,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2296",0,1,0,7,10,8,1950,2244,35,17941.560546875,6307,5,1,45756.62109375,16,4,65,147,24.4594078063965,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"2347",1,0,1,16,10,12,1952,2097,33,78120,3719,1,1,79422,14,1,69,160,23.6252880096436,0,0,0,0,0,0,0,0,12,16,107415,0,0,0,0,2,34,0,1,1,0
"2355",1,0,1,12,6,10,1945,2619,40,41848.44921875,52,0,0,44068.359375,21,2,68,145,22.0447673797607,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,2,13,0,1,1,0
"2357",0,0,1,12,3,10,1947,1222,39,26040,4316,3,1,58590,18,2,67,157,24.5869903564453,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2368",0,0,1,13,4,10,1942,0,43,0,4023,0,NA,129488.2421875,NA,2,63,130,23.025951385498,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,0,NA,1
"2374",1,0,0,8,5,7,1954,0,31,0,2432,3,1,21769.439453125,8,1,69,160,23.6252880096436,0,0,3268.02001953125,0,0,1506,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"2387",0,1,0,16,8,10,1947,1027,38,21700,939,0,0,28262.080078125,19,3,60,160,31.2444438934326,0,6562.080078125,6562.080078125,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,16,0,0,1,0
"2393",1,0,1,12,11,10,1934,1960,51,82460,538,0,1,152004.15625,32,2,69,203,29.9745845794678,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2394",1,0,1,10,5,12,1943,2650,42,34720,3147,1,1,58590,33,1,67,150,23.4907550811768,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"2404",1,0,1,16,8,10,1952,1946,33,42749,4982,2,1,76546.75,14,3,70,160,22.9551029205322,0,0,0,0,0,0,0,0,12,12,49910,0,0,0,0,1,37,0,1,1,0
"2415",0,0,1,7,3,7,1938,1460,47,15190,881,0,1,94178,21,4,64,110,18.87939453125,0,868,868,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"2423",0,0,1,12,7,8,1952,1850,34,34720,5913,1,NA,69440,15,1,62,105,19.2026538848877,0,0,0,0,0,NA,0,0,12,NA,NA,9895.2001953125,0,NA,0,1,31,0,1,NA,1
"2437",1,0,1,17,9,11,1957,NA,28,NA,6532,0,1,88883.203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,0,0,0,0,1,2,12,NA,NA,NA,0
"2443",1,0,1,12,2,10,1945,1989,41,82460,2865,1,1,85741.0390625,22,3,65,155,25.7905330657959,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,2,13,0,1,1,0
"2445",0,0,1,16,4,11,1955,0,30,0,3291,2,1,627130,NA,1,64,115,19.737548828125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"2451",0,0,1,17,6,11,1948,588,37,14539,1197,0,1,27559,12,4,63,125,22.1403369903564,0,0,0,0,0,NA,0,0,12,12,52080,0,0,0,0,4,2,0,1,NA,1
"2452",1,0,1,12,1,6,1927,0,59,0,2697,0,1,28492.099609375,NA,4,72,184,24.9521598815918,0,0,14712.599609375,14712.599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"2525",1,0,1,17,12,10,1945,2080,40,NA,4471,0,NA,101990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,36890,3906,0,0,0,1,31,0,1,NA,0
"2540",0,0,1,12,8,11,1954,2173,31,43400,1337,0,NA,136710,12,1,66,115,18.5594577789307,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"2581",0,0,1,15,3,12,1924,408,60,2612.67993164062,4910,0,1,52080,15,1,66,135,21.7871894836426,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"2582",1,0,1,12,1,8,1950,1284,36,32550,2884,2,1,70416.5,14,3,75,280,34.9937782287598,0,9114,9114,0,0,0,7052.5,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"2586",0,0,1,8,9,5,1929,0,56,0,1073,0,NA,22492.05078125,NA,4,62,119,21.7630081176758,0,0,4993.169921875,0,4993.169921875,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"2609",0,0,1,12,7,10,1947,0,38,0,6034,1,NA,109585,NA,1,61,140,26.449878692627,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"2616",0,0,1,12,3,10,1937,0,49,0,5187,3,1,4300.93994140625,NA,3,61,130,24.5606021881104,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"2636",0,0,1,12,8,7,1936,1657,49,23494.58984375,4241,0,1,28989.029296875,31,2,62,125,22.8603019714355,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2654",1,0,1,17,10,10,1951,2331,34,88970,130,1,1,128030,15,2,70,160,22.9551029205322,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2666",0,1,0,12,8,8,1929,0,56,0,5572,0,1,54250,NA,4,64,230,39.47509765625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"2667",0,0,1,4,4,0,1934,NA,52,0,316,0,NA,48772.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,0
"2711",1,0,1,13,1,8,1955,2706,30,34720,2272,0,1,51255.3984375,12,1,76,210,25.5592098236084,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2713",1,0,1,15,11,12,1945,3380,40,133930.234375,5921,0,0,133930.234375,21,1,69,145,21.4104175567627,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"2734",1,0,1,12,2,11,1950,2295,36,28210,2742,3,1,60760,17,3,70,180,25.8244895935059,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,45,0,1,1,0
"2753",1,0,1,14,9,11,1960,1730,25,45570,1263,1,1,69049.3984375,6,4,72,240,32.5462951660156,0,1779.40002441406,1779.40002441406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"2795",1,0,1,15,11,13,1955,3000,30,151900,2372,1,1,157759,11,2,72,190,25.7658176422119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2801",1,0,1,12,12,12,1941,1634,44,19684.0703125,4443,0,1,46368.55859375,25,2,70,250,35.8673477172852,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"2807",1,0,1,12,6,8,1944,2755,41,40477.01171875,2502,1,1,95263,22,1,72,210,28.4780101776123,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,45,0,1,1,0
"2839",1,0,1,16,12,10,1927,2739,58,271250,1336,0,1,568974,39,2,70,140,20.08571434021,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2855",0,0,1,12,10,12,1951,100,34,1085,6958,2,1,78554,11,3,65,200,33.2781066894531,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"2866",1,0,1,17,11,11,1957,1983,28,32048.73046875,1675,1,1,37028.87890625,6,1,72,185,25.0877704620361,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2871",1,0,1,14,1,7,1951,2550,35,33146.75,2380,3,1,69006,16,2,72,200,27.1219139099121,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,26,0,1,1,0
"2882",1,0,1,14,12,9,1947,2948,38,56420,796,2,1,69440,19,3,72,210,28.4780101776123,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2892",0,0,1,17,2,10,1959,1720,27,34720,4022,0,1,72044,7,2,62,150,27.4323616027832,0,0,0,0,0,NA,0,0,12,12,71610,34720,0,0,0,1,20,0,1,NA,1
"2914",1,1,0,13,5,9,1952,2060,34,61845,6893,3,1,113925,11,3,70,150,21.5204086303711,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"2915",0,0,1,12,4,12,1958,0,27,0,1608,3,1,65100,NA,2,65,140,23.2946739196777,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"2927",1,0,0,16,10,11,1950,1912,35,84630,2652,2,1,140965.375,16,2,71,175,24.4048805236816,0,0,0,0,0,0,0,0,12,12,55137.53125,10457.23046875,0,0,0,4,36,0,1,1,0
"2929",1,0,1,11,5,12,1957,1880,28,55571.53125,3599,2,1,69520.2890625,9,4,72,350,47.4633483886719,0,928.760009765625,928.760009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"2933",1,0,1,12,12,12,1955,2024,30,62930,1050,0,1,102749.5,11,2,73,170,22.4263458251953,0,0,0,0,0,0,0,0,12,12,58590,0,0,0,0,3,16,0,1,1,0
"2954",1,0,1,12,8,12,1954,213,31,2821,4285,1,0,27914.880859375,9,3,69,160,23.6252880096436,0,0,4522.27978515625,0,3272.36010742188,576,0,0,12,17,0,0,0,0,0,1,37,0,0,1,0
"2997",1,0,1,12,5,10,1934,2170,51,14747.3203125,1504,1,1,56420,32,4,68,180,27.3659172058105,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"3012",0,0,1,16,3,11,1930,1327,55,49910,2150,0,1,169260,37,3,68,150,22.804931640625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3053",0,0,1,16,10,11,1954,1930,31,58590,370,0,1,173383,5,3,64,140,24.0283203125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"3065",1,0,1,12,8,9,1957,2710,28,54163.19921875,1820,0,0,54163.19921875,10,2,71,160,22.3130340576172,0,0,0,0,0,0,0,0,12,12,61628,868,0,0,0,3,9,0,0,1,0
"3070",1,0,1,14,8,11,1956,2000,27,43400,6474,0,1,73780,9,1,69,140,20.6721267700195,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"3077",1,0,1,16,1,12,1928,2400,58,336350,2268,2,1,342860,35,2,70,145,20.8030605316162,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"3090",0,0,1,15,8,11,1946,420,39,3906,1365,2,1,124666.5,4,3,61,170,32.1177101135254,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,1,20,0,1,NA,1
"3092",0,0,1,12,5,10,1952,945,33,9765,5661,1,NA,37107,14,3,64,105,18.021240234375,0,1085,1085,0,0,NA,0,0,12,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"3098",0,0,1,12,2,13,1935,1545,51,47922.28125,3423,0,0,51934.609375,32,3,64,147,25.229736328125,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3099",0,0,1,14,11,12,1928,1950,57,32550,1103,0,0,70329.703125,12,1,67,155,24.2737808227539,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"3159",1,0,1,14,3,10,1950,2500,36,48065.5,3828,0,1,123147.5,17,1,67,165,25.8398303985596,0,0,0,0,0,0,0,0,11,12,44485,18445,0,0,0,1,31,0,1,1,0
"3168",0,0,1,14,12,13,1958,1265,27,21700,3687,2,1,46815.578125,8,1,65,123,20.4660358428955,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,2,14,0,1,NA,1
"3191",1,0,1,12,10,11,1956,2250,29,86800,4817,3,1,114391.546875,10,1,70,175,25.1071434020996,0,434,434,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"3235",1,1,0,9,11,11,1925,1920,60,NA,1802,0,NA,67495.6796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,0
"3236",1,1,0,6,10,4,1953,NA,31,0,4249,0,0,23561.859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,0,NA,0,3,32,0,0,NA,0
"3253",1,0,1,12,9,11,1948,2550,37,17414.25,3333,3,1,46021.359375,18,1,65,135,22.4627227783203,0,0,0,0,0,0,0,0,7,NA,NA,0,0,NA,0,3,3,0,1,1,0
"3259",0,0,1,12,2,11,1954,0,32,0,1746,2,1,54315.1015625,NA,2,65,NA,NA,0,0,0,0,0,NA,0,0,10,8,62930,0,0,0,0,3,16,0,0,NA,1
"3271",1,0,1,16,12,10,1950,1980,35,46655,5155,2,1,54250,16,1,67,142,22.2379150390625,0,0,0,0,0,0,0,0,13,12,0,868,0,0,0,2,34,0,1,1,0
"3277",0,0,1,17,4,8,1949,4676,36,15298.5,5195,2,NA,71935.5,18,1,67,135,21.1416797637939,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3292",1,0,1,12,1,12,1958,2028,28,30380,4681,1,1,62936.51171875,9,2,75,220,27.4951114654541,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"3303",0,0,1,12,12,10,1952,2043,33,69440,3828,0,1,123147.5,15,4,59,110,22.214879989624,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"3306",1,0,1,17,4,12,1955,1593,30,54250,3236,1,1,89838,8,1,72,200,27.1219139099121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"3336",0,0,1,13,1,9,1960,2060,26,32550,5615,0,1,100254,8,2,62,125,22.8603019714355,0,0,0,0,0,NA,0,0,12,12,45678.5,0,0,0,0,1,31,0,1,NA,1
"3352",0,0,0,12,12,11,1955,1848,30,55552,2652,2,1,140965.375,11,1,63,130,23.025951385498,0,457.869995117188,457.869995117188,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"3354",1,0,1,4,8,13,1945,NA,40,NA,1487,0,0,84590.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2161.32006835938,NA,NA,0,0,2,13,0,1,NA,0
"3392",0,0,1,12,4,12,1946,0,40,0,5025,2,1,149749.53125,NA,3,66,135,21.7871894836426,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"3397",1,0,1,12,12,9,1955,2112,30,84630,3453,1,1,84630,11,2,71,190,26.4967269897461,0,0,0,0,0,0,0,0,12,14,84630,65100,0,0,0,4,46,0,1,1,0
"3412",0,0,0,14,1,12,1950,0,36,0,733,4,1,174793.5,NA,1,68,125,19.0041084289551,0,0,0,0,0,NA,0,0,14,12,60760,217,0,0,0,3,42,0,0,NA,1
"3419",0,0,1,17,12,10,1953,1651,32,75950,5754,0,1,159061,14,2,64,135,23.170166015625,0,0,0,0,0,NA,0,0,14,NA,NA,46459.69921875,0,NA,0,2,34,0,1,NA,1
"3425",1,0,1,17,6,10,1949,2640,36,92225,1338,2,1,92225,17,1,72,180,24.4097213745117,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3426",0,0,1,14,12,12,1946,1944,38,26908,3264,2,0,28494.26953125,16,3,67,200,31.3210067749023,0,0,598.919982910156,598.919982910156,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"3444",0,0,1,17,12,10,1953,2032,32,39060,5193,3,1,82460,13,2,68,115,17.4837799072266,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3449",0,1,0,9,9,5,1955,0,30,0,6168,2,1,30380,11,3,59,135,27.2637176513672,0,0,0,0,0,NA,0,0,6,2,0,0,0,0,0,3,17,0,0,NA,1
"3454",1,0,1,16,12,8,1951,1876,34,46438,2719,1,1,86800,13,2,73,215,28.3627319335938,0,0,0,0,0,0,0,0,12,9,0,14430.5,0,0,0,3,10,0,1,1,0
"3478",1,0,1,12,2,9,1953,2958,33,47978.69921875,5360,3,1,48095.87890625,15,3,64,165,28.319091796875,0,0,0,0,0,0,0,0,12,12,8680,23436,0,0,0,2,14,0,1,1,0
"3488",0,0,1,17,9,11,1939,1584,46,49910,1423,1,1,231973,14,2,63,115,20.3691101074219,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"3523",1,0,1,12,8,7,1951,NA,34,0,4404,0,0,86565.640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,0,58590,0,0,0,4,4,0,0,NA,0
"3527",1,0,1,16,11,12,1958,2142,27,29449.0703125,2245,0,1,66499.6484375,8,2,73,165,21.7667484283447,0,0,0,0,0,0,0,0,12,17,35935.19921875,23956.80078125,0,0,0,2,22,0,1,1,0
"3532",0,0,1,12,10,11,1941,1470,44,18445,2634,1,1,2.17000007629395,8,2,70,150,21.5204086303711,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"3534",0,0,1,16,2,8,1942,209,44,3255,6924,4,NA,84413,NA,2,68,150,22.804931640625,0,0,0,0,0,NA,13020,0,NA,NA,NA,NA,NA,NA,0,1,18,0,0,NA,1
"3545",0,0,1,13,9,12,1958,0,27,0,728,1,1,15190,7,2,60,150,29.2916660308838,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"3582",1,0,1,17,9,9,1948,1944,37,73814.71875,3168,2,1,79517.4765625,15,1,71,180,25.1021614074707,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,2,24,0,1,1,0
"3588",1,0,1,16,2,10,1947,3380,39,97650,4659,2,1,146475,20,3,68,170,25.845588684082,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"3591",0,0,0,12,11,8,1947,1968,38,28210,6452,2,1,113002.75,13,3,63,140,24.7971782684326,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3599",0,0,1,9,6,10,1955,288,30,520.799987792969,2083,4,0,6015.240234375,2,3,63,160,28.3396320343018,0,0,7629.72021484375,0,0,3516,5494.43994140625,0,7,7,0,0,0,0,0,2,34,0,1,1,0
"3614",0,0,1,11,1,7,1927,502,59,2896.94995117188,6731,1,0,6390.64990234375,40,4,67,140,21.9247055053711,0,0,4014.5,0,0,240,0,1610,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"3627",1,0,1,17,11,10,1955,2092,30,39060,380,0,1,69440,11,2,70,205,29.4112243652344,0,0,0,0,0,0,0,0,12,12,82460,45570,0,0,0,1,29,0,1,1,0
"3630",1,0,1,15,1,12,1959,1840,27,28210,6721,0,0,47740,8,2,76,225,27.3848686218262,0,0,0,0,0,0,0,0,NA,16,NA,NA,NA,NA,0,5,50,0,1,1,0
"3646",0,0,1,11,12,10,1932,1489,54,18445,3489,0,1,103726,6,3,65,140,23.2946739196777,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"3672",0,0,1,12,9,9,1933,1854,52,28147.0703125,40,0,1,95165.3515625,17,3,66,128,20.6574840545654,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"3676",1,0,1,17,6,11,1934,3250,51,217000,3230,0,1,236530,27,1,70,164,23.528980255127,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"3710",0,0,1,16,6,10,1948,258,37,4340,2920,2,1,85064,8,2,62,110,20.1170654296875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"3714",0,0,1,12,6,7,1960,1619,25,45570,2237,0,0,49910,6,1,66,132,21.3030300140381,0,0,0,0,0,0,0,0,11,12,65100,0,0,0,0,2,22,0,1,1,0
"3762",0,0,1,15,9,12,1940,1784,45,65100,1951,0,NA,137070.21875,18,3,64,NA,NA,0,2170,2170,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3763",1,0,1,8,2,9,1947,2480,39,41230,1010,2,1,54445.30078125,20,1,71,200,27.8912906646729,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"3772",0,0,1,17,1,10,1946,2717,40,69440,4999,2,0,79172.453125,21,1,65,113,18.8021297454834,0,0,0,0,0,0,7378,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"3780",1,0,1,13,6,10,1935,3038,51,8680,5852,0,1,16926,29,3,74,192,24.6486492156982,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,2,24,0,1,1,0
