"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"36320",0,1,0,12,7,7,1936,1907,58,18429.83984375,9526,0,0,59021.0390625,39,3,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"36326",0,0,1,16,4,12,1943,2144,52,40617.71875,5767,0,NA,97695,NA,2,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"36328",0,0,1,17,11,10,1968,828,26,12478.4404296875,3531,1,1,12523.6796875,7,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"36343",1,0,1,11,9,11,1956,2040,38,34320,3400,0,1,75661.5625,18,3,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"36360",1,0,1,14,1,10,1970,2600,25,35880,2811,2,1,56408.0390625,2,1,11,NA,NA,4368,0,NA,0,2,24,0,1,1,0
"36377",1,NA,NA,NA,3,8,1956,NA,39,NA,10115,2,NA,34320,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,0
"36380",1,0,1,14,7,0,1967,2450,27,44461.55859375,4183,2,1,71760,3,2,12,NA,NA,20280,0,NA,0,1,37,0,1,1,0
"36394",0,0,1,17,2,12,1950,540,45,93601.5625,3565,2,1,318498.96875,26,4,17,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"36422",1,0,1,16,2,10,1948,3180,47,0,8225,0,1,168531.484375,18,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"36455",0,0,1,16,8,10,1951,2004,42,58500,4104,1,1,168480,14,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"36458",0,0,1,12,3,10,1955,1990,40,45240,5255,1,1,84396,9,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"36463",0,0,1,12,8,9,1952,0,42,0,264,3,0,10626.7197265625,1,4,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"36470",0,0,1,11,6,11,1938,0,56,0,772,0,1,53821.55859375,11,2,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"36474",0,0,1,16,3,13,1954,1680,40,46800,474,0,0,47268,NA,1,12,13,40714.44140625,24960,0,0,0,3,1,0,1,1,0
"36475",1,0,1,1,5,11,1948,NA,46,NA,1287,0,0,50703.12109375,NA,NA,11,12,0,0,0,0,1,1,20,NA,NA,NA,0
"36477",0,0,1,12,4,12,1947,2080,47,17940,4071,1,NA,61932,11,2,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"36489",1,0,1,14,7,9,1950,1952,44,34320,2219,0,1,61978.80078125,16,2,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"36490",0,0,1,12,5,9,1954,1688,40,46800,6953,1,NA,118560,20,2,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"36506",1,0,1,14,3,13,1953,1896,41,49920,3960,1,1,96086.640625,23,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"36510",1,0,1,12,9,8,1957,2980,37,0,1364,2,1,86987.15625,7,2,12,10,0,0,0,0,0,2,34,0,1,1,0
"36513",0,0,1,17,7,10,1951,1696,43,49920,4746,2,1,99465.6015625,15,1,12,12,0,13258.4404296875,0,0,0,4,5,0,1,NA,1
"36547",0,0,1,13,11,12,1965,NA,29,NA,931,0,NA,113627.28125,NA,NA,11,12,29328,4678.43994140625,0,0,0,3,19,1,1,NA,0
"36580",1,1,0,13,2,10,1951,NA,43,NA,2043,0,0,12490.919921875,NA,NA,12,NA,NA,0,0,NA,0,3,16,0,1,NA,0
"36592",1,0,1,12,12,12,1958,2352,36,96723.1171875,489,2,1,121870.3203125,7,2,13,12,0,0,0,0,0,3,32,0,1,1,0
"36619",1,0,1,12,6,11,1948,NA,46,NA,9853,2,NA,106078.4375,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,0,0
"36622",1,1,0,10,8,5,1961,832,33,8580,511,2,1,16068,5,3,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"36642",0,0,1,12,2,10,1962,1664,33,14038.4404296875,3593,2,0,16598.400390625,10,3,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"36650",1,0,1,12,8,9,1950,NA,44,NA,2673,0,NA,75472.796875,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,1,1,NA,0
"36683",0,0,1,12,9,8,1963,1517,31,8424,1713,0,NA,43681.55859375,13,3,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"36686",1,0,1,9,6,9,1943,0,51,0,661,0,1,69111.1171875,24,5,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"36690",1,0,1,17,2,10,1970,1984,25,17628,3416,0,0,19968,4,2,17,16,0,49920,0,0,0,3,42,0,1,1,0
"36696",1,0,1,17,12,12,1966,2500,28,46800,364,0,1,94069.5625,5,2,17,16,187206.234375,0,0,0,0,3,45,0,1,1,0
"36702",0,0,1,12,3,10,1964,1880,30,43680,3742,2,1,106705.5625,4,3,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"36719",1,0,1,12,8,12,1949,1890,45,26520,1072,1,1,70356,26,4,12,12,0,0,0,0,0,1,31,0,1,1,0
"36722",1,0,1,12,5,13,1956,1968,38,78001.5625,2941,3,1,93834,11,1,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"36747",1,0,1,16,1,9,1954,3159,41,156004.6875,782,2,1,157341.59375,13,2,12,NA,NA,0,0,NA,0,1,37,0,1,1,0
"36750",0,0,1,14,2,11,1936,1645,59,96721.5625,2416,0,0,118561.5625,23,2,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"36775",1,0,1,14,10,7,1969,2352,25,32760,8396,0,0,32760,7,3,12,9,93601.5625,54601.55859375,0,0,0,2,24,0,1,1,0
"36781",0,0,1,14,12,11,1940,2040,54,70201.5625,4740,0,NA,82057.5625,27,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"36784",1,0,1,16,1,9,1960,2220,35,62401.55859375,2534,1,1,102961.5625,7,1,12,17,93603.1171875,48360,0,0,0,2,24,0,1,1,0
"36797",1,0,1,13,5,11,1937,1225,57,31200,975,0,1,46798.44140625,27,3,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"36810",1,0,1,12,3,8,1966,2673,28,70201.5625,1771,2,1,70201.5625,6,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"36823",1,0,1,16,9,9,1967,2128,27,39000,6403,0,0,39468,4,2,10,NA,NA,24635.51953125,0,NA,0,2,13,0,1,1,0
"36842",1,0,1,14,11,NA,1952,2000,42,60840,9106,1,1,77998.4375,21,3,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"36847",0,0,1,14,9,9,1962,2016,32,76441.5625,339,0,0,79561.5625,4,2,12,14,0,0,0,0,0,4,46,0,1,1,0
"36851",0,0,0,14,12,10,1965,460,29,5460,2872,2,1,113100,4,2,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"36854",1,0,1,14,11,8,1952,2160,42,78315.1171875,9714,3,0,78315.1171875,12,3,8,NA,NA,0,0,NA,0,1,37,0,1,1,0
"36899",1,0,1,14,6,13,1944,1960,50,0,5016,3,1,4212,32,4,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"36918",0,0,0,16,11,11,1958,2400,36,59281.55859375,313,0,1,157486.6875,10,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"36926",1,0,1,12,11,9,1969,3843,25,78001.5625,5173,0,0,83929.5625,7,1,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"36928",0,0,1,14,4,11,1959,2340,36,93603.1171875,6286,0,1,173944.6875,11,2,NA,12,51480,NA,NA,0,0,3,9,0,0,NA,1
"36929",1,0,1,12,11,7,1962,1500,32,0,3830,2,1,46800,5,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"36978",1,0,1,14,8,11,1946,1993,48,112323.1171875,1159,2,1,265989.375,19,3,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"36986",0,0,1,1,7,10,1957,0,37,0,5877,0,1,78644.28125,12,2,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"37028",0,0,1,13,9,13,1969,2550,25,117003.1171875,3596,0,1,358810.90625,4,3,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"37037",0,0,1,12,11,12,1938,5824,56,113881.5625,6004,1,1,172540.6875,19,2,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"37045",0,0,1,17,3,10,1955,1900,39,52261.55859375,4151,3,1,103273.5625,9,1,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"37047",1,0,1,11,10,13,1963,3108,31,156004.6875,9453,2,1,156004.6875,8,3,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"37059",0,0,1,14,2,11,1941,858,56,6706.43994140625,2085,1,0,60601.3203125,17,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"37060",0,0,1,15,11,12,1940,613,54,7060.56005859375,645,0,0,11175.83984375,28,2,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"37069",1,0,1,12,10,8,1954,2050,40,46800,5345,0,1,78156,21,3,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"37070",0,0,1,12,10,8,1959,1750,35,28080,6413,2,0,32760,7,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"37099",0,0,1,11,8,7,1958,0,36,1558.43994140625,3037,2,0,10274.16015625,2,2,10,12,23400,35880,0,0,0,3,9,0,0,1,0
"37104",1,0,1,16,10,12,1959,2187,35,55381.55859375,2551,3,1,89934,7,1,12,12,0,0,0,0,0,2,48,0,1,1,0
"37135",0,0,1,12,2,NA,1961,0,34,0,10046,0,1,56161.55859375,5,3,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"37136",0,0,1,12,2,10,1964,1133,31,48360,4995,2,0,68588.5234375,6,2,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"37145",1,0,1,12,8,9,1948,2304,46,56979,1636,0,1,108964.4375,19,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"37149",0,0,1,12,7,8,1958,1952,36,46800,5784,1,0,51855.9609375,18,2,11,11,76755.1171875,0,0,0,0,4,36,0,1,1,0
"37157",1,0,1,12,11,9,1967,3542,27,51480,1448,2,1,59280,4,1,12,8,22529.51953125,0,0,0,0,3,3,0,1,1,0
"37163",0,0,1,12,7,13,1951,1310,43,16624.919921875,780,1,1,52938.6015625,13,2,NA,NA,NA,NA,NA,NA,0,1,29,0,0,NA,1
"37185",0,0,1,16,10,10,1962,1523,32,40560,3214,2,1,112477.5625,7,1,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"37199",1,0,0,16,11,8,1964,2018,30,59280,2737,1,1,113880,10,3,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"37208",1,0,1,17,10,12,1949,0,45,0,3253,0,0,11233.5595703125,17,3,17,NA,NA,0,0,NA,0,3,42,0,0,1,0
"37216",1,0,1,16,7,10,1955,2500,39,71761.5625,39,2,1,79029.6015625,12,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"37217",1,0,1,16,6,10,1950,1904,44,0,1416,2,1,111075.1171875,16,2,14,NA,NA,28080,0,NA,0,1,37,0,1,1,0
"37218",0,0,1,12,8,9,1953,1530,41,18720,1486,2,1,70666.4375,5,3,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"37228",1,0,1,16,5,11,1948,1213,46,37440,1601,2,1,51639.12109375,26,3,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"37234",1,0,1,12,12,10,1951,2748,43,42121.55859375,1731,2,1,81407.0390625,15,2,NA,NA,NA,NA,NA,NA,0,3,39,0,0,1,0
"37254",0,0,1,11,10,9,1934,0,60,0,2138,0,1,0,11,3,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"37274",1,0,1,11,7,9,1957,2156,37,39000,2752,0,1,52628.16015625,9,2,7,NA,NA,0,0,NA,0,3,32,0,1,1,0
"37279",0,0,1,11,3,8,1962,925,32,2652,110,3,0,7275.83984375,6,4,NA,12,0,NA,NA,0,0,3,3,0,1,1,0
"37282",0,0,1,12,7,12,1959,0,35,0,2680,2,1,117003.1171875,7,1,NA,NA,NA,NA,NA,NA,0,1,29,0,0,NA,1
"37284",0,0,1,13,7,11,1941,420,53,11700,3462,0,1,141183.125,16,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"37287",1,0,0,16,10,12,1943,1960,51,95241.1171875,2545,0,1,114070.3203125,21,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"37296",1,0,1,16,5,10,1954,2040,40,56160,8232,2,1,79964.0390625,22,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"37297",0,0,1,14,12,7,1954,0,40,0,3980,0,1,121653.4765625,7,4,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"37302",1,0,1,14,9,12,1940,NA,54,NA,2947,1,NA,20543.640625,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,0,0
"37326",1,1,0,12,5,7,1960,2040,35,20280,9913,3,1,31229.640625,8,2,8,NA,NA,0,0,NA,0,3,9,0,1,1,0
"37334",0,0,1,13,6,11,1952,1952,42,92043.1171875,1902,2,1,191415.125,4,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"37339",0,0,1,14,1,10,1940,0,55,0,2421,0,1,128238.2421875,16,3,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"37348",1,0,1,12,5,9,1950,3120,44,73321.5625,3176,2,1,98281.5625,25,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"37362",1,0,1,11,4,8,1934,2160,60,76755.1171875,1217,0,1,76755.1171875,34,3,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"37364",1,0,1,17,8,NA,1945,2288,49,121683.1171875,9165,0,1,197940.59375,31,3,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"37370",0,0,1,13,5,11,1947,1916,47,14038.4404296875,1281,1,0,22162.919921875,27,3,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"37405",1,0,1,15,1,8,1957,1944,38,30028.439453125,8102,2,1,117391.5625,18,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"37431",0,0,0,12,8,7,1956,1250,38,10918.4404296875,3429,1,1,76440,4,3,8,5,14038.4404296875,12948,0,0,0,4,4,0,1,NA,1
"37439",0,0,0,9,8,7,1962,0,32,0,3187,3,NA,65270.3984375,5,2,8,5,14038.4404296875,12948,0,0,0,4,4,0,0,NA,1
"37455",1,0,1,16,11,12,1947,1944,47,58977.359375,4743,3,1,112213.921875,14,2,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"37502",0,0,0,12,5,7,1962,375,32,2026.43994140625,5314,3,0,15561,11,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"37538",1,0,1,16,6,7,1963,2450,31,0,2688,1,1,84240,5,2,14,12,0,17160,0,0,0,3,42,0,1,1,0
"37569",0,0,1,12,7,7,1962,0,32,0,9457,3,1,43680,3,2,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"37581",1,0,1,16,10,9,1948,2068,46,128704.6796875,2307,2,1,147937.921875,18,2,13,NA,NA,0,0,NA,0,1,6,0,1,1,0
"37587",0,0,1,12,7,10,1957,1080,37,34320,1829,0,NA,107953.5625,15,3,17,17,0,0,0,0,0,3,42,0,1,NA,1
"37592",1,0,1,12,11,8,1953,2236,41,41340,2282,0,0,42134.0390625,23,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"37603",1,0,1,12,5,9,1957,2450,37,59281.55859375,2674,2,1,85800,10,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"37633",0,0,1,12,10,NA,1949,0,45,0,126,2,1,120904.6796875,13,2,NA,NA,NA,NA,NA,NA,0,6,NA,0,0,NA,1
"37634",0,0,1,16,10,11,1953,520,41,31980,4618,2,1,170216.28125,10,1,NA,16,0,NA,NA,0,0,4,46,0,1,NA,1
"37661",0,0,1,16,8,NA,1946,213,48,2340,9165,0,1,197940.59375,10,4,NA,NA,NA,NA,0,0,0,3,16,0,0,NA,1
"37692",0,0,1,16,6,11,1960,1952,34,51480,3535,2,1,88983.9609375,5,2,NA,12,0,40560,0,0,0,1,20,0,1,NA,1
"37728",1,0,1,17,8,13,1935,2230,59,109201.5625,4859,0,1,168033.84375,32,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"37756",0,0,1,17,7,7,1961,2100,33,123.23999786377,1294,3,1,54178.80078125,5,2,12,12,35880,54601.55859375,0,0,0,4,4,1,0,NA,1
"37762",1,0,1,14,5,8,1948,2347,46,46800,3178,2,1,78468,18,3,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"37763",1,0,1,16,9,12,1961,2205,33,74881.5625,710,1,1,121995.1171875,9,2,12,17,10918.4404296875,65521.55859375,0,0,0,1,31,0,1,1,0
"37765",1,0,1,12,1,6,1956,2250,39,17160,2021,2,1,91455,18,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"37783",1,0,1,16,1,12,1949,3357,46,117003.1171875,371,2,1,158656.6875,18,2,12,14,0,0,0,0,0,1,31,0,1,1,0
"37793",1,0,1,15,3,12,1967,2500,27,46800,71,0,1,60840,8,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"37811",1,0,1,12,3,11,1937,0,58,0,1373,0,1,105849.1171875,30,2,NA,NA,NA,NA,NA,NA,0,2,14,0,0,1,0
"37831",1,0,1,13,3,9,1967,3000,28,57718.44140625,3516,0,1,76436.8828125,8,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"37832",1,0,1,10,9,9,1958,2083,36,49920,3355,3,1,123679.921875,8,1,10,8,67081.5625,10918.4404296875,0,0,0,3,42,0,1,1,0
"37833",0,0,1,16,3,12,1953,1088,41,12478.4404296875,773,2,1,68655.6015625,14,1,12,12,0,0,0,0,0,4,2,0,1,NA,1
"37888",1,0,1,12,1,10,1943,2640,52,60841.55859375,5596,0,1,87673.5625,24,1,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"37906",0,0,1,13,11,10,1951,0,43,0,2541,1,1,56316,22,5,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"37910",1,0,1,14,9,10,1947,3354,47,71761.5625,3823,3,1,262786.6875,19,1,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"37912",0,0,1,12,12,10,1945,552,49,7488,3459,0,1,60097.44140625,5,4,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"37928",0,0,1,14,2,12,1962,0,33,0,151,2,NA,33883.19921875,5,2,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"37935",1,0,1,7,5,9,1934,1560,60,0,8842,0,1,16943.16015625,40,5,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"37953",0,0,1,17,10,11,1949,1908,45,44461.55859375,3270,0,0,52606.3203125,15,3,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"37960",1,0,0,12,1,10,1950,3640,43,112323.1171875,8233,2,1,162244.6875,16,2,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"37961",0,0,1,16,8,10,1959,2390,35,109203.1171875,2677,1,1,391574.03125,8,1,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"37977",1,0,1,14,12,10,1947,2380,47,70201.5625,2103,1,1,166765.5625,19,1,NA,NA,NA,NA,1,NA,0,2,22,0,1,1,0
"37985",0,0,1,17,12,8,1955,1856,39,93603.1171875,8430,3,NA,164116.6875,20,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"37994",1,0,1,15,12,12,1950,NA,44,NA,440,0,NA,28089.359375,NA,NA,12,13,0,0,0,0,1,3,9,NA,NA,NA,0
"38005",0,0,1,12,3,11,1957,2067,38,18720,1238,2,1,66331.203125,4,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"38074",0,0,1,NA,NA,8,NA,NA,40,NA,2888,2,NA,17726.279296875,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,0
"38078",0,0,1,13,4,10,1962,2056,32,62635.55859375,3338,0,NA,91723.3203125,14,2,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"38085",0,0,1,17,3,11,1953,1104,41,48360,2631,2,1,168171.125,10,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"38112",1,0,1,12,9,8,1958,2480,36,90483.1171875,1201,3,1,98595.1171875,8,2,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"38130",0,0,1,NA,6,8,1954,0,40,0,138,4,NA,77429.0390625,NA,5,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"38140",1,0,1,12,10,11,1951,2250,43,46800,9535,0,1,89077.5625,15,3,NA,9,0,NA,NA,0,0,3,3,0,1,1,0
"38172",1,0,1,16,9,10,1943,1692,51,156004.6875,3979,0,1,176975.765625,23,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"38198",1,0,1,16,2,9,1962,1920,33,88921.5625,2681,2,0,123026.28125,5,2,14,13,187206.234375,78001.5625,0,0,0,1,28,0,1,1,0
"38206",1,0,1,12,4,8,1945,1736,50,45240,7049,1,1,78000,21,4,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"38221",0,0,1,14,9,NA,1948,1862,46,59281.55859375,5787,1,0,85803.1171875,22,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"38252",1,0,1,12,8,9,1944,350,50,1092,1386,0,0,5772,30,4,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38255",0,0,1,16,7,11,1958,0,36,0,233,2,1,42276,6,1,NA,NA,NA,NA,NA,NA,0,6,NA,0,0,NA,1
"38263",0,0,1,17,6,10,1952,1720,42,57721.55859375,763,2,1,183148.6875,13,2,12,12,0,0,0,0,0,2,34,0,1,NA,1
"38279",0,0,0,16,12,9,1966,364,28,3118.43994140625,452,3,1,65855.3984375,2,3,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"38290",1,0,1,16,1,13,1967,520,28,5772,3314,0,1,52572,3,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38296",0,0,1,10,9,11,1935,1528,59,10940.2802734375,135,0,0,14401.919921875,20,3,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"38312",1,0,1,9,4,9,1938,1960,56,67081.5625,2710,0,1,78000,29,3,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"38325",0,0,1,14,8,11,1957,2684,37,63961.55859375,4661,2,NA,135567.125,17,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"38340",0,0,1,12,8,10,1965,1173,29,31200,4993,1,1,63336,7,2,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,NA,1
"38345",1,0,1,12,7,8,1948,1640,46,44127.71875,1013,0,1,58947.71875,27,3,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"38359",1,0,1,14,5,11,1960,2016,35,102345.359375,9785,1,1,105544.921875,7,2,17,17,15598.4404296875,140403.125,0,0,0,2,12,0,1,1,0
"38367",0,0,1,16,10,12,1967,1976,27,40560,5285,0,0,40560,4,2,16,17,1404051.5,0,0,0,0,2,12,0,1,1,0
"38371",0,0,1,17,6,NA,1952,2940,42,54601.55859375,5344,0,1,61776,24,2,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,NA,1
"38372",1,0,1,NA,7,11,1961,2040,33,78001.5625,3361,4,1,79126.3203125,15,2,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"38385",1,0,1,7,10,12,1935,0,59,0,8370,0,0,15988.4404296875,23,5,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"38390",0,0,1,12,1,11,1954,0,41,0,2852,1,1,71761.5625,1,1,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"38421",0,0,1,12,3,8,1958,0,37,0,2617,5,NA,40898.51953125,9,3,12,12,53041.55859375,39000,0,0,0,2,12,0,0,NA,1
"38443",0,0,1,12,7,12,1959,1610,35,11698.4404296875,2412,0,1,70822.4375,1,1,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"38463",1,0,1,15,4,13,1949,2530,45,204367.796875,3011,3,1,231151.4375,18,1,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"38478",1,0,1,12,1,8,1963,1705,32,66147.1171875,3317,2,1,73945.5625,4,3,NA,10,3118.43994140625,NA,NA,0,0,1,20,0,1,1,0
"38493",0,0,1,12,11,12,1967,2080,27,35100,3035,0,NA,93601.5625,3,1,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"38504",1,0,0,13,9,13,1943,2080,51,24947.51953125,6414,0,1,49907.51953125,24,4,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38505",1,0,1,12,7,8,1966,3045,28,27456,3483,0,0,27456,3,1,9,NA,NA,14038.4404296875,0,NA,0,3,41,0,1,1,0
"38507",1,0,1,17,7,11,1964,1316,30,15208.4404296875,2410,1,1,26966.16015625,7,2,NA,NA,NA,NA,NA,NA,0,2,24,1,0,1,0
"38527",0,0,1,16,4,10,1960,1440,34,46800,564,0,NA,183304.6875,16,1,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"38538",0,0,1,12,12,10,1954,1900,40,12478.4404296875,2567,2,NA,95847.9609375,10,4,10,12,9358.4404296875,0,0,0,0,1,37,0,1,NA,1
"38543",0,1,0,17,11,11,1958,2205,36,53041.55859375,1899,2,0,78001.5625,8,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"38546",0,0,1,17,9,12,1954,1105,40,16943.16015625,3181,2,1,80313.4765625,12,2,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"38555",0,0,1,12,5,9,1967,1904,27,30108,2514,1,1,61949.16015625,2,1,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"38570",0,0,1,14,9,13,1948,1880,46,76441.5625,3015,1,0,176387.640625,20,3,NA,12,0,NA,NA,0,0,4,4,0,1,1,0
"38571",0,0,1,12,4,9,1949,1522,45,11856,1965,0,1,64896,5,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"38581",1,1,0,8,6,8,1943,2040,51,14601.599609375,1629,1,1,38688,24,5,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"38590",1,0,1,12,1,11,1955,2500,40,65521.55859375,1844,0,1,118639.5625,12,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"38603",1,0,1,17,10,12,1937,2904,57,1404051.5,4170,0,1,1413413,25,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"38607",0,0,0,14,4,11,1969,1200,25,26520,3451,1,1,78780,3,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"38609",1,0,1,12,8,9,1964,2007,30,29640,2573,0,0,29640,6,2,12,12,95941.5625,15598.4404296875,0,0,0,4,4,0,1,1,0
"38615",1,0,1,13,10,NA,1946,2304,48,85801.5625,9531,0,0,86707.921875,26,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
