"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"16809",0,0,1,12,2,12,1946,1270,45,17500,3166,0,NA,96250,21,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"16824",0,0,1,15,1,7,1960,2040,31,22750,8838,1,NA,57400,10,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"16831",0,0,1,12,10,11,1932,980,58,15750,8551,0,1,1.75,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"16862",0,0,1,16,5,11,1951,910,39,12250,1601,1,NA,70087.5,16,4,0,10500,10500,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"16863",1,0,1,14,6,8,1963,3000,27,47250,7109,1,1,87675,9,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"16874",1,0,1,12,3,11,1957,1839,34,44992.5,5803,0,1,82075,10,2,0,0,0,0,0,0,0,0,14,NA,NA,2695,0,NA,0,1,31,0,1,1,0
"16887",1,0,1,17,11,11,1940,3290,50,329000,6838,1,1,462271.25,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"16893",0,0,1,12,4,6,1956,2040,35,17977.75,2831,2,1,58145.5,9,3,0,0,0,0,0,NA,0,0,11,10,38647,24767.75,0,0,0,1,37,0,1,NA,1
"16921",0,0,1,17,11,10,1953,2004,37,103250,1092,3,NA,107800,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"16927",1,0,1,12,6,12,1944,2350,46,86100,5984,0,0,86100,24,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"16933",0,0,1,8,9,9,1937,0,53,0,961,0,NA,97125,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"16952",1,0,1,12,3,7,1963,1560,28,NA,5154,3,NA,67606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,0
"16954",1,0,1,12,5,9,1930,0,60,0,6066,0,1,66500,39,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"16993",1,0,1,12,8,10,1950,1980,40,61250,5559,2,1,128861.25,17,1,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,10,0,1,1,0
"17017",0,0,1,12,3,10,1943,1728,48,31500,3476,0,1,149450,14,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"17029",0,0,1,15,1,11,1956,1860,35,42000,5350,3,1,135415,6,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"17033",1,0,1,12,3,10,1943,3032,48,52500,3476,0,1,149450,24,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"17064",1,0,1,16,8,10,1955,3684,35,68990.25,4612,2,1,136055.5,11,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"17067",0,0,1,16,11,9,1960,1878,30,52500,2253,3,NA,98875,5,4,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"17079",0,0,1,12,6,NA,1962,0,28,0,4793,3,0,7280,9,3,0,0,4221,0,0,2412,7280,0,NA,NA,NA,NA,NA,NA,0,3,32,0,0,1,0
"17086",1,0,1,12,7,13,1965,751,26,63000,8975,1,1,94202.5,7,2,0,10500,10500,0,0,0,0,0,12,12,98000,0,0,0,0,1,31,0,1,1,0
"17094",0,0,1,16,1,11,1942,1176,49,17937.5,1016,1,0,22312.5,20,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"17095",0,0,1,10,4,10,1937,0,54,0,5331,0,1,45668,6,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"17117",1,1,0,13,8,3,1963,755,28,6606.25,9329,0,0,6606.25,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"17120",1,0,1,14,7,12,1944,1290,46,22050,2302,0,0,22613.5,22,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"17153",1,0,1,12,10,9,1963,2000,27,47250,1057,0,1,75512.5,3,1,0,0,0,0,0,0,0,0,12,8,50750,37625,0,0,0,3,32,0,1,1,0
"17154",1,0,1,17,3,12,1948,2040,43,31179.75,7124,0,1,92832.25,15,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"17167",1,0,1,16,2,11,1947,5200,43,96250,2510,1,1,184408,20,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"17170",0,0,1,16,6,12,1949,2029,41,31157,3001,2,0,58964.5,10,3,0,0,0,0,0,0,5005,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"17181",1,0,1,14,8,10,1940,715,50,41749.75,1801,1,1,197225,26,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,0,1,0
"17185",0,0,1,16,12,13,1952,411,38,26250,3396,2,1,184450,13,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"17186",1,1,0,16,4,10,1953,1752,38,43750,6536,2,1,78400,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"17207",0,0,1,16,1,9,1955,0,36,0,5139,3,1,183750,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,0,NA,1
"17208",0,1,0,12,9,0,1951,1415,39,35000,2162,2,1,94955,12,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"17222",1,0,1,16,9,10,1963,2500,27,87500,2659,0,1,129850,7,1,0,0,0,0,0,0,0,0,12,12,61075,0,0,0,0,1,20,0,1,1,0
"17237",1,0,1,16,10,10,1962,2352,28,96250,4775,0,1,163625,4,3,0,0,0,0,0,0,0,0,12,NA,NA,16975,0,NA,0,1,37,0,1,1,0
"17274",0,0,1,12,7,10,1955,1692,35,21000,2072,2,NA,76650,14,3,0,0,0,0,0,NA,7350,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"17292",1,0,1,12,4,10,1947,3430,44,24876.25,4819,1,1,46900,20,2,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,1,37,0,1,1,0
"17305",1,0,1,12,6,10,1963,2276,27,49000,1956,0,1,77700,3,1,0,0,0,0,0,0,0,0,12,12,60709.25,31500,0,0,0,2,14,0,1,1,0
"17314",1,0,1,16,4,9,1963,2227,28,58450,3306,0,1,113662.5,7,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"17336",1,NA,NA,NA,9,4,1955,NA,35,NA,8391,1,NA,38052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,0
"17348",1,1,0,12,12,10,1936,2250,54,129500,3500,2,1,159250,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"17370",0,0,1,12,10,10,1953,13,37,126,5546,3,1,51210.25,6,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"17372",1,0,1,11,9,8,1944,2750,46,50750,7405,0,1,138008.5,22,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"17377",0,0,1,10,6,7,1953,2190,38,29750,4791,1,1,87368.75,3,3,1443.75,0,1443.75,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"17378",0,0,1,11,8,10,1942,795,49,20125,901,0,0,54600,16,4,0,0,0,0,0,0,0,0,NA,8,0,NA,NA,0,0,3,45,0,1,1,0
"17388",0,0,1,14,5,11,1951,1916,40,49000,7657,2,1,167125,15,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,NA,1
"17407",0,0,1,17,1,8,1958,2000,33,70000,8789,2,1,133000,7,2,0,0,0,0,0,NA,0,0,12,16,59617.25,32721.5,0,0,0,1,31,0,1,NA,1
"17409",1,0,1,14,9,12,1947,2382,43,59500,3142,1,1,66325,17,2,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,16,0,1,1,0
"17412",0,0,1,14,2,9,1964,2118,27,27475,1109,1,1,54075,NA,3,0,0,0,0,0,NA,0,0,12,NA,NA,44695,0,NA,0,2,21,0,1,NA,1
"17431",1,0,1,17,9,10,1961,2864,29,56000,2963,3,1,60375,5,1,0,0,0,0,0,0,0,0,17,15,70729.75,47250,0,0,0,3,42,0,1,1,0
"17433",0,0,1,12,6,8,1959,0,31,0,2823,2,NA,30625,5,5,0,0,0,0,0,NA,0,0,9,10,39317.25,0,0,0,0,1,37,0,0,NA,1
"17457",1,0,1,14,10,10,1940,2460,50,57750,3783,0,1,128800,26,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"17461",1,0,1,17,7,11,1951,2714,39,119350,4335,2,1,149887.5,12,2,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,3,9,0,1,1,0
"17470",0,0,1,14,8,12,1950,210,40,9275,5512,3,1,90212.5,7,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"17477",0,0,1,16,5,10,1951,0,40,0,7848,3,1,798000,15,1,0,0,0,0,0,NA,0,0,17,16,11375,0,0,0,0,3,19,0,0,NA,1
"17506",0,0,1,12,8,10,1958,2500,32,17500,1675,3,1,63000,5,2,0,0,0,0,0,NA,0,0,12,12,80598,12883.5,0,0,0,2,48,0,1,NA,1
"17510",1,0,1,12,11,8,1960,2040,30,24500,2961,0,1,28000,9,2,0,0,0,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,37,0,0,1,0
"17515",0,1,0,7,5,7,1951,2080,39,NA,767,0,NA,44402.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,3,1,0,1,NA,0
"17516",0,0,1,16,7,10,1951,1399,39,40250,589,1,1,99750,12,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"17517",0,0,1,13,1,10,1955,2280,36,38500,1784,0,0,38500,11,2,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,2,14,0,1,1,0
"17521",1,1,0,12,7,7,1958,2300,32,32375,3016,0,1,50750,8,3,0,0,0,0,0,0,0,0,10,11,0,4375,0,0,0,3,3,0,1,1,0
"17524",1,1,0,16,6,9,1956,627,34,17500,3507,0,1,57750,10,2,0,0,0,0,0,0,0,0,11,7,NA,5250,0,0,0,2,22,0,0,1,0
"17541",0,0,1,12,11,8,1960,0,30,0,7110,2,1,102324.25,10,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"17581",0,0,1,17,7,11,1951,0,39,0,8701,0,0,1.75,10,3,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,4,4,0,0,1,0
"17586",0,1,0,12,8,8,1960,940,30,16170,6720,4,1,42315,15,3,0,0,0,0,0,NA,0,0,11,NA,NA,10997,0,NA,0,2,13,0,1,NA,1
"17591",0,0,1,17,11,11,1955,0,35,0,5859,2,1,370195,9,1,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,1,20,0,0,NA,1
"17606",1,0,1,11,8,11,1934,2000,56,22400,6076,0,1,52850,29,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,49,0,1,1,0
"17625",1,0,1,12,8,12,1958,2038,32,73500,1273,2,1,74200,8,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"17629",0,0,1,16,3,11,1951,0,40,0,3154,2,1,270200,11,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"17669",0,0,1,12,3,9,1956,750,35,14000,4119,2,1,82250,5,1,0,0,0,0,0,NA,0,0,10,11,6055,0,0,0,0,3,42,0,1,NA,1
"17699",1,0,1,15,10,12,1957,2000,33,NA,5022,0,0,207060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,2,21,1,1,NA,0
"17716",0,0,1,12,6,10,1946,1673,45,52500,6262,0,1,117250,13,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"17719",0,0,1,16,8,13,1960,2250,30,52500,7601,0,1,54950,11,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"17729",1,0,1,15,11,13,1945,4160,45,122500,5778,1,1,122500,21,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"17755",1,0,1,12,9,12,1945,2548,45,49000,2031,0,0,49000,18,5,0,0,0,0,0,0,0,0,5,NA,NA,0,0,NA,0,2,13,0,1,1,0
"17777",0,0,1,12,7,7,1964,790,26,5250,1253,1,0,19880,4,3,0,0,0,0,0,NA,0,0,12,12,0,14000,0,0,0,2,34,0,1,NA,1
"17778",0,0,1,12,4,12,1939,0,52,0,4098,0,1,64331.75,2,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"17786",1,0,1,14,2,9,1953,2000,38,66500,4065,0,1,84262.5,NA,2,0,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"17787",1,0,1,16,7,11,1957,3096,33,6209,4124,0,1,70000,9,3,0,0,0,0,0,0,0,0,16,17,0,51625,0,0,0,2,21,0,1,1,0
"17794",0,0,1,16,4,11,1952,2380,38,87500,846,1,NA,161700,15,1,0,0,0,0,0,NA,0,0,11,10,41125,0,0,0,0,2,48,0,1,NA,1
"17800",1,0,1,10,1,8,1940,2024,51,39317.25,3038,0,1,60420.5,NA,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"17802",1,0,1,12,4,9,1952,2134,39,38375.75,1950,2,1,42050.75,15,2,0,3458,3458,0,0,0,0,0,10,9,0,0,0,0,0,4,36,0,1,1,0
"17806",1,0,1,12,4,8,1935,1890,56,47916.75,7878,0,1,87204.25,32,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"17809",0,0,1,12,8,13,1963,0,27,0,4473,3,1,45031,3,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"17824",1,0,1,14,1,8,1949,0,42,0,5567,2,1,66500,7,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,0,0,1,0
"17831",1,0,1,12,9,10,1959,1632,31,12775,5956,0,0,13217.75,7,4,0,0,810.25,0,442.75,210,0,0,12,NA,NA,0,0,NA,0,2,22,0,1,1,0
"17834",1,0,1,17,3,9,1961,3000,30,84000,2104,0,1,149625,2,1,0,0,0,0,0,0,0,0,12,12,19250,15750,0,0,0,4,2,0,1,1,0
"17848",0,0,1,11,6,7,1938,0,53,0,8282,0,1,70000,3,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"17852",0,0,1,17,8,13,1930,2024,60,85750,2257,0,NA,128275,32,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"17863",1,0,1,12,2,10,1955,1880,36,52500,6454,2,1,87500,12,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"17875",1,0,1,17,12,9,1948,3019,42,59500,2035,3,1,61796,20,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"17889",0,0,1,12,5,11,1964,0,27,0,8232,2,1,63400.75,5,3,0,0,0,0,0,NA,0,0,12,9,21586.25,16450,0,0,0,2,34,0,0,NA,1
"17902",0,0,1,13,10,11,1965,2040,25,24500,4730,0,1,59762.5,2,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"17917",0,0,1,13,6,10,1964,2060,26,34825,4733,1,1,64004.5,5,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"17934",0,0,1,13,1,10,1950,1040,41,NA,7919,0,NA,32189.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,0
"17945",1,1,0,12,9,4,1954,2296,36,52500,982,2,1,87500,12,3,0,0,0,0,0,0,0,0,12,NA,NA,1006.25,0,NA,0,3,45,0,1,1,0
"17979",0,1,0,14,8,8,1951,1225,39,14875,1790,1,1,103218.5,NA,2,0,0,0,0,0,NA,0,0,14,NA,NA,0,0,NA,0,2,12,0,1,NA,1
"18003",1,0,1,12,11,10,1944,2064,45,64750,5621,0,1,112794.5,23,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"18022",1,0,1,12,9,11,1945,1998,45,66500,6358,0,1,81200,21,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"18027",1,0,1,16,10,12,1963,0,27,0,5714,0,NA,26250,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,1
"18049",1,0,1,11,11,6,1944,3500,46,22254.75,7499,0,1,84000,23,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"18052",1,1,0,12,10,6,1963,3211,27,43750,2225,1,1,78750,7,2,0,0,0,0,0,0,0,0,12,NA,NA,33250,0,NA,0,3,19,0,1,1,0
"18179",0,0,1,14,1,12,1958,0,33,0,540,0,1,43225,8,3,0,0,0,0,0,NA,0,0,12,12,0,77000,0,0,0,4,36,0,1,NA,1
"18193",0,0,1,11,10,12,1933,2000,57,35000,7398,1,0,44618,5,2,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,20,0,1,1,0
"18202",1,0,1,12,1,10,1962,2040,29,36750,6084,0,1,68250,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"18240",0,0,1,13,10,10,1964,0,26,0,3080,2,1,78750,2,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"18262",0,0,1,12,10,10,1964,1564,26,3487.75,5575,2,1,32434.5,6,3,0,0,0,0,0,NA,3913,0,9,12,0,0,0,0,0,1,37,0,0,NA,1
"18283",0,0,1,17,3,11,1952,912,39,12068,2698,2,1,101809.75,3,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"18286",0,0,1,8,1,3,1951,0,40,0,759,1,0,18193,NA,5,0,0,7665,0,3150,960,0,1620,NA,NA,NA,0,0,NA,0,3,41,0,0,1,0
"18287",1,0,1,16,4,10,1965,2480,26,115500,4952,0,1,159600,4,1,0,0,0,0,0,0,0,0,15,16,262500,8750,0,0,0,3,10,0,1,1,0
"18328",0,0,1,16,6,12,1954,1300,37,19867.75,7124,0,1,92832.25,11,3,0,0,0,0,0,NA,0,0,15,12,0,0,0,0,0,4,4,0,1,NA,1
"18349",1,0,1,10,6,10,1943,2448,47,58800,4540,0,1,66850,24,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"18354",1,0,1,17,1,10,1966,2080,25,36750,36,0,1,50312.5,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"18360",0,0,1,13,5,11,1962,2024,29,26250,7394,0,0,42157.5,10,3,0,0,0,0,0,0,0,0,10,10,28481.25,0,0,0,0,1,18,0,1,1,0
"18369",1,0,1,16,10,12,1941,4176,49,173250,2190,0,1,269876.25,25,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"18373",1,0,1,14,9,13,1957,2334,33,90573,6235,2,1,118650,12,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"18431",0,0,1,17,7,10,1954,1436,36,29750,7359,3,1,148750,7,1,0,0,0,0,0,NA,0,0,13,NA,NA,490,0,NA,0,2,40,0,1,NA,1
"18440",0,1,0,14,4,7,1959,2080,31,19250,12,0,1,47250,11,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"18453",0,0,1,12,12,10,1957,1500,33,5250,5266,2,1,37450,9,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"18457",1,0,1,13,1,6,1964,1992,27,31636.5,24,1,1,61509,3,2,0,0,0,0,0,0,0,0,8,5,33250,0,0,0,0,3,23,0,1,1,0
"18464",1,1,0,14,11,7,1959,3328,31,61250,5637,0,1,105000,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"18523",1,0,1,16,6,12,1950,2250,40,70000,5601,1,1,124250,16,2,0,0,0,0,0,0,0,0,12,17,31500,0,0,0,0,1,20,0,1,1,0
"18526",0,0,1,12,9,10,1953,1872,37,45500,1959,2,1,57312.5,12,2,0,0,0,0,0,NA,0,0,12,12,101500,0,0,0,0,3,39,0,1,NA,1
"18539",1,0,1,12,9,9,1936,2450,54,92750,5579,0,1,196232.75,30,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5,50,0,1,1,0
"18543",1,0,1,12,12,9,1954,2500,36,66500,3152,1,1,66500,13,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"18566",1,0,1,12,10,8,1964,1696,26,17500,2043,2,1,18942,3,3,0,1428,6678,0,0,3000,0,0,9,11,12299,18714.5,0,0,0,1,37,0,1,1,0
"18572",1,0,1,13,12,12,1946,2080,44,26250,3964,0,1,53781,17,3,0,0,0,0,0,0,0,0,NA,12,0,NA,NA,0,0,2,21,0,1,1,0
"18588",1,0,1,12,6,11,1946,2662,44,89250,4939,2,1,196574,20,1,0,0,0,0,0,0,0,0,14,NA,NA,15750,0,NA,0,2,21,0,1,1,0
"18603",0,1,0,12,12,10,1962,2024,28,14000,4276,1,0,14000,4,2,0,0,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"18604",0,0,1,17,2,11,1952,2600,39,126000,6981,0,0,126525,15,1,0,0,0,0,0,0,0,0,NA,17,80500,NA,NA,0,0,4,4,0,1,1,0
"18608",1,0,1,17,1,12,1956,2530,35,73500,1,2,1,86975,11,2,0,0,0,0,0,0,0,0,16,16,14000,0,0,0,0,4,46,0,1,1,0
"18620",1,0,1,12,12,0,1958,1914,32,21000,61,3,1,78925,8,2,15050,0,15050,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"18636",0,0,1,12,1,5,1966,1360,25,19250,8796,2,1,68250,1,1,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,2,34,0,1,NA,1
"18654",1,0,1,15,8,11,1944,2142,46,54250,2191,1,1,94850,22,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"18680",1,0,1,12,8,8,1945,2087,45,80500,1670,0,1,93187.5,21,1,437.5,0,437.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"18718",0,0,1,17,11,10,1951,756,39,8750,4072,2,1,145582.5,13,2,0,0,0,0,0,NA,0,0,16,16,0,0,0,0,0,1,6,0,1,NA,1
"18734",1,0,1,12,11,10,1951,2304,39,88025,8429,0,1,114450,15,2,0,0,0,0,0,0,0,0,10,NA,NA,NA,0,NA,0,4,4,0,1,1,0
"18742",1,1,0,12,3,4,1959,108,32,770,8831,2,0,15344,10,1,0,0,16779,0,0,1260,0,8328,12,NA,NA,28974.75,0,NA,0,4,4,0,0,1,0
"18759",1,0,1,17,1,8,1942,3443,49,84875,2822,0,1,130375,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"18773",1,0,1,12,10,8,1944,2856,46,75250,6989,3,1,96775,22,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"18775",0,0,1,12,8,10,1962,2090,28,23975,3508,2,1,51275,4,2,0,0,0,0,0,NA,0,0,11,11,41373.5,0,0,0,0,3,3,0,1,NA,1
"18780",1,0,1,12,2,10,1947,1984,44,53212.25,5992,1,1,87654,20,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"18790",1,0,1,14,10,13,1963,2244,27,62125,6086,2,1,97125,5,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"18837",0,1,0,12,12,9,1950,0,40,0,677,3,0,51933,1,3,0,0,5061,0,0,2892,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,1,0
"18841",0,0,1,16,7,13,1960,1960,30,47250,2795,0,1,84035,12,3,0,0,0,0,0,NA,0,0,14,14,0,0,0,0,0,4,4,0,1,NA,1
"18855",1,1,0,11,10,6,1964,1192,26,10218.25,9137,1,1,36181.25,2,4,0,3440.5,3440.5,0,0,0,0,0,8,NA,NA,7000,0,NA,0,1,31,0,1,1,0
"18865",1,0,1,16,1,10,1943,936,48,9100,6997,1,1,52836,19,2,0,8190,8190,0,0,0,0,0,12,12,0,0,0,0,0,1,18,0,0,1,0
"18875",1,0,1,12,11,9,1964,2080,26,31500,2926,3,1,49000,6,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"18884",0,0,1,9,5,3,1953,0,37,0,760,1,0,11285.75,4,3,0,0,3339,0,0,1908,0,0,NA,NA,NA,0,0,NA,0,3,41,0,0,1,0
"18892",1,0,1,13,8,12,1947,1980,43,70000,186,1,1,114583,18,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"18901",0,1,0,16,3,10,1945,1952,46,45500,4511,0,0,45500,23,3,0,0,0,0,0,0,0,0,7,NA,NA,2520,0,NA,0,3,39,0,1,1,0
"18907",0,0,1,13,12,11,1945,1913,45,12740,7759,2,1,27790,9,3,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"18927",0,0,1,16,11,11,1963,2205,27,50750,7610,0,1,114206.75,4,1,0,0,0,0,0,NA,0,0,17,16,16275,0,0,0,0,3,41,0,1,NA,1
