"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"64959",0,1,0,10,5,7,1932,952,52,4943.77001953125,457,0,1,40745.76953125,34,4,0.5,0,442,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"64977",0,0,1,12,1,8,1955,0,30,0,3749,2,1,66300,NA,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"64978",0,0,1,17,6,12,1955,1620,29,17680,4913,1,1,66742,4,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,14,16,33866.0390625,8234.4599609375,0,0,0,2,12,0,1,NA,1
"64988",1,0,1,16,2,10,1941,2055,44,43154.671875,5544,1,1,141440,25,3,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"64991",0,1,0,16,12,12,1959,520,25,0,1998,0,0,79339,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,0,0,NA,0,3,9,1,0,NA,0
"65004",0,0,1,14,6,12,1955,1984,28,46410,4175,0,1,93925,10,3,0.5,0,0,NA,NA,NA,NA,0,NA,17,16,0,0,0,0,0,4,4,0,1,NA,1
"65005",1,0,1,12,10,10,1941,NA,44,0,848,0,0,35919.12890625,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,8,0,733.719970703125,0,0,0,2,21,0,0,NA,0
"65047",0,0,1,14,11,12,1950,0,34,0,3074,2,1,59670,NA,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,9,8,41990,8177,0,0,0,3,45,0,0,NA,1
"65080",0,0,1,14,2,12,1932,2371,53,19448,1744,0,1,131746.9375,27,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"65134",1,0,1,16,12,7,1954,2892,30,59670,2071,1,1,101660,12,1,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"65146",1,0,1,12,12,10,1954,2550,30,18287.75,1037,2,1,39890.5,12,1,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"65152",0,1,0,12,1,10,1944,1976,41,27868.099609375,3932,1,1,85328.1015625,10,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"65173",0,0,1,15,10,12,1944,2259,40,72930,1190,3,1,149716.453125,18,2,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"65201",1,0,1,12,12,13,1953,2450,31,55250,3428,2,1,72267,14,1,0.699999988079071,0,0,0,0,0,0,0,0,12,12,0,46410,0,0,0,1,37,0,1,1,0
"65207",0,0,1,15,10,10,1954,1943,30,15470,1037,2,1,39890.5,12,1,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,12,NA,NA,18564,0,NA,0,4,5,0,1,NA,1
"65226",1,0,1,15,12,11,1925,1248,59,49645.44140625,125,1,1,49645.44140625,41,5,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"65238",1,0,1,12,12,8,1942,2936,42,NA,1263,0,0,75688.078125,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,1,20,0,1,NA,0
"65253",1,0,1,9,9,10,1941,2000,43,13260,5443,1,1,49725,24,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"65257",1,0,1,10,7,11,1959,80,25,NA,6534,0,0,45305,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,13,16,156910,4862,0,0,0,2,22,0,1,NA,0
"65294",0,0,1,16,10,11,1958,2525,26,33150,2246,0,0,35139,6,3,0.200000002980232,0,0,0,0,0,0,0,0,16,NA,NA,0,0,NA,0,3,9,0,1,1,0
"65298",1,0,1,NA,7,10,1941,NA,43,NA,4571,1,0,193817,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,0
"65299",1,0,1,12,7,12,1942,282,42,11050,6355,4,1,55152.76171875,NA,3,2.29999995231628,1027.65002441406,0,4375.7998046875,0,2552.55004882812,360,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"65319",0,0,1,12,9,11,1926,195,58,1182.34997558594,2627,0,0,5823.35009765625,20,3,0.200000002980232,0,0,1697.28002929688,0,0,768,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"65321",0,0,1,12,10,12,1945,1995,39,35360,3069,2,1,108033.640625,21,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"65337",1,1,0,12,2,8,1938,1785,47,34918,357,0,1,54808,30,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"65342",0,0,1,14,1,12,1941,1688,43,6630,5540,0,1,89394.5,20,1,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"65345",1,0,1,12,3,11,1951,2470,34,46410,3557,1,1,46410,13,2,0.5,0,0,0,0,0,0,0,0,NA,8,44200,NA,NA,0,0,2,48,0,1,1,0
"65354",1,0,1,14,7,10,1957,1570,27,26520,767,0,0,26528.83984375,9,1,0.699999988079071,0,0,0,0,0,0,0,0,12,12,53040,26520,0,0,0,2,34,0,1,1,0
"65364",1,0,1,15,9,13,1938,2510,46,53040,5849,4,1,97527.296875,25,3,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"65384",0,0,1,9,10,10,1958,NA,26,NA,6674,2,NA,26520,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0,NA,0,3,3,NA,NA,NA,0
"65392",0,0,1,17,6,11,1947,2600,37,NA,5547,0,0,82189.8984375,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,10,34255,0,0,0,0,1,31,0,1,NA,0
"65393",1,0,1,12,3,11,1960,470,25,3315,4040,2,1,17109.8203125,NA,3,0.800000011920929,0,8619,17907.630859375,0,0,2061,0,2142,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"65395",0,0,1,12,4,10,1959,1872,26,19890,1635,1,1,56355,8,3,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"65401",0,0,1,12,4,12,1950,1920,34,55250,400,3,1,138765.90625,16,4,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"65409",1,0,1,12,11,12,1955,1980,29,46410,840,1,1,48841,11,1,0.400000005960464,0,0,0,0,0,0,0,0,11,12,53040,19890,0,0,0,1,31,0,1,1,0
"65411",0,0,1,12,6,12,1935,1410,49,20780.630859375,5609,0,1,123965.53125,11,1,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"65423",0,0,1,17,11,13,1948,1396,36,28730,3822,2,0,88400,16,1,0.400000005960464,0,0,0,0,0,0,0,0,13,17,NA,28455.9609375,0,0,0,2,22,0,1,1,0
"65427",0,0,1,12,7,7,1943,2333,40,22100,4452,0,0,22100,20,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"65435",1,0,1,16,11,13,1946,2738,39,86190,3667,0,0,86190,21,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"65466",1,0,1,12,4,13,1926,1917,59,39780,3133,0,1,77460.5,41,1,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"65477",1,0,1,12,9,10,1926,2695,58,298350,1722,0,1,301665,40,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"65522",0,0,1,17,8,10,1956,2195,28,37570,2300,0,0,38564.5,10,1,0.300000011920929,0,0,0,0,0,0,0,0,12,16,12818,28730,0,0,0,3,23,0,1,1,0
"65533",1,0,1,14,5,8,1951,960,34,NA,4721,0,NA,232050,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,0,0
"65535",1,0,1,12,7,9,1932,3139,52,NA,3327,0,NA,260629.71875,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,0
"65552",1,0,1,12,6,10,1956,2100,28,NA,3586,3,NA,200005,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,25,0,1,0,0
"65564",1,0,1,14,3,11,1952,1976,33,66300,1909,2,1,66521,15,1,0.699999988079071,0,0,0,0,0,0,0,0,10,11,60775,29393,0,0,0,1,6,0,1,1,0
"65566",1,0,1,13,8,11,1940,1925,44,59670,6410,0,1,143208,26,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"65580",1,0,1,12,3,7,1954,1993,31,44200,29,0,0,44200,13,3,0.300000011920929,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,3,19,0,1,1,0
"65585",0,0,1,17,6,12,1949,1984,35,23205,4124,2,1,37349,10,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,10,12,NA,NA,NA,NA,0,3,17,0,1,NA,1
"65586",1,0,1,17,11,10,1950,1735,34,68510,4747,2,1,91715,7,1,0.5,0,0,0,0,0,0,0,0,13,17,NA,28455.9609375,0,0,0,4,46,0,1,1,0
"65598",1,0,0,9,9,7,1957,3038,27,59670,6459,2,1,63206,10,1,0.800000011920929,0,0,3147.0400390625,0,2652,224,0,0,8,5,21417.109375,11050,0,0,0,4,4,0,1,1,0
"65627",1,0,1,12,2,13,1947,2066,38,46410,3537,1,1,72543.25,18,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"65635",1,0,1,17,2,12,1953,2160,32,110500,5860,2,1,130390,12,2,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"65649",0,0,1,12,8,11,1951,1565,33,53703,2851,2,1,151716.5,19,2,0.5,0,0,NA,NA,NA,NA,0,NA,8,8,0,13260,0,0,0,3,45,0,1,NA,1
"65668",1,0,1,14,5,9,1947,2259,36,17991.609375,1476,2,1,23896.73046875,14,2,0.800000011920929,0,0,1405.56005859375,0,0,0,0,636,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"65670",0,0,1,13,1,10,1958,672,27,7140.509765625,1496,2,1,96126.15625,3,4,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,11,14,220779,0,0,0,0,3,42,0,1,NA,1
"65690",0,0,1,12,6,7,1958,200,26,1768,1401,0,NA,95914,NA,1,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,35,0,0,NA,1
"65711",0,0,1,12,4,11,1953,0,32,0,5861,1,1,24310,NA,1,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,13,NA,NA,39780,0,NA,0,1,29,0,0,NA,1
"65723",0,0,1,15,12,13,1952,240,32,4420,3360,2,1,139672,5,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,12,13,45775.73046875,0,0,0,0,3,17,0,1,NA,1
"65736",1,0,1,17,2,12,1949,1384,36,5949.31982421875,5821,2,1,70720,18,1,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"65740",1,0,1,12,11,10,1953,3224,31,20137.51953125,4253,1,1,44376.80078125,13,1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"65742",0,0,1,17,6,11,1947,308,37,4420,4161,3,1,86411,NA,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,28,0,0,NA,1
"65751",1,1,0,5,5,7,1930,NA,52,0,4824,1,NA,53932.83984375,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,0,NA
"65796",1,0,1,16,5,9,1934,3214,50,86190,1504,0,1,113815,32,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"65827",0,0,1,12,1,12,1928,1680,59,41990,3112,0,0,45747,15,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"65842",0,0,1,14,7,10,1952,2496,32,22100,4786,0,NA,66300,14,1,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"65850",1,0,1,12,12,7,1933,0,51,0,4626,0,1,60366.1484375,NA,1,0.600000023841858,0,0,13260,13260,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"65858",0,1,0,12,9,7,1940,2000,44,19890,4814,0,1,46410,26,4,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"65867",0,0,1,14,5,7,1950,192,34,2652,2625,1,1,88912.71875,7,3,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"65873",0,0,1,12,6,11,1928,0,56,0,385,0,1,95752.671875,NA,1,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"65879",1,0,1,12,8,10,1956,2916,28,46410,5450,3,1,46410,10,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"65896",0,0,1,14,12,12,1949,3378,35,8840,4667,3,1,52664.30078125,18,3,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,17,12,8287.5,41452.96875,0,0,0,2,34,0,1,NA,1
"65922",1,0,1,17,11,10,1943,2783,41,55250,4779,3,0,60399.30078125,23,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"65933",1,0,1,12,11,12,1957,3150,27,51051,4845,1,1,53371.5,9,3,0.600000023841858,0,2320.5,2320.5,0,0,0,0,0,NA,17,35360,NA,NA,0,0,3,19,0,1,1,0
"65935",0,0,1,12,4,10,1952,1740,33,50830,5074,2,1,106080,16,2,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"65953",1,0,1,14,6,13,1947,2500,37,88400,5539,0,1,194480,17,2,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"65955",0,0,1,7,5,10,1926,0,59,0,1175,0,NA,17136.33984375,NA,5,0.300000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,1
"65960",0,0,1,12,4,10,1941,1754,44,7072,1749,1,1,58631.30078125,26,4,0.800000011920929,0,729.299987792969,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"66021",0,0,1,14,11,11,1948,364,36,5067.52978515625,2258,3,1,98966.0078125,7,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"66028",0,0,1,13,4,12,1951,648,34,17680,1650,2,NA,219011,16,3,0.600000023841858,3315,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"66032",0,0,1,12,11,7,1951,0,33,0,2980,4,1,72267,NA,1,1.5,0,0,NA,NA,NA,NA,0,NA,8,NA,NA,0,0,NA,0,4,4,0,0,NA,1
"66055",1,0,1,13,12,12,1950,3060,34,0,1899,4,1,2.21000003814697,14,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"66116",0,0,1,12,5,9,1949,1213,35,NA,3061,0,0,49769.19921875,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,1,31,0,1,NA,0
"66135",0,0,1,14,12,9,1957,2064,27,35881.55859375,7000,2,1,74521.203125,10,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,12,10,50830,24310,0,0,0,6,NA,0,1,NA,1
"66167",0,0,1,12,3,11,1959,2098,26,55250,2252,0,0,55250,8,3,0.200000002980232,0,0,0,0,0,0,0,0,16,17,69601.7421875,19366.23046875,0,0,0,3,45,0,1,1,0
"66189",0,0,1,14,6,12,1938,2286,47,17680,5191,0,NA,91715,3,2,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"66201",0,0,1,10,6,8,1957,430,28,1768,2897,0,1,34918,NA,4,0.5,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"66244",0,0,1,14,2,13,1946,176,39,884,740,3,1,79339,5,3,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66245",0,0,1,12,1,11,1949,2044,36,41990,1136,1,1,68068,18,2,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,12,12,14188.2001953125,19890,0,0,0,4,11,0,1,NA,1
"66290",1,0,1,17,1,10,1948,2702,37,93041,6152,2,1,94588,19,1,0.5,0,0,0,0,0,0,0,0,NA,8,60333,NA,NA,0,0,2,13,0,1,1,0
"66313",0,0,1,14,12,10,1950,0,34,0,6110,3,1,102102,NA,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,12,0,0,0,0,0,2,26,0,0,NA,1
"66323",0,0,1,7,9,9,1944,2496,40,15470,6931,2,NA,53002.4296875,NA,NA,0.699999988079071,1547,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"66352",1,0,1,12,12,1,1949,1725,36,NA,4605,0,NA,73710.1328125,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,0
"66375",1,0,1,12,12,10,1948,1849,36,14365,3044,1,1,47736,NA,3,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"66391",0,0,1,13,8,10,1949,520,35,8840,4874,2,NA,73372,13,1,0.300000011920929,0,0,NA,NA,NA,NA,5746,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"66399",1,0,1,12,6,10,1953,2550,32,NA,4281,2,NA,22796.150390625,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,0,0
"66447",0,0,0,12,12,6,1959,275,25,4420,5056,3,1,51272,NA,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"66471",1,0,1,16,12,12,1944,2208,40,55250,586,3,1,92378,20,2,0.699999988079071,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,4,46,0,1,1,0
"66473",0,0,1,12,8,9,1931,2040,53,22984,6661,0,1,58123,35,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"66477",1,0,1,16,11,11,1953,1969,31,22321,187,1,1,39559,12,1,1,0,0,0,0,0,0,0,0,16,17,99450,21437,0,0,0,2,21,0,1,1,0
"66491",1,0,1,12,11,12,1944,2086,40,NA,131,0,0,71044.8671875,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,9945,0,NA,0,1,6,0,1,NA,0
"66496",0,0,1,17,1,12,1954,1960,31,55250,5243,2,1,83980,13,2,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,12,12,20685.599609375,0,0,0,0,3,3,0,1,NA,1
"66512",1,0,1,16,2,6,1952,1920,33,90610,2050,0,1,91604.5,15,3,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,3,41,0,1,1,0
"66514",1,0,1,15,9,11,1928,2070,56,121550,367,0,1,174590,38,1,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"66541",0,0,1,6,9,8,1936,0,48,0,2040,0,0,7611.240234375,NA,3,0.300000011920929,0,0,2585.69995117188,0,0,1170,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,1,0
"66544",1,0,1,16,5,12,1952,2059,33,34716.890625,4598,2,1,36312.51171875,10,1,0.400000005960464,0,1768,1768,0,0,0,0,0,12,12,97240,26520,0,0,0,4,36,0,1,1,0
"66554",1,0,1,14,7,11,1959,NA,25,NA,2655,2,1,78344.5,NA,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,68510,15105.349609375,0,0,1,2,14,NA,NA,NA,0
"66579",1,0,1,12,8,11,1955,2010,29,30940,461,2,1,30940,NA,2,1.29999995231628,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"66590",0,0,1,12,4,9,1949,1560,36,30940,5485,2,1,121550,18,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66597",1,0,1,12,10,11,1950,0,34,0,2224,1,1,18628.08984375,13,2,0.300000011920929,0,11892.009765625,18952.9609375,0,0,447,0,2748,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"66642",0,0,1,16,5,11,1930,2264,54,64090,3178,0,0,82433,25,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"66659",0,0,1,11,9,11,1956,1960,28,25096.759765625,1147,2,1,48191.26171875,5,2,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,12,11,25587.380859375,0,0,0,0,2,24,0,1,NA,1
"66689",1,0,1,17,4,10,1950,2470,35,221000,3860,0,0,235365,12,1,0.100000001490116,0,0,0,0,0,0,0,0,16,16,6630,7425.60009765625,0,0,0,4,4,0,1,1,0
"66694",1,0,1,12,2,11,1946,2304,39,66300,3639,1,1,126854,21,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"66732",0,0,1,14,9,8,1946,2499,38,16267.8095703125,1723,0,0,41978.94921875,16,3,0.200000002980232,0,0,0,0,0,0,1768,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"66740",0,0,1,12,5,9,1941,1776,43,39925.859375,86,0,0,50480.8203125,25,3,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,15470,0,NA,0,2,21,0,1,1,0
"66748",0,NA,NA,14,12,3,1942,NA,42,0,4048,0,NA,14088.75,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,0,NA,0
"66749",1,0,1,16,12,11,1948,3036,36,83980,3970,2,1,146865.546875,18,2,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"66762",1,0,1,7,5,9,1939,1877,45,26520,6931,2,1,53002.4296875,28,3,0.699999988079071,0,0,9361.5595703125,9361.5595703125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"66789",0,0,1,12,8,12,1954,0,30,0,3732,2,1,56987.05859375,NA,2,0.800000011920929,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"66796",1,0,1,14,1,11,1952,1840,33,30623.970703125,1234,0,1,73243.8203125,16,3,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"66799",0,0,0,12,3,7,1954,240,31,1856.40002441406,6517,3,1,39426.3984375,NA,1,1,0,0,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,0,4,4,0,0,NA,1
"66830",1,0,1,17,1,11,1949,2144,36,88400,372,1,1,158015,NA,2,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"66846",0,1,0,6,3,9,1941,0,44,0,510,2,NA,33150,NA,5,0.699999988079071,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"66910",0,0,1,17,7,9,1946,272,38,8840,123,2,NA,65155.21875,9,1,1,0,0,NA,NA,NA,NA,5193.5,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66919",1,0,1,12,4,7,1954,0,30,0,1506,3,1,10608,NA,3,0.600000023841858,0,0,17529.720703125,0,0,3132,0,4800,7,7,0,0,0,0,0,2,34,0,0,1,0
"66925",0,0,1,17,9,11,1949,3144,35,36562.23828125,5306,1,NA,126633,17,1,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"66930",0,0,1,13,3,9,1942,0,43,0,2433,0,NA,183872,NA,4,0.400000005960464,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"66932",1,0,1,12,7,9,1936,1932,47,80444,4887,2,1,100555,29,2,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"66939",0,0,1,17,1,12,1948,1094,36,1911.65002441406,953,2,1,228293,7,1,0.600000023841858,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"66943",0,0,1,12,5,11,1952,1953,32,57460,3970,2,1,146865.546875,14,4,0.600000023841858,5304,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"66951",0,0,1,16,6,10,1957,40,28,176.800003051758,5977,0,1,185242.203125,NA,3,0.5,0,5834.39990234375,NA,NA,NA,NA,0,NA,12,13,14482.1298828125,8274.240234375,0,0,0,5,50,0,0,NA,1
"66989",0,0,1,12,11,9,1939,438,45,2331.55004882812,3340,1,NA,91909.4765625,NA,1,0.699999988079071,0,12888.7197265625,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"67002",1,0,1,12,5,10,1927,1920,57,18080.009765625,721,0,1,40657.37109375,NA,2,0.400000005960464,0,229.839996337891,229.839996337891,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
