"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"22153",1,0,1,17,11,10,1924,2400,50,95030,559,0,1,98345,32,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,88,0,1,1,0
"22179",0,0,1,12,2,9,1934,1920,41,22542,2157,2,1,68952,21,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"22191",1,0,1,12,NA,13,NA,0,59,0,399,0,1,33874.87890625,39,0.300000011920929,13790.400390625,28217.279296875,14426.8798828125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,0,0,1,0
"22232",0,0,1,12,NA,10,NA,2000,29,NA,4082,0,NA,74698,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,10608,0,NA,0,3,42,NA,NA,NA,NA,NA,0
"22247",1,0,1,9,9,10,1944,2148,30,27474.720703125,4529,2,1,34104.71875,12,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,51,0,1,1,0
"22260",1,0,1,10,9,10,1918,2500,57,75140,5567,0,1,78676,38,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,33,0,1,1,0
"22270",1,0,1,8,12,11,1930,4116,44,57460,3039,0,1,81770,26,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"22271",1,0,1,10,NA,12,NA,NA,53,NA,2994,1,NA,94066.4375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,0,NA
"22281",1,0,1,6,NA,7,NA,2080,48,29145.48046875,1173,0,1,45433.1796875,31,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,62,0,1,1,0
"22290",1,0,1,16,3,8,1924,2196,51,61880,3260,1,1,80002,33,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,31,NA,85,0,1,1,0
"22312",0,0,1,12,NA,13,NA,2080,43,NA,350,0,NA,55250,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,0
"22321",1,0,1,16,2,NA,1948,2400,27,38896,3342,1,1,57460,9,3,0,0,0,0,0,0,0,7,8,42432,8398,0,0,0,3,45,NA,61,0,1,1,0
"22347",0,0,1,12,5,10,1928,180,47,5617.81982421875,4802,1,1,70720,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"22371",0,NA,NA,12,NA,12,NA,2020,25,13260,3151,0,NA,39293.80078125,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22372",1,0,1,12,2,11,1926,2350,49,84466.203125,2816,0,1,85836.3984375,27,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,92,0,1,1,0
"22374",1,0,1,17,6,10,1949,1890,25,35360,2161,0,1,68664.703125,7,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,87,0,1,1,0
"22404",1,0,1,16,2,11,1925,2614,50,79560,1335,1,1,81142.359375,30,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,71,0,1,1,0
"22407",0,0,1,12,12,8,1921,1344,54,14254.5,1029,0,1,80634.0625,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22415",0,0,1,8,7,5,1945,0,29,0,5294,4,1,39532.48046875,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"22462",0,0,1,14,1,9,1921,0,54,0,2073,0,1,104992.6796875,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22479",0,0,1,10,8,11,1923,0,52,0,390,0,1,60195.98046875,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22481",0,0,1,12,6,11,1920,0,54,0,4717,3,1,155053.59375,12,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"22489",0,0,1,17,1,13,1945,204,30,8840,3527,0,1,88731.5,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"22492",0,1,0,12,2,7,1932,1987,43,30940,2074,3,0,57742.87890625,16,0.600000023841858,0,17025.83984375,17025.83984375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"22500",1,0,1,NA,NA,9,NA,2395,30,NA,2916,0,NA,80028.5234375,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,0,0
"22544",1,1,0,15,6,9,1939,1671,35,66498.8984375,2077,2,1,66498.8984375,14,0.800000011920929,0,914.940002441406,0,0,207,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,55,0,1,1,0
"22566",1,0,1,12,8,10,1916,2450,58,79560,654,1,0,82212,30,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"22567",0,0,1,17,5,10,1929,NA,45,NA,1223,0,0,22073.48046875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"22574",1,0,1,8,8,7,1927,2576,47,52421.19921875,1386,0,1,137510.625,28,0.699999988079071,1768,1768,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,2,33,0,1,1,0
"22576",1,0,1,11,12,11,1916,1224,58,15470,1678,0,1,82433,40,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,81,0,1,1,0
"22591",0,0,1,12,2,11,1923,0,51,0,1983,2,1,122876,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"22603",1,1,0,12,12,12,1943,1494,31,48620,3178,2,1,57902,13,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"22615",0,0,1,12,4,8,1944,0,30,0,2876,2,NA,44200,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"22620",1,0,1,14,1,7,1938,2712,37,35360,5251,2,1,50609,19,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,87,0,1,1,0
"22631",0,0,1,12,3,12,1945,0,30,0,5372,3,1,40398.80078125,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"22633",0,0,1,12,5,10,1948,0,27,0,4506,2,1,44200,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"22705",1,0,1,17,4,13,1948,2466,27,51272,2947,2,1,62322,8,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"22728",1,0,1,5,4,6,1928,2940,46,35360,3038,0,1,48620,29,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"22753",1,0,0,13,9,9,1939,2402,35,65416,2333,2,1,69836,17,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,31,0,1,1,0
"22759",0,1,0,12,6,8,1942,2000,32,36686,1800,3,0,41194.3984375,11,0.800000011920929,0,0,0,0,0,6630,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"22767",0,0,1,7,8,9,1937,0,39,0,3437,1,1,398684,15,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22773",1,0,1,2,7,11,1943,2056,31,53924,956,2,1,61893.26171875,12,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"22795",1,0,1,12,3,11,1937,3417,38,35143.421875,4764,2,1,55183.69921875,19,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"22797",0,0,1,12,4,11,1935,0,40,0,4147,4,1,88842,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22806",1,0,1,14,6,10,1937,3875,38,54366,1726,0,1,56134,17,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,28,NA,61,0,1,1,0
"22829",1,0,1,17,2,7,1942,1976,33,66300,2481,1,1,117130,15,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,4,31,0,1,1,0
"22840",0,0,0,16,2,10,1935,400,40,11050,3206,2,1,119340,22,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22848",1,1,0,5,NA,7,NA,NA,51,NA,4553,2,NA,4862,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,0
"22920",0,0,1,12,4,13,1941,1952,33,28730,350,0,0,55250,14,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,12,NA,71,0,1,1,0
"22946",0,NA,NA,11,NA,10,NA,0,37,0,3259,4,NA,71162,14,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"22977",0,0,1,16,12,10,1932,0,43,0,1451,1,1,55692,16,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"23022",0,0,1,8,12,8,1915,0,59,0,1341,0,1,76908,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"23048",1,0,1,17,2,10,1939,2607,36,66300,3830,2,1,120666,15,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"23054",0,0,1,10,9,9,1932,0,42,0,3136,2,1,35978.80078125,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"23086",1,0,1,15,4,11,1949,2320,25,46785.69921875,2345,0,0,68602.8203125,8,0.200000002980232,0,0,0,0,0,0,0,16,NA,NA,87343.6171875,0,NA,0,4,46,NA,55,0,1,1,0
"23094",0,0,1,11,2,9,1926,0,49,0,4041,1,NA,110500,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"23106",0,1,0,5,NA,4,NA,0,60,0,5183,2,0,26670.279296875,NA,1.39999997615814,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,0,0,1,0
"23141",1,0,1,16,11,10,1941,2336,33,92820,131,4,1,97151.6015625,16,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,61,0,1,1,0
"23192",1,0,1,12,NA,12,NA,0,25,0,4832,2,1,18272.279296875,4,NA,17609.279296875,17609.279296875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,1,NA,1,0,1,0
"23197",1,0,1,16,1,10,1949,2050,26,74035,763,1,1,107185,8,0.400000005960464,0,0,0,0,0,0,0,12,8,39780,44200,0,0,0,3,35,NA,88,0,1,1,0
"23208",1,0,1,17,3,12,1949,2000,26,28730,5068,0,1,34476,8,0.699999988079071,0,0,0,0,0,0,0,15,16,88400,17680,0,0,0,2,12,NA,11,0,1,1,0
"23267",1,0,1,8,3,9,1940,1596,35,25194,1449,2,1,47890.69921875,17,0.699999988079071,548.080017089844,548.080017089844,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,55,0,1,1,0
"23324",1,0,1,13,NA,9,NA,3750,25,36686,2740,3,1,37128,7,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,92,0,1,1,0
"23334",1,0,1,16,8,10,1944,1295,30,30484.740234375,3761,0,1,82875,12,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"23352",1,0,1,12,6,7,1942,1935,32,53040,312,2,1,90610,15,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"23377",1,0,1,12,NA,8,NA,3864,29,53040,4311,3,1,53040,11,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,61,0,1,1,0
"23427",1,0,1,12,5,11,1934,2295,41,35360,4244,1,1,61106.5,23,0.5,1436.5,1436.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,3,69,0,1,1,0
"23442",1,0,1,12,NA,6,NA,2000,32,NA,319,2,NA,67184,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"23448",1,0,1,12,3,11,1931,2000,44,50830,2935,1,1,61716.4609375,26,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"23473",0,0,1,17,7,11,1915,NA,59,NA,2705,0,NA,32283.6796875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,2,34,NA,NA,NA,NA,NA,0
"23479",0,0,1,12,11,11,1950,0,25,0,860,2,1,75405.203125,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,3,10,NA,NA,NA,NA,NA,1
"23487",0,0,1,17,1,13,1941,0,34,0,160,3,1,110500,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"23489",0,0,1,14,NA,9,NA,2860,30,31178.6796875,2380,1,0,43758,12,0.400000005960464,0,0,0,0,0,3315,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,83,0,1,1,0
"23491",1,0,1,12,7,10,1941,1800,33,46255.30078125,2168,0,1,79705.859375,13,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,81,0,1,1,0
"23492",0,0,1,11,7,10,1936,2000,38,23426,4684,3,1,72046,11,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,11,9,0,0,0,0,0,3,39,NA,NA,NA,NA,NA,1
"23501",1,0,1,17,9,11,1919,1880,55,110500,1076,3,1,134155.84375,37,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,85,0,1,1,0
"23522",1,0,1,12,1,10,1928,2550,47,101660,2750,3,1,181220,29,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,51,0,1,1,0
"23524",1,0,1,17,11,12,1932,2265,41,123760,4399,2,1,141440,27,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"23657",1,0,1,17,4,11,1943,2250,31,53924,2661,1,1,56200.30078125,14,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,88,0,1,1,0
"23679",1,0,1,16,4,12,1925,2107,50,58344,902,2,1,69394,28,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,71,0,1,1,0
"23712",1,0,1,14,4,7,1941,4035,34,52111.80078125,2469,1,1,72054.84375,16,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,81,0,1,1,0
"23719",0,0,1,12,10,9,1930,256,44,6188,3616,0,NA,76024,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"23739",0,NA,NA,5,4,11,1917,0,58,0,974,0,NA,30418.439453125,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"23748",0,0,1,15,12,12,1910,0,60,0,3878,0,NA,202657,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"23753",0,0,1,14,1,12,1947,0,28,0,2650,1,1,83980,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"23776",0,1,0,4,11,0,1919,NA,55,NA,3198,0,NA,23337.599609375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,2,21,NA,NA,NA,NA,NA,0
"23855",1,0,1,12,4,11,1948,1240,27,47294,3742,0,0,47294,8,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,4,51,0,1,1,0
"23858",0,0,1,12,2,11,1939,0,36,0,4764,2,1,55183.69921875,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"23898",1,0,1,14,8,12,1949,2070,25,15470,3859,0,0,15470,7,1,0,0,0,0,0,0,0,12,14,77350,0,0,0,0,3,45,NA,51,0,1,1,0
"23904",1,0,1,12,8,11,1936,2750,39,81991,4147,4,1,88842,21,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,51,0,1,1,0
"23917",1,0,1,12,12,12,1937,3170,40,57994.8203125,2696,1,1,89558.0390625,22,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,32,0,1,1,0
"23933",1,0,1,10,NA,11,NA,2550,33,22100,5696,0,0,22100,13,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,21,0,1,1,0
"23941",0,1,0,17,11,10,1945,0,29,0,3514,3,1,64090,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"23955",0,0,1,12,5,12,1947,0,27,0,584,2,NA,47811.140625,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,13,12,59670,15470,0,0,0,2,34,NA,NA,NA,NA,NA,1
"23975",0,0,1,12,5,11,1949,0,25,0,4040,2,1,43758,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"23993",1,0,1,16,2,11,1938,2777,37,72439.3828125,3030,3,1,150280,19,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,88,0,1,1,0
"23996",0,0,1,8,5,10,1938,1296,36,9282,2877,4,1,55692,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"24034",1,0,1,NA,NA,10,NA,NA,29,NA,2107,1,NA,59272.19921875,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,0,0
"24035",0,0,1,17,2,10,1947,1200,28,33150,4342,0,NA,57950.62109375,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"24103",0,0,1,17,6,12,1934,3250,40,83980,2837,1,NA,229574.796875,19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,NA,1
"24105",1,0,0,13,5,9,1918,3315,56,145860,2147,0,1,193596,39,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,83,0,1,1,0
"24125",0,NA,NA,12,NA,10,NA,0,55,0,958,0,NA,114036,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"24129",1,0,1,12,11,11,1918,2233,56,78676,1477,0,1,108732,38,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,31,0,1,1,0
"24138",1,0,1,17,4,11,1942,2058,33,61880,676,1,1,61880,14,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"24143",1,0,1,16,1,11,1949,3430,26,66300,4015,0,1,112356.3984375,8,0.400000005960464,751.400024414062,751.400024414062,0,0,0,0,0,12,13,61880,33150,0,0,0,1,31,NA,61,0,1,1,0
"24153",1,0,1,12,9,10,1923,2112,51,83980,398,0,1,101660,33,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"24177",0,0,1,12,10,6,1949,0,25,0,611,2,1,53924,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"24183",0,0,1,12,6,10,1923,1920,51,31877.0390625,2535,0,1,81712.5390625,31,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"24245",1,0,1,12,8,10,1943,2295,31,53040,4432,2,1,71604,13,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,83,0,1,1,0
"24275",1,0,1,16,2,12,1947,1300,28,37570,3919,1,1,71604,10,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,87,0,1,1,0
"24292",1,0,0,16,3,6,1938,1994,37,77350,1676,3,1,77571,13,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"24311",1,0,1,12,1,9,1945,2256,30,61880,4407,1,1,77650.5625,12,0.5,1502.80004882812,1502.80004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,71,0,1,1,0
"24329",0,0,1,12,4,12,1949,0,25,0,2944,2,1,73372,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"24334",1,0,1,14,NA,9,NA,2200,26,NA,2782,0,NA,145824.640625,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,46410,0,NA,0,1,29,NA,NA,NA,NA,NA,0
"24343",1,0,1,12,10,10,1948,2000,26,50830,1706,3,1,51006.80078125,6,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,0,0,1,0
"24346",1,0,1,13,11,10,1944,2670,30,30940,2635,1,1,30940,12,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,3,16,NA,91,0,1,1,0
"24348",1,0,1,17,6,11,1948,2376,26,30940,2166,0,1,62543,1,0.300000011920929,0,0,0,0,0,0,0,16,16,61659,22984,0,0,0,3,41,NA,87,0,1,1,0
"24373",1,0,1,15,1,12,1928,1715,47,154700,161,1,1,225420,30,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,85,0,1,1,0
"24401",0,0,1,16,1,11,1941,2160,34,56576,1579,0,1,117572,10,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"24432",1,0,1,13,6,12,1919,1960,56,70720,1370,0,1,128957.921875,38,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,92,0,1,1,0
"24459",1,0,1,13,2,10,1933,2880,43,26520,5039,2,1,40902.6796875,25,0.800000011920929,1122.68005371094,1122.68005371094,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,3,NA,0,0,1,0
"24478",0,1,0,12,7,2,1939,NA,36,NA,192,4,NA,18731.9609375,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,5,7,0,6188,0,0,0,3,32,NA,NA,NA,NA,NA,0
"24506",0,0,1,13,5,10,1949,2000,26,35360,2274,1,1,141440,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"24541",1,0,1,14,7,11,1925,1690,49,75140,1723,4,1,158899,26,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,32,0,1,1,0
"24611",1,0,1,17,3,9,1947,1200,28,30940,4785,0,1,66300,10,0.699999988079071,0,835.380004882812,0,0,189,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,87,0,1,1,0
"24665",0,0,1,14,7,12,1937,0,36,0,4101,2,1,59590.44140625,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"24690",1,0,1,14,6,11,1938,2643,36,95030,2834,4,1,95295.203125,18,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,84,0,1,1,0
"24714",1,0,1,12,7,8,1949,2322,25,29985.279296875,3957,2,1,34405.28125,7,1,0,2448.67993164062,0,0,54,0,500,NA,NA,NA,NA,NA,NA,0,2,26,NA,81,0,1,1,0
"24717",1,0,1,11,NA,7,NA,2600,40,26520,5438,1,1,27846,22,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,4,NA,0,0,1,0
"24734",0,0,1,12,NA,10,NA,1040,40,15470,3571,2,NA,82654,22,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"24777",0,0,1,12,9,12,1934,2000,40,31382,1412,3,NA,107627,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"24801",0,0,1,17,5,10,1947,1120,27,44200,2789,0,NA,114920,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"24846",0,0,1,12,2,8,1929,1000,46,10608,3320,1,1,79118,28,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
