"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"3077",1,0,1,16,1,12,1928,2323,47,180336,90,1,1,200447,26,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,85,0,1,1,0
"3090",0,0,1,15,8,11,1946,0,28,0,1720,1,1,69283.5,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,12,59670,0,0,0,0,1,20,NA,NA,NA,NA,NA,1
"3098",0,0,1,12,2,13,1935,1960,40,NA,4109,0,0,79926.859375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,11,11,0,0,0,0,0,1,37,NA,NA,NA,NA,NA,0
"3099",0,0,1,14,11,12,1928,600,46,13260,90,1,1,200447,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3111",1,0,1,8,8,9,1924,3120,50,24946.48046875,4089,3,1,36098.140625,32,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"3127",1,0,1,10,12,10,1913,1400,60,16575,2140,0,1,22100,36,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"3132",1,1,0,3,9,7,1917,1880,58,29879.19921875,5077,1,1,29879.19921875,39,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,51,0,1,1,0
"3159",1,0,1,14,3,10,1950,4288,25,53040,256,0,0,53261,6,0.5,0,0,0,0,0,0,0,11,12,61880,0,0,0,0,1,31,NA,85,0,1,1,0
"3169",1,0,1,16,10,13,1918,2496,56,38414.21875,2294,0,1,93500.6796875,36,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,71,0,1,1,0
"3174",0,0,1,8,NA,12,NA,0,28,0,4792,5,0,34268.26171875,5,0.899999976158142,0,6709.56005859375,0,0,0,3315,1518,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,0,0,1,0
"3229",1,0,1,12,5,12,1924,2370,51,58344,2299,1,1,140003.5,33,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,43,0,1,1,0
"3253",1,0,1,12,9,11,1948,2200,26,26520,5139,2,1,27404,8,0.800000011920929,0,0,0,0,0,0,0,7,4,22100,0,0,0,0,4,4,NA,91,0,1,1,0
"3304",1,0,1,17,7,11,1918,3724,57,67626,2144,0,1,76908,39,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,88,0,1,1,0
"3344",1,0,1,16,NA,10,NA,1890,57,97240,932,0,1,102986,39,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"3392",0,0,1,12,4,12,1946,0,29,0,4266,1,1,86632,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"3412",0,0,0,14,1,12,1950,0,25,0,3833,1,1,77350,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,12,61769.5,33150,0,0,0,3,42,NA,NA,NA,NA,NA,1
"3426",0,0,1,14,12,12,1946,1940,27,28067,3243,2,0,34431.80078125,6,0.699999988079071,0,0,0,0,0,6630,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,33,0,1,1,0
"3435",0,0,1,NA,NA,7,NA,NA,51,NA,2479,0,NA,40297.140625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"3485",1,1,0,12,NA,9,NA,695,27,9326.2001953125,690,3,1,29057.080078125,5,1,0,21587.279296875,0,19730.880859375,420,0,0,NA,NA,NA,NA,NA,NA,0,2,12,4,71,0,1,1,0
"3488",0,0,1,17,9,11,1939,0,35,0,3218,3,1,113373,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3498",0,0,1,12,4,9,1919,0,56,0,2945,0,0,9034.48046875,4,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,0,0,1,0
"3505",0,NA,NA,12,NA,10,NA,0,48,0,5493,0,NA,66300,24,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"3513",0,0,1,8,3,7,1923,0,52,0,3083,1,1,57681,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"3532",0,0,1,12,10,11,1941,0,34,0,4329,5,1,121589.78125,1,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"3534",0,0,1,16,2,8,1942,1575,33,38308.140625,1053,2,1,201848.140625,11,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"3580",1,0,1,17,1,9,1923,2256,53,34918,1779,0,1,49946,31,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,87,0,1,1,0
"3582",1,0,1,17,9,9,1948,NA,26,NA,1066,0,1,100073.21875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,10,51828.921875,36442.8984375,0,0,0,2,24,NA,NA,NA,NA,NA,0
"3588",1,0,1,16,2,10,1947,3672,28,221000,4735,2,1,406640,10,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,61,0,1,1,0
"3591",0,0,0,12,11,8,1947,920,27,7956,2405,2,1,97284.203125,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3614",0,0,1,11,1,7,1927,0,48,0,4763,1,NA,81770,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"3646",0,0,1,11,12,10,1932,0,43,0,1061,3,1,77632.8828125,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"3672",0,0,1,12,9,9,1933,2000,41,19890,2737,3,1,93041,9,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"3676",1,0,1,17,6,11,1934,1484,41,83980,3399,2,1,112710,19,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,88,0,1,1,0
"3710",0,0,1,16,6,10,1948,1190,26,11721.83984375,3043,2,1,76916.84375,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3731",0,0,1,12,5,10,1916,0,59,0,4885,0,NA,76908,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6,NA,NA,NA,NA,NA,NA,1
"3759",0,0,1,12,11,10,1929,0,46,0,199,1,1,93858.703125,9,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"3760",1,NA,NA,9,1,8,1926,NA,49,NA,2942,0,NA,26520,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,0
"3772",0,0,1,17,1,10,1946,1578,29,48620,2107,1,0,59272.19921875,8,0.300000011920929,0,0,0,0,0,11050,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,87,0,1,1,0
"3780",1,0,1,13,6,10,1935,2080,37,33150,2853,1,1,33150,20,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,0,0,1,0
"3830",1,0,0,14,2,10,1936,1944,39,72046,3300,0,1,102986,19,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"3867",1,0,1,8,12,8,1920,1560,53,76377.6015625,4609,2,1,209950,35,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"3886",0,0,1,17,1,11,1947,0,28,0,3201,1,1,33450.55859375,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"3908",0,1,0,12,4,10,1922,1365,52,13702,1825,0,0,35625.19921875,33,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,16,NA,87,0,1,1,0
"3936",1,0,1,12,8,8,1920,1838,54,28730,1431,0,1,61880,36,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"3958",0,0,1,13,8,12,1948,0,26,0,3064,3,1,66746.421875,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"3959",1,0,1,12,8,10,1923,2865,51,49504,2535,0,1,81712.5390625,33,0.5,0,0,0,0,0,0,0,8,6,6630,0,0,0,0,2,34,NA,55,0,1,1,0
"3966",1,0,1,15,6,13,1947,2088,27,22661.33984375,1851,0,0,22661.33984375,9,0.5,0,0,0,0,0,0,0,16,NA,NA,30940,0,NA,0,4,4,NA,33,0,1,1,0
"3980",1,0,1,10,7,10,1937,1895,38,67626,464,4,1,152074.515625,20,1.29999995231628,6002.35986328125,6002.35986328125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,32,0,1,1,0
"4003",0,NA,NA,11,NA,8,NA,0,28,0,3689,4,NA,101660,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4081",1,0,1,16,6,10,1946,2490,28,103870,2507,1,1,110566.296875,11,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,31,0,1,1,0
"4116",1,0,1,13,2,8,1935,2080,40,61880,756,2,1,77433.9765625,21,0.5,0,13366.080078125,13366.080078125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,92,0,1,1,0
"4142",0,1,0,11,9,2,1914,280,58,884,1331,0,1,32637.279296875,1,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"4144",1,0,1,7,1,11,1926,1837,49,66423.7578125,3425,0,1,85429.7578125,26,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,34,4,92,0,1,1,0
"4151",0,1,0,12,7,7,1935,2000,39,23629.3203125,5551,1,1,67816.0625,21,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4157",1,0,1,17,9,8,1948,2936,26,42874,2747,0,1,76908,6,0.5,0,0,0,0,0,0,0,12,12,0,0,0,0,0,1,20,NA,55,0,1,1,0
"4171",0,0,1,17,1,12,1931,1080,42,61880,161,1,1,225420,11,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4172",0,0,1,10,2,10,1921,2562,54,8910.7197265625,2395,1,0,21640.3203125,9,0.5,0,12729.599609375,12729.599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"4188",0,NA,NA,16,NA,11,NA,400,31,4862,4538,1,NA,66521,11,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"4193",1,1,0,14,9,10,1922,1840,53,17238,960,1,1,26078,34,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"4249",1,0,1,15,5,11,1947,2360,28,42874,4960,2,1,76466,10,0.699999988079071,3536,3536,0,0,0,6630,0,12,NA,NA,30228.380859375,0,NA,0,2,13,NA,51,0,1,1,0
"4265",0,0,1,6,6,9,1924,0,50,0,1593,0,NA,12672.1396484375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4267",0,0,1,12,12,10,1947,0,27,0,4735,2,1,406640,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,17680,0,NA,0,1,29,NA,NA,NA,NA,NA,1
"4273",0,NA,NA,16,NA,13,NA,0,33,0,4848,0,NA,24310,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,1
"4283",1,0,1,17,3,11,1942,2408,33,60996,1579,0,1,117572,10,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"4377",0,0,1,16,1,12,1950,2216,25,38012,4946,0,0,38012,3,0.200000002980232,0,0,0,0,0,0,0,12,12,79560,0,0,0,0,3,3,NA,87,0,1,1,0
"4397",1,0,1,11,7,8,1940,2800,35,23426,76,2,1,23426,16,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"4437",1,0,1,14,4,9,1920,1929,54,53040,3063,0,1,141440,33,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,30,0,1,1,0
"4438",1,0,0,12,8,10,1949,1920,25,53040,5305,2,1,53040,7,1,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,4,NA,85,0,1,1,0
"4442",0,0,1,12,4,11,1922,1248,52,11063.259765625,1936,0,1,25220.51953125,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"4453",0,0,1,7,6,8,1917,1907,57,46410,4219,0,0,46410,40,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"4478",1,0,1,12,7,10,1947,3120,27,30321.19921875,2142,2,1,40885,9,1,0,0,0,0,0,1105,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"4490",0,1,0,8,5,7,1924,0,49,0,5470,9,0,30940,17,2.40000009536743,0,24928.80078125,0,9282,1140,0,2400,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,0,0,1,0
"4529",0,0,1,14,12,12,1941,1952,33,28730,592,1,0,53906.3203125,14,0.5,0,2413.32006835938,2413.32006835938,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,86,0,1,1,0
"4551",0,0,1,12,5,12,1927,1920,45,39780,897,1,0,44023.19921875,26,0.5,0,0,0,0,0,3315,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,44,0,1,1,0
"4595",1,0,1,8,NA,10,NA,2678,46,37128,3662,0,1,80002,29,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"4597",1,0,1,13,12,13,1926,2820,48,48222.19921875,5539,1,1,129064,29,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,71,0,1,1,0
"4603",1,0,1,12,7,8,1942,2295,33,44200,4502,1,1,59670,15,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"4611",0,0,1,12,NA,9,NA,1984,31,17680,4784,2,0,19669,8,0.699999988079071,0,0,0,0,0,1105,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,71,0,1,1,0
"4632",1,1,0,17,10,13,1926,2573,48,132600,4474,2,1,143208,26,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"4693",1,0,1,11,6,11,1928,2115,46,60554,4757,0,1,63099.921875,28,0.400000005960464,2545.919921875,2545.919921875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"4696",1,0,1,8,12,10,1917,2080,57,14404.7802734375,1857,0,1,31218.4609375,39,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"4768",1,1,0,11,11,7,1936,3943,37,22984,1531,2,1,44111.6015625,20,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,61,0,1,1,0
"4801",0,0,1,13,6,7,1940,0,34,0,4653,5,NA,16354,15,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"4818",0,0,1,12,3,8,1933,1920,42,42432,4202,1,0,56858.87890625,9,0.200000002980232,0,0,0,0,0,17680,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,91,0,1,1,0
"4842",1,0,1,8,NA,6,NA,2484,60,25834.900390625,1089,3,1,63382.80078125,42,0.699999988079071,0,15912,0,0,0,0,3600,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,0,0,1,0
"4855",0,0,1,13,11,8,1949,0,25,0,1067,1,1,47647.6015625,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,8,8,32632.859375,1613.30004882812,0,0,0,2,24,NA,NA,NA,NA,NA,1
"4857",1,0,1,14,10,11,1945,720,29,NA,1498,0,1,72930,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,28730,0,NA,0,4,4,NA,NA,NA,NA,NA,0
"4858",1,0,1,12,9,8,1914,1377,60,26520,3394,0,1,40001,41,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,61,0,1,1,0
"4861",0,0,1,12,6,6,1918,2000,55,13370.5,1089,3,NA,63382.80078125,27,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"4876",0,0,1,12,5,11,1943,2754,31,23001.6796875,1155,1,1,53499.6796875,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4920",1,0,1,12,5,10,1921,3315,54,78043.9375,3882,1,1,163743.3125,36,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"4961",0,0,1,17,7,12,1931,180,43,6188,3204,2,1,127914.796875,16,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"4967",0,0,1,8,NA,7,NA,0,51,0,1211,0,0,12464.400390625,10,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,0,1,0
"4987",1,0,1,10,7,7,1917,1840,58,57460,3083,1,1,57681,34,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,92,0,1,1,0
"5064",0,NA,NA,12,NA,11,NA,1200,35,7072,1521,3,NA,117572,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,NA,1
"5082",1,0,1,12,NA,12,NA,2400,45,31824,1106,0,0,97461,27,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,11,0,1,1,0
"5094",0,0,1,17,9,9,1948,2058,27,50830,4889,0,1,61438,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,12,15,187850,25636,0,0,0,2,12,NA,NA,NA,NA,NA,1
"5097",0,0,1,12,10,12,1937,0,37,0,603,1,1,86190,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"5121",1,0,1,12,5,12,1929,3835,46,66631.5,4546,6,1,87356.8828125,27,1.29999995231628,0,0,0,0,0,6630,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,85,0,1,1,0
"5142",0,0,1,10,6,11,1929,0,45,0,1115,1,NA,68306.6796875,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"5144",0,0,1,12,4,13,1934,0,40,0,2900,3,1,82300.3984375,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"5163",1,0,1,16,4,12,1945,2268,29,30056,1454,0,1,60112,12,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,28,NA,85,0,1,1,0
"5188",1,0,1,16,8,7,1946,2375,28,119340,2175,2,1,132600,8,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,61,0,1,1,0
"5191",1,0,1,10,12,11,1926,2420,48,51272,402,0,1,142545,31,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,3,32,0,1,1,0
"5252",0,0,1,12,3,12,1931,0,44,0,1051,4,NA,78353.34375,17,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"5300",0,0,1,17,11,11,1931,2000,41,27404,470,0,1,142058.796875,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"5301",0,0,1,12,4,8,1936,1960,38,28730,2742,1,1,57460,19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5347",0,0,1,10,2,11,1942,160,33,1414.40002441406,4935,6,1,42891.6796875,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"5366",1,0,1,12,1,10,1934,3000,40,70720,1450,4,1,94146,22,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,55,0,1,1,0
"5380",0,1,0,12,11,9,1941,1396,33,29614,801,3,0,45048.640625,12,NA,0,9715.16015625,0,0,600,0,1598,NA,NA,NA,NA,NA,NA,0,1,29,NA,92,0,1,1,0
"5382",0,0,1,15,7,9,1942,0,31,0,4919,1,1,60333,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"5487",0,0,1,9,11,10,1939,1260,35,13260,2741,3,1,66600.5625,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5638",0,0,1,14,10,11,1928,1248,46,22100,3648,0,1,179010,16,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"5689",1,0,1,17,4,12,1938,4032,37,441995.59375,621,4,1,441995.59375,11,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,86,0,1,1,0
"5695",0,0,1,17,7,12,1938,454,36,4755.919921875,4548,0,0,4755.919921875,11,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,87,0,1,1,0
"5702",1,0,1,16,12,12,1947,2291,27,59228,4092,0,0,60112,7,0.200000002980232,0,0,0,0,0,0,0,12,12,66300,14586,0,0,0,2,34,NA,44,0,1,1,0
"5712",1,0,1,16,2,11,1921,1850,54,55692,2525,3,1,107326.4375,28,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,55,0,1,1,0
"5715",0,0,1,14,1,10,1936,1890,39,39028.6015625,1351,2,0,53473.16015625,16,0.400000005960464,0,0,0,0,0,17680,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"5736",1,0,1,14,11,12,1946,2000,28,54366,3972,3,1,82654,9,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,33,0,1,1,0
"5743",1,0,1,17,2,9,1934,2624,41,134810,4472,4,1,135031,13,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"5766",0,1,0,NA,NA,12,NA,NA,59,NA,2601,0,NA,108732,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"5784",0,0,1,12,9,10,1928,3691,46,46162.48046875,4144,1,0,63594.9609375,22,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,92,0,1,1,0
"5809",1,0,1,14,4,10,1924,2250,51,79560,3538,0,1,79560,33,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,92,0,1,1,0
"5810",0,0,1,11,8,9,1932,80,42,327.079986572266,972,1,1,50891.87890625,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5841",1,0,1,12,8,8,1941,1968,34,24420.5,1804,3,1,33481.5,16,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,84,0,1,1,0
"5850",0,0,1,12,10,9,1935,1680,39,35360,5466,1,1,119340,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"5868",1,0,1,16,3,10,1946,2080,28,28363.140625,1166,2,1,59466.6796875,11,1,0,0,0,0,0,0,0,11,5,15470,12376,0,0,0,3,32,NA,92,0,1,1,0
"5890",0,0,1,12,12,10,1946,1960,28,26520,3551,0,NA,59404.80078125,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"5926",0,NA,NA,12,9,10,1937,96,38,1768,5218,2,NA,201110,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"5947",0,1,0,9,5,8,1921,364,54,1379.0400390625,734,0,1,30993.0390625,26,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5963",1,0,1,16,4,10,1919,2430,56,79560,3122,0,1,164866,33,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,62,0,1,1,0
"5973",0,1,0,11,1,7,1924,496,52,4420,1537,0,1,71250.3984375,33,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5983",1,0,1,12,12,8,1945,1300,29,24310,857,2,1,24752,7,1,0,830.960021972656,0,0,188,0,0,12,4,46410,0,0,0,0,3,42,NA,81,0,1,1,0
