"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"64337",1,0,1,16,11,11,1923,NA,2750,48,99960,3630,2,1,147588,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"64343",1,0,1,8,NA,7,NA,NA,2200,47,76510.5625,1363,3,1,128319.2421875,1,1434.71997070312,1434.71997070312,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,1,32,0,1,1,0
"64350",1,0,1,14,12,5,1937,NA,3640,33,25401.599609375,2817,4,1,25695.599609375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,61,0,1,1,0
"64383",0,0,1,17,1,12,1930,NA,0,41,0,2219,2,1,122715.6015625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"64396",0,1,0,12,11,8,1943,NA,0,27,0,2255,3,0,15517.3203125,1,0,18063.359375,0,0,552,1470,2520,NA,NA,NA,NA,NA,NA,0,4,4,NA,86,0,1,1,0
"64464",0,0,1,13,3,11,1934,NA,200,37,1105.43994140625,2921,3,NA,109279.796875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"64484",1,0,1,10,10,6,1934,NA,2040,36,50515.078125,4645,7,1,72782.640625,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"64501",1,0,1,8,11,9,1926,NA,2940,44,64680,1520,2,1,77322,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,44,0,1,1,0
"64532",1,0,1,NA,NA,NA,NA,NA,840,28,NA,3848,1,NA,21179.759765625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,0,0
"64536",1,0,1,7,NA,7,NA,NA,1600,51,2940,134,0,0,11371.919921875,0.400000005960464,0,1411.19995117188,0,0,240,0,0,NA,NA,NA,NA,NA,NA,0,3,32,4,NA,0,0,1,0
"64566",0,1,0,12,7,5,1912,NA,75,52,441,2284,0,1,19257,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"64593",0,0,1,12,9,10,1917,NA,0,53,0,887,0,1,66220.5625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"64645",0,0,1,8,2,11,1920,NA,0,50,0,1456,1,1,56212.80078125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"64659",0,0,1,12,4,10,1925,NA,960,46,8820,3080,0,0,19968.48046875,1,7620.47998046875,7620.47998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,11,0,1,1,0
"64672",0,1,0,17,11,12,1929,NA,1904,37,54684,2634,0,0,54684,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,87,0,1,1,0
"64674",0,0,1,12,NA,10,NA,NA,1570,30,6468,3016,3,0,22344,1,0,0,0,0,0,14700,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,86,0,1,1,0
"64691",0,0,1,17,7,11,1944,NA,2400,26,33833.51953125,3508,0,1,112749,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"64758",0,NA,NA,10,6,11,1935,NA,1750,35,18816,1205,3,NA,105840,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"64769",0,0,1,11,2,10,1940,NA,512,31,5292,142,1,0,29988,0.5,0,14112,14112,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,0,0,1,0
"64773",0,0,1,8,1,9,1911,NA,2000,60,8820,3142,0,1,77016.2421875,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64794",1,0,1,12,2,12,1924,NA,3315,47,64680,4594,0,1,77616,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"64802",0,0,1,12,6,10,1927,NA,0,44,0,3228,1,1,75969.6015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64821",0,0,1,12,NA,7,NA,NA,NA,26,NA,2187,6,NA,79027.203125,1.79999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"64839",0,0,1,12,9,10,1927,NA,1680,44,15876,3753,0,1,82320,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"64841",0,0,1,11,5,9,1924,NA,2592,47,12936,3686,0,0,29282.400390625,0.300000011920929,0,0,0,0,0,14700,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,61,0,1,1,0
"64850",0,1,0,11,2,3,1927,NA,1880,44,29670.48046875,1058,0,0,29670.48046875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,3,86,0,1,1,0
"64860",0,0,1,17,5,11,1933,NA,1600,37,47040,133,1,1,212268,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"64910",0,0,1,12,11,12,1929,NA,0,41,0,356,2,1,273420,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"64928",1,0,1,12,1,11,1942,NA,NA,29,NA,1321,0,NA,141866.765625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,69172.3203125,0,0,0,0,4,46,NA,NA,NA,NA,NA,0
"64933",1,0,1,12,NA,8,NA,NA,2440,48,68496.1171875,2413,3,1,72435.71875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,55,0,1,1,0
"64959",0,1,0,10,5,7,1932,NA,1600,39,20580,3298,1,1,48216,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"64988",1,0,1,16,2,10,1941,NA,2131,30,56742,2513,2,1,56742,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,88,0,1,1,0
"65005",1,0,1,12,10,10,1941,NA,NA,30,NA,1729,1,0,75787.3203125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,8,40572,1764,0,0,0,2,21,NA,NA,NA,NA,NA,0
"65034",1,1,0,11,NA,5,NA,NA,2232,55,70560,2861,1,1,102900,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,4,32,0,1,1,0
"65080",0,0,1,14,2,12,1932,NA,1040,39,9408,669,2,1,79968,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"65152",0,1,0,12,1,10,1944,NA,0,27,0,4144,2,1,59388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"65173",0,0,1,15,10,12,1944,NA,615,26,10584,1931,1,1,65709,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"65226",1,0,1,15,12,11,1925,NA,3050,46,115836,3114,3,1,161406,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,44,0,1,1,0
"65238",1,0,1,12,12,8,1942,NA,1520,28,NA,3577,0,0,128630.8828125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,12,12,40430.87890625,0,0,0,0,1,20,NA,NA,NA,NA,NA,0
"65260",1,0,1,17,3,12,1918,NA,0,53,0,12,1,1,58176.71875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,0,0,1,0
"65261",1,0,1,8,NA,10,NA,NA,960,60,9584.400390625,3629,0,1,81261.6015625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,1,NA,0,0,1,0
"65271",0,0,1,13,3,11,1913,NA,1736,58,34104,4299,0,0,38337.6015625,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,71,0,1,1,0
"65299",1,0,1,12,7,12,1942,NA,1800,29,51508.80078125,4839,5,1,51508.80078125,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"65301",0,0,1,11,4,0,1921,NA,200,49,2940,1059,0,NA,85260,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"65319",0,0,1,12,9,11,1926,NA,21,44,270.480010986328,1620,2,1,56483.28125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"65321",0,0,1,12,10,12,1945,NA,1680,25,16464,2591,2,1,60564,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"65337",1,1,0,12,2,8,1938,NA,2000,33,44840.87890625,3054,0,1,71300.8828125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"65342",0,0,1,14,1,12,1941,NA,0,30,0,2368,3,1,58800,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"65364",1,0,1,15,9,13,1938,NA,2355,32,54684,762,2,1,56530.3203125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,61,0,1,1,0
"65411",0,0,1,12,6,12,1935,NA,0,35,0,4667,2,1,65738.3984375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"65427",0,0,1,12,7,7,1943,NA,680,26,6491.52001953125,4731,1,1,31187.51953125,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"65466",1,0,1,12,4,13,1926,NA,1920,45,46452,637,2,1,77616,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,86,0,1,1,0
"65477",1,0,1,12,9,10,1926,NA,2600,44,99960,4413,3,1,100077.6015625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,71,0,1,1,0
"65524",1,0,0,12,NA,NA,NA,NA,2016,30,47040,3532,0,0,47040,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,1,31,NA,31,0,1,1,0
"65566",1,0,1,13,8,11,1940,NA,2132,30,56547.9609375,2801,2,1,62980.6796875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,92,0,1,1,0
"65575",1,0,1,12,NA,11,NA,NA,2400,27,22050,3181,0,1,31928.400390625,0.400000005960464,940.799987792969,940.799987792969,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,51,0,1,1,0
"65592",0,0,1,12,12,8,1919,NA,822,51,2357.8798828125,396,1,0,12941.8798828125,0.5,0,10584,10584,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,83,0,1,1,0
"65599",1,0,1,9,NA,10,NA,NA,1920,58,26224.80078125,4666,0,1,71442,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,51,0,1,1,0
"65687",1,0,1,12,2,8,1915,NA,2352,56,73500,292,1,1,73500,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,30,0,1,1,0
"65751",1,1,0,5,5,7,1930,NA,2450,41,64092,389,4,1,94668,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"65765",0,NA,NA,11,NA,3,NA,NA,0,54,0,3281,0,NA,29282.400390625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"65796",1,0,1,16,5,9,1934,NA,2150,37,67361.28125,4544,4,1,116253.4765625,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,62,0,1,1,0
"65797",1,0,1,16,3,12,1923,NA,1840,48,199920,1112,1,1,203448,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,0,1,1,0
"65827",0,0,1,12,1,12,1928,NA,0,43,0,4211,0,1,80067.9609375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"65858",0,1,0,12,9,7,1940,NA,0,31,0,1472,2,1,35280,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"65873",0,0,1,12,6,11,1928,NA,0,42,0,2778,2,1,67767,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"65922",1,0,1,17,11,10,1943,NA,2014,27,43071,1522,3,1,61281.359375,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,71,0,1,1,0
"65955",0,0,1,7,5,10,1926,NA,240,44,9996,2143,1,NA,37543.80078125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"65960",0,0,1,12,4,10,1941,NA,2125,30,20580,647,3,1,55860,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"65980",0,0,1,17,11,NA,1945,NA,800,26,22344,2363,1,1,75999,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,1
"66086",0,0,1,13,4,12,1946,NA,0,25,0,1,1,1,164640,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"66132",1,1,0,6,1,9,1917,NA,2080,55,18081,2137,5,1,21309.119140625,1.39999997615814,0,6632.64013671875,0,0,1128,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,51,0,1,1,0
"66164",0,0,1,12,8,11,1920,NA,3150,50,30693.599609375,1203,0,0,30693.599609375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,4,87,0,1,1,0
"66244",0,0,1,14,2,13,1946,NA,480,25,2058,1039,2,1,56742,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"66261",0,0,1,1,10,10,1914,NA,0,57,0,2083,0,1,74676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"66275",0,0,1,16,4,11,1923,NA,0,47,0,304,1,NA,116729.7578125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"66314",0,0,1,12,3,13,1917,NA,0,54,0,3429,0,NA,81144,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"66367",1,1,0,NA,NA,NA,NA,NA,2080,25,17640,4658,0,1,41160,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,30,0,1,1,0
"66390",1,0,1,16,NA,10,NA,NA,2617,33,69384,1428,3,1,80556,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"66448",1,1,0,15,NA,NA,NA,NA,2058,31,52920,3895,0,1,76440,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,44,0,1,1,0
"66466",0,0,1,11,4,9,1924,NA,2000,47,29435.279296875,4691,2,1,122439.2421875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"66471",1,0,1,16,12,12,1944,NA,540,26,8820,4096,0,1,58800,0.699999988079071,0,0,0,0,0,0,0,12,NA,31146.359375,0,0,0,0,2,21,NA,NA,1,0,1,0
"66473",0,0,1,12,8,9,1931,NA,338,39,4586.39990234375,1217,1,1,63386.3984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"66481",0,0,1,12,10,12,1934,NA,0,37,0,474,2,1,77028,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"66491",1,0,1,12,11,12,1944,NA,2040,26,NA,3313,0,0,57341.76171875,0.5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,15681.9599609375,0,NA,0,1,6,NA,NA,NA,NA,NA,0
"66514",1,0,1,15,9,11,1928,NA,2151,42,112308,4130,4,1,124068,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,85,0,1,1,0
"66541",0,0,1,6,9,8,1936,NA,0,34,0,2482,3,NA,97461,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"66551",1,1,0,3,NA,6,NA,NA,2000,57,NA,2794,0,NA,33398.3984375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,NA,0
"66564",1,0,1,8,1,9,1917,NA,2107,54,58359,937,0,1,70119,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,55,0,1,1,0
"66574",1,0,1,12,5,9,1914,NA,3672,56,44982,3194,1,1,44982,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,61,0,1,1,0
"66577",0,0,1,15,NA,12,NA,NA,0,38,0,3612,3,NA,79391.7578125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"66593",1,0,1,8,9,9,1922,NA,2000,48,58800,3027,2,1,92668.796875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,33,0,1,1,0
"66642",0,0,1,16,5,11,1930,NA,1875,40,17640,2425,3,NA,120540,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"66672",0,0,1,8,11,8,1930,NA,520,39,4851,4561,5,1,95826.359375,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"66697",0,NA,NA,6,NA,5,NA,NA,0,53,0,939,0,NA,32916.23828125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"66736",0,0,1,9,5,10,1921,NA,480,48,3234,1343,0,1,78204,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"66740",0,0,1,12,5,9,1941,NA,1600,29,28882.560546875,1535,3,0,41936.16015625,0.800000011920929,4233.60009765625,4233.60009765625,0,0,0,8820,0,12,NA,NA,0,0,NA,0,2,21,NA,33,0,1,1,0
"66754",0,0,1,12,8,9,1918,NA,0,53,0,4622,1,1,164640,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"66762",1,0,1,7,5,9,1939,NA,2000,32,29400,3029,0,0,29400,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"66827",0,0,1,NA,11,7,1910,NA,0,60,0,2481,0,0,30964.080078125,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,0,1,0
"66841",0,0,1,12,3,11,1924,NA,0,46,0,235,0,1,73870.4375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"66846",0,1,0,6,3,9,1941,NA,96,30,705.599975585938,2736,1,NA,30058.560546875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"66921",1,1,0,12,NA,9,NA,NA,2390,26,34692,3174,2,1,34692,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,91,0,1,1,0
"66926",0,0,1,8,7,9,1916,NA,64,53,529.200012207031,191,2,NA,156096.359375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"66930",0,0,1,13,3,9,1942,NA,0,29,0,2161,3,NA,158172,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"66932",1,0,1,12,7,9,1936,NA,1960,34,64680,2439,2,1,143295.59375,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,55,0,1,1,0
"66981",1,0,1,16,3,11,1922,NA,2124,48,182280,1618,7,1,189271.3125,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,62,0,1,1,0
"66985",1,0,1,8,9,11,1912,NA,2205,58,53184.6015625,2234,2,1,60240.6015625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,30,0,1,1,0
"66988",0,0,1,12,2,10,1918,NA,152,53,294,1637,2,1,62622,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"66989",0,0,1,12,11,9,1939,NA,860,31,5350.7998046875,3066,1,0,21156.240234375,0.5,0,16393.439453125,0,13335.83984375,520,1470,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,61,0,1,1,0
"67002",1,0,1,12,5,10,1927,NA,2110,43,28224,1793,1,1,28224,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,42,0,1,1,0
"67052",1,0,1,16,8,10,1945,NA,2560,26,55272,3647,0,0,55272,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,71,0,1,1,0
"67064",1,0,1,16,NA,13,NA,NA,2470,45,129360,1431,2,1,135240,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,40,0,1,1,0
"67090",0,0,1,11,2,11,1944,NA,NA,27,NA,1340,2,0,112308,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,70560,0,0,0,1,1,20,NA,NA,NA,NA,NA,0
"67126",0,0,1,12,6,11,1913,NA,0,57,0,347,0,1,205800,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"67133",0,0,1,12,3,10,1930,NA,1000,41,13524,14,3,1,66820.3203125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"67136",1,0,1,12,5,9,1931,NA,2430,39,47040,1444,2,1,88200,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,40,0,1,1,0
"67137",1,0,1,16,11,10,1921,NA,1960,49,54096,2431,3,1,54096,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,2,62,0,1,1,0
"67190",1,0,1,12,8,9,1929,NA,3430,41,147000,2194,3,1,154497,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"67242",1,0,1,17,5,11,1927,NA,2750,43,76440,3038,1,1,77616,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,88,0,1,1,0
"67243",0,NA,NA,12,NA,9,NA,NA,2000,29,41160,4269,1,NA,92904,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"67262",1,0,1,9,6,10,1941,NA,2250,29,NA,652,0,NA,64333.078125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22790.880859375,0,NA,0,1,31,NA,NA,NA,NA,NA,0
"67331",0,0,1,12,2,10,1934,NA,3000,37,0,2826,3,1,60858,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"67388",1,0,1,14,5,9,1931,NA,1960,39,69384,847,3,1,82261.203125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,32,0,1,1,0
"67404",0,0,1,12,11,11,1923,NA,1960,47,43512,453,0,NA,95179.5625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,27,NA,NA,NA,NA,NA,1
"67412",0,0,1,14,7,10,1938,NA,2000,32,NA,3165,0,NA,60140.640625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11924.6396484375,0,NA,0,1,20,NA,NA,NA,NA,NA,0
"67419",0,0,1,13,8,9,1938,NA,952,32,23520,2361,2,0,56259.83984375,0.699999988079071,0,4515.83984375,4515.83984375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,86,0,1,1,0
"67422",1,0,1,13,7,11,1923,NA,2856,48,76592.8828125,4083,2,1,149940,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,83,0,1,1,0
"67431",1,0,1,14,NA,12,NA,NA,2200,46,62763.12109375,4199,0,1,120146.0390625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,61,0,1,1,0
"67472",0,0,1,12,4,10,1931,NA,280,40,2352,519,6,1,106286.8828125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
