"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"839",1,0,1,12,3,10,1945,NA,2562,26,38390.51953125,3297,1,1,45999.23828125,0.400000005960464,0,0,0,0,0,0,0,8,8,33516,11760,0,0,0,3,41,NA,42,0,1,1,0
"841",0,0,1,12,12,10,1941,NA,0,29,0,3235,3,1,56154,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"842",0,0,1,16,2,11,1944,NA,384,27,7056,4698,1,1,76440,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"859",1,0,1,13,10,9,1919,NA,2040,55,65908.921875,1914,0,1,87076.921875,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"892",1,0,1,12,7,9,1932,NA,2100,38,58682.3984375,1409,1,1,71089.203125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,40,0,1,1,0
"894",0,0,1,17,4,9,1943,NA,989,28,17640,4477,1,1,66326.3984375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"975",1,0,0,12,12,9,1938,NA,2508,32,42924,3399,3,1,52802.3984375,1,2822.39990234375,4745.16015625,0,0,327,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,32,0,1,1,0
"991",0,0,1,12,8,11,1924,NA,2000,46,26460,2934,0,1,149299.078125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"1024",0,0,0,12,NA,10,NA,NA,2000,25,NA,4623,0,NA,101724,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,39396,18228,0,0,0,3,9,NA,NA,NA,NA,NA,0
"1050",0,NA,NA,12,NA,9,NA,NA,48,26,470.399993896484,538,2,NA,41630.3984375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"1132",0,0,1,12,NA,8,NA,NA,2624,43,44688,856,0,0,44688,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,86,0,1,1,0
"1161",1,0,1,13,9,10,1930,NA,2570,40,88200,1696,3,1,117600,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,30,0,1,1,0
"1211",0,0,1,17,11,7,1943,NA,14,27,235.199996948242,3280,1,1,44335.19921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"1212",0,0,1,12,11,9,1943,NA,2080,27,7056,3399,3,1,52802.3984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"1239",0,0,1,12,NA,NA,NA,NA,NA,27,NA,4426,0,NA,69295.796875,0.5,NA,NA,NA,NA,NA,NA,NA,12,8,34709.640625,0,0,0,0,2,24,NA,NA,NA,NA,NA,0
"1277",0,0,1,12,11,11,1910,NA,320,60,5715.35986328125,1527,0,1,51444.12109375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"1313",0,1,0,12,6,9,1924,NA,1600,47,15288,1288,0,NA,67620,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"1328",1,0,1,16,8,12,1926,NA,1928,44,70560,395,2,1,97020,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,32,0,1,1,0
"1334",0,0,1,12,1,10,1942,NA,1560,29,12936,3700,0,1,59152.80078125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"1358",0,0,1,12,5,10,1943,NA,0,28,0,3824,2,1,62092.80078125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"1374",0,0,1,12,2,10,1926,NA,1760,45,14776.4404296875,603,3,NA,68190.359375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"1411",0,0,1,14,NA,9,NA,NA,0,29,0,554,2,NA,91728,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"1431",1,0,1,16,3,11,1927,NA,2159,44,105840,848,2,1,136886.40625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,32,0,1,1,0
"1489",1,0,1,8,NA,0,NA,NA,1960,42,32222.400390625,3818,0,0,41183.51953125,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,4,31,0,1,1,0
"1490",0,0,1,11,10,11,1941,NA,2000,29,26771.640625,1450,2,1,85577.5234375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"1495",0,0,1,12,3,11,1944,NA,224,27,382.200012207031,1691,2,NA,70942.203125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"1519",1,0,1,16,1,11,1917,NA,1936,54,137592,2917,0,1,207123,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,44,0,1,1,0
"1532",0,0,1,12,8,11,1929,NA,700,41,7644,1242,0,1,81202.796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"1584",0,0,1,16,9,11,1943,NA,2000,27,58800,565,0,1,87024,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"1604",1,0,1,12,3,11,1913,NA,2808,58,76440,2189,0,1,104393.5234375,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"1608",0,0,1,16,7,9,1936,NA,0,34,0,1461,4,1,109956,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"1662",0,0,1,16,9,11,1938,NA,750,32,20580,2261,2,1,115248,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"1680",0,0,1,12,10,13,1924,NA,1300,46,0,411,0,1,78433.3203125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"1700",1,0,1,12,7,9,1916,NA,1440,54,54096,2769,0,1,75622.6796875,0.5,7203,7203,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,61,0,1,1,0
"1772",1,0,1,8,2,10,1928,NA,2000,43,45864,3386,2,1,75264,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,34,0,1,1,0
"1776",1,0,1,12,1,10,1938,NA,1396,40,38308.19921875,4193,2,1,56800.80078125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,92,0,1,1,0
"1778",0,0,1,12,8,10,1920,NA,1260,50,17640,3352,1,1,94080,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"1787",1,0,1,12,3,13,1921,NA,3120,50,92904,3332,1,1,92904,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"1815",0,0,1,9,10,11,1915,NA,2000,44,44100,2248,0,1,53090.51953125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"1822",0,0,1,12,8,12,1923,NA,80,46,1176,900,1,1,106428,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"1834",1,0,1,12,8,9,1929,NA,1890,41,42630,1257,2,1,42630,0.699999988079071,0,6773.759765625,0,0,1152,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,51,0,1,1,0
"1838",1,1,0,12,NA,8,NA,NA,1545,41,39690,4647,0,0,39690,0.200000002980232,0,3057.60009765625,0,0,520,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,51,0,1,1,0
"1844",1,0,1,12,12,11,1928,NA,2460,42,70560,2246,4,1,71442,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,31,0,1,1,0
"1858",1,0,1,12,9,10,1919,NA,2695,52,34380.359375,136,0,1,67737.6015625,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,61,0,1,1,0
"1888",0,0,1,13,12,13,1920,NA,0,50,0,2544,0,1,523320,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"2031",1,0,1,16,11,10,1939,NA,3328,31,74440.796875,838,2,1,130712.3984375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"2065",1,0,1,16,4,13,1946,NA,1000,25,29400,4724,1,1,63210,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,87,0,1,1,0
"2096",1,0,1,13,12,11,1930,NA,1870,40,22696.80078125,3204,6,1,34427.3984375,1.10000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,57,0,1,1,0
"2111",0,NA,NA,12,NA,10,NA,NA,1820,35,10701.599609375,4572,3,NA,55860,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"2126",0,NA,NA,7,NA,6,NA,NA,2964,52,16205.2802734375,4780,1,NA,79415.28125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"2192",1,0,0,4,NA,5,NA,NA,1974,38,52614.23828125,1796,5,1,63745.078125,1.79999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,40,0,1,1,0
"2205",1,0,1,13,3,11,1938,NA,NA,33,NA,1617,2,1,25172.279296875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42,NA,NA,NA,NA,0,0
"2219",0,0,1,12,7,10,1923,NA,960,47,7056,1621,2,NA,97560.9609375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"2224",1,0,1,12,NA,9,NA,NA,2200,27,49156.80078125,2082,2,1,54507.6015625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,55,0,1,1,0
"2280",0,0,1,11,11,11,1944,NA,1960,26,24696,1328,2,NA,65856,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2325",1,0,1,NA,NA,13,NA,NA,NA,42,NA,2957,2,NA,37102.80078125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,32,NA,NA,NA,NA,NA,0
"2340",1,0,1,12,6,10,1913,NA,2000,57,47040,4515,0,1,59388,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
"2355",1,0,1,12,6,10,1945,NA,1360,25,17346,127,0,0,17404.80078125,0.5,0,0,0,0,0,0,0,10,NA,29400,9996,0,0,0,2,13,NA,NA,0,0,1,0
"2368",0,0,1,13,4,10,1942,NA,112,28,2622.47998046875,288,4,1,96584.8828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"2393",1,0,1,12,11,10,1934,NA,2030,36,44688,750,2,1,83184.359375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,57,0,1,1,0
"2415",0,0,1,7,3,7,1938,NA,1326,33,8820,511,2,1,59211.6015625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"2443",1,0,1,12,2,10,1945,NA,2050,26,47040,4539,0,1,75264,0.400000005960464,0,0,0,0,0,0,0,12,8,11360.16015625,31305.119140625,0,0,0,2,13,NA,44,0,1,1,0
"2452",1,0,1,12,1,6,1927,NA,860,44,32340,3249,0,1,85947.9609375,0.600000023841858,0,1669.92004394531,1669.92004394531,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,1,NA,0,0,1,0
"2490",0,0,1,11,11,7,1942,NA,72,28,1117.19995117188,3551,2,0,36996.9609375,0.400000005960464,1117.19995117188,32351.759765625,31234.560546875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,0,0,1,0
"2539",1,1,0,10,NA,6,NA,NA,0,56,0,242,0,1,12606.7197265625,0.400000005960464,0,14017.919921875,6397.43994140625,6209.27978515625,240,0,0,NA,NA,NA,NA,NA,NA,0,3,17,3,NA,0,0,1,0
"2578",0,NA,NA,16,NA,12,NA,NA,2150,57,48804,3473,0,NA,81144,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"2581",0,0,1,15,3,12,1924,NA,0,47,0,2897,1,1,97020,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"2586",0,0,1,8,9,5,1929,NA,0,41,0,4644,4,1,61281.359375,1.10000002384186,0,20826.9609375,0,0,624,0,2918,NA,NA,NA,NA,NA,NA,0,1,37,2,NA,0,0,1,0
"2616",0,0,1,12,3,10,1937,NA,0,34,0,3948,7,1,27683.0390625,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2636",0,0,1,12,8,7,1936,NA,2080,34,25872,4352,1,1,64915.19921875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"2666",0,1,0,12,8,8,1929,NA,1920,41,21720.720703125,2615,1,1,116388.71875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"2667",0,0,1,4,4,0,1934,NA,NA,37,NA,2922,3,NA,94856.15625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"2668",1,0,1,12,NA,9,NA,NA,2044,34,70560,2367,3,1,83496,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,71,0,1,1,0
"2695",1,0,1,13,NA,11,NA,NA,3018,28,47128.19921875,4542,1,1,47128.19921875,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,62,0,1,1,0
"2701",1,0,1,12,6,11,1924,NA,2140,46,105840,2292,2,1,136416,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,51,0,1,1,0
"2710",1,0,1,12,5,10,1917,NA,3905,54,31752,2084,0,1,35280,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,9,NA,83,0,1,1,0
"2713",1,0,1,15,11,12,1945,NA,2421,25,42336,4474,1,1,45276,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,61,0,1,1,0
"2801",1,0,1,12,12,12,1941,NA,2124,30,44276.3984375,1797,0,1,53272.80078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,30,0,1,1,0
"2804",1,1,0,5,3,8,1925,NA,2080,48,24972.359375,93,5,1,57312.359375,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,62,0,1,1,0
"2807",1,0,1,12,6,8,1944,NA,2040,26,70560,2155,2,1,91140,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"2839",1,0,1,16,12,10,1927,NA,2450,43,188160,1738,2,1,199920,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,69,0,1,1,0
"2888",1,0,1,12,NA,9,NA,NA,2050,49,60593.3984375,1158,1,1,86300.7578125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,51,0,1,1,0
"2922",1,0,1,14,9,8,1915,NA,3000,55,82320,3488,0,0,92316,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,55,0,1,1,0
"2947",1,0,1,13,8,11,1944,NA,1960,26,82320,3864,0,1,105840,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,55,0,1,1,0
"2966",0,NA,NA,11,NA,5,NA,NA,1400,33,32340,2861,1,NA,102900,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"2978",0,0,1,16,NA,12,NA,NA,0,26,0,4324,0,NA,61740,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"2997",1,0,1,12,5,10,1934,NA,2100,36,32340,741,1,1,65856,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,42,0,1,1,0
"3012",0,0,1,16,3,11,1930,NA,1080,41,41160,2266,0,1,119952,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3077",1,0,1,16,1,12,1928,NA,2142,43,176400,4615,2,1,179163.59375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,85,0,1,1,0
"3098",0,0,1,12,2,13,1935,NA,2000,36,NA,4356,0,0,74329.078125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,11,NA,1764,0,0,0,0,1,37,NA,NA,NA,NA,NA,0
"3099",0,0,1,14,11,12,1928,NA,80,42,2205,4615,2,1,179163.59375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3103",0,0,1,7,1,9,1914,NA,0,56,0,2807,0,1,42236.0390625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3111",1,0,1,8,8,9,1924,NA,3120,46,20574.119140625,2654,2,1,25889.640625,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"3127",1,0,1,10,12,10,1913,NA,1600,57,8820,372,0,1,8820,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"3132",1,1,0,3,9,7,1917,NA,2419,53,25578,3115,2,1,35362.3203125,1,0,0,0,0,0,4410,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,51,0,1,1,0
"3143",0,0,1,11,4,8,1912,NA,0,58,0,1423,0,NA,147000,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"3169",1,0,1,16,10,13,1918,NA,2056,52,42888.71875,1126,2,1,104087.7578125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,71,0,1,1,0
"3174",0,0,1,8,NA,12,NA,NA,180,25,2116.80004882812,2754,4,NA,49509.6015625,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3229",1,0,1,12,5,12,1924,NA,2380,46,62916,875,3,1,76322.3984375,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,43,0,1,1,0
"3240",0,0,1,16,11,11,1912,NA,1425,58,41842.078125,1424,0,1,335842.09375,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"3304",1,0,1,17,7,11,1918,NA,3920,53,82320,3416,0,1,92316,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,88,0,1,1,0
"3344",1,0,1,16,NA,10,NA,NA,2000,53,99960,2317,0,1,104734.5625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"3488",0,0,1,17,9,11,1939,NA,0,31,0,2537,2,1,88788,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3498",0,0,1,12,4,9,1919,NA,0,51,0,257,0,NA,53037.6015625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"3505",0,NA,NA,12,NA,10,NA,NA,1960,42,39278.3984375,3987,0,NA,101136,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"3509",1,0,1,10,NA,9,NA,NA,2231,39,53331.6015625,3947,0,0,55236.71875,0.5,1905.11999511719,1905.11999511719,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,42,0,1,1,0
"3513",0,0,1,8,3,7,1923,NA,0,48,0,2370,1,1,81320.3984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"3532",0,0,1,12,10,11,1941,NA,140,30,2316.71997070312,1080,5,1,45446.51953125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"3534",0,0,1,16,2,8,1942,NA,2205,29,61740,3772,2,1,159936,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3564",1,0,1,12,NA,7,NA,NA,1625,39,158760,2231,7,1,158760,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,71,0,1,1,0
"3580",1,0,1,17,1,9,1923,NA,2372,49,52390.80078125,1781,0,1,58858.80078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,87,0,1,1,0
"3607",0,0,1,8,NA,6,NA,NA,2040,58,38220,15,0,0,51538.19921875,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,32,0,1,1,0
"3614",0,0,1,11,1,7,1927,NA,0,43,0,4251,3,NA,53002.3203125,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"3646",0,0,1,11,12,10,1932,NA,0,39,0,2196,3,1,103440.9609375,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"3656",1,0,1,15,NA,12,NA,NA,2600,58,88200,4492,0,0,91728,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,42,0,1,1,0
"3672",0,0,1,12,9,9,1933,NA,0,37,0,753,5,1,64932.83984375,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"3676",1,0,1,17,6,11,1934,NA,1176,36,85260,4219,2,1,85260,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"3705",1,0,1,NA,NA,8,NA,NA,1840,27,64680,4447,1,1,74088,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,51,0,1,1,0
