"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"55444",0,0,1,12,NA,6,NA,NA,NA,47,NA,4835,0,NA,17040.240234375,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"55450",1,0,1,12,12,8,1929,NA,2600,45,71484,415,2,1,76821.1484375,27,0.699999988079071,5337.14990234375,5337.14990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,62,0,1,1,0
"55462",0,0,1,12,12,12,1945,NA,0,28,0,1487,1,1,83076,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"55516",0,0,1,17,1,10,1928,NA,12,45,724.5,2616,2,1,82834.5,19,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"55522",0,0,1,12,2,7,1948,NA,160,28,1376.55004882812,2451,3,NA,49579.94921875,4,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"55527",0,1,0,3,12,1,1922,NA,0,52,0,3656,1,0,26777.51953125,NA,1,0,7302.9599609375,7302.9599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,0,0,1,0
"55529",1,0,1,17,NA,13,NA,NA,2000,43,111090,455,0,1,137655,25,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"55557",0,0,1,12,10,10,1936,NA,1920,37,36147.71875,234,1,0,36205.6796875,19,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,86,0,1,1,0
"55605",0,0,1,12,4,8,1926,NA,1176,48,19320,1208,1,1,125580,20,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"55607",0,0,1,16,5,12,1939,NA,0,34,0,2615,4,1,144151.34375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"55665",0,0,1,12,4,11,1928,NA,2761,45,24777.900390625,683,0,0,48783,21,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,83,0,1,1,0
"55680",0,0,1,12,12,9,1943,NA,2214,31,37432.5,4724,0,0,37432.5,11,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,83,0,1,1,0
"55697",1,0,1,16,3,12,1948,NA,2080,26,NA,2228,0,NA,130410,NA,0.5,NA,NA,NA,NA,NA,NA,NA,12,12,79695,0,0,0,0,2,12,NA,NA,NA,NA,NA,0
"55711",1,0,1,16,NA,12,NA,NA,3524,28,76797,2736,2,1,125097,10,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"55753",0,0,1,12,8,11,1920,NA,0,53,0,3610,1,1,170740.5,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"55761",0,0,1,14,1,13,1928,NA,520,46,6182.39990234375,2795,1,1,94088.3984375,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"55780",1,0,1,12,7,8,1919,NA,2700,55,62307,2449,0,1,81627,37,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,33,0,1,1,0
"55799",1,0,1,16,5,11,1945,NA,2250,28,30429,365,0,0,31395,10,0.5,966,966,0,0,0,0,0,8,8,72382.3828125,0,0,0,0,2,24,NA,NA,0,0,1,0
"55829",1,0,1,12,3,11,1936,NA,1687,37,66267.6015625,60,0,0,140649.59375,17,0.200000002980232,0,0,0,0,0,0,0,8,NA,NA,NA,0,NA,0,2,22,NA,51,0,1,1,0
"55833",1,0,1,12,11,12,1932,NA,2400,41,86215.5,3722,4,1,95634,23,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,57,0,1,1,0
"55872",0,0,1,16,1,10,1940,NA,1040,35,28980,3724,1,1,111090,13,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"55927",1,0,1,13,10,12,1938,NA,1972,35,60375,448,3,1,60664.80078125,17,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,92,0,1,1,0
"55928",0,0,1,17,9,10,1917,NA,320,56,6718.52978515625,4310,0,0,23908.5,11,0.200000002980232,2675.82006835938,17189.970703125,0,14514.150390625,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,71,0,1,1,0
"55929",0,1,0,11,10,7,1940,NA,0,34,0,3201,5,0,21561.119140625,1,1.5,0,26709.900390625,0,0,1066,0,4464,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,0,1,0
"55946",0,0,1,10,7,11,1940,NA,2432,33,38640,3515,3,0,74217.78125,13,0.699999988079071,38.6399993896484,38.6399993896484,0,0,0,7245,0,NA,NA,NA,8718.150390625,0,NA,0,2,15,NA,31,0,1,1,0
"55964",1,0,1,17,8,12,1934,NA,2277,39,140070,2615,4,1,144151.34375,21,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"55975",0,NA,NA,12,NA,11,NA,NA,2080,48,21735,739,0,NA,106260,28,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"56040",0,0,1,12,10,10,1923,NA,600,50,4830,4219,2,1,145383,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"56041",0,1,0,16,1,11,1930,NA,1600,44,33810,3854,1,1,70035,22,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"56042",1,0,1,16,1,13,1940,NA,1559,34,105294,1650,0,1,110032.2265625,16,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,55,0,1,1,0
"56119",1,0,1,16,NA,13,NA,NA,3640,36,144272.09375,4692,2,1,270963,18,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,33,0,1,1,0
"56126",0,0,0,12,4,11,1935,NA,1600,39,15456,1285,4,1,93412.203125,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"56153",0,0,1,13,11,10,1947,NA,2000,26,26565,516,1,1,53130,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"56172",0,0,1,14,4,13,1924,NA,600,49,14490,1309,1,1,176295,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"56185",1,0,1,17,12,13,1922,NA,1960,51,152145,1309,1,1,176295,33,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,31,0,1,1,0
"56189",0,0,1,17,1,12,1949,NA,1200,25,62790,206,0,1,164220,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"56247",0,0,1,12,11,8,1919,NA,2040,54,33810,3699,0,NA,178710,30,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"56263",0,1,0,17,10,11,1919,NA,1500,53,48300,4873,0,1,107226,27,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"56290",0,0,1,14,4,9,1913,NA,0,60,0,2677,0,NA,105912.2421875,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"56291",1,0,1,NA,NA,10,NA,NA,NA,54,NA,1751,1,NA,43470,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,0
"56312",1,0,1,17,3,11,1926,NA,2448,48,115920,4655,1,1,125097,30,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,88,0,1,1,0
"56342",0,0,1,16,10,12,1932,NA,2038,42,62790,712,0,0,74261.25,24,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,87,0,1,1,0
"56358",1,1,0,12,NA,8,NA,NA,2940,27,57477,3806,0,0,57477,9,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,49,0,1,1,0
"56360",0,0,1,11,12,11,1913,NA,1680,59,19320,699,1,0,56511,15,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,86,0,1,1,0
"56399",0,0,0,14,3,10,1944,NA,800,30,11592,2378,0,NA,53598.51171875,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"56423",1,0,1,12,NA,9,NA,NA,2205,34,68586,3834,1,1,122199,15,0.400000005960464,0,11592,0,0,0,0,2400,NA,NA,NA,NA,NA,NA,0,2,13,NA,33,0,1,1,0
"56441",0,NA,NA,12,NA,8,NA,NA,0,37,0,1993,2,NA,78419.8828125,12,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"56450",0,0,1,9,2,11,1917,NA,1785,57,47817,2400,0,NA,109592.703125,27,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"56485",0,0,0,12,2,10,1921,NA,960,52,10626,4336,0,1,51700.3203125,14,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"56502",1,0,1,12,10,11,1926,NA,2760,47,86940,1200,0,1,127512,29,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,55,0,1,1,0
"56505",1,0,1,12,7,13,1948,NA,2108,26,62307,224,2,1,62307,8,0.699999988079071,0,0,0,0,0,0,0,8,NA,12905.759765625,0,0,0,0,2,24,NA,40,0,1,1,0
"56511",1,1,0,11,9,8,1921,NA,1840,52,28980,3895,5,1,47817,33,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,51,0,1,1,0
"56513",1,1,0,11,3,7,1939,NA,1947,35,34776,2,2,1,58926,17,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,1,1,0
"56526",0,0,1,9,8,9,1921,NA,0,53,0,1652,0,1,39026.3984375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"56530",1,1,0,13,6,11,1948,NA,2000,26,NA,3596,1,NA,140070,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,0,0,NA,0,3,19,NA,NA,NA,NA,NA,0
"56535",0,0,1,12,3,12,1926,NA,1665,48,36225,3612,0,1,224595,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"56551",1,0,1,8,7,12,1923,NA,1600,51,18354,4319,0,1,38717.28125,43,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,4,51,0,1,1,0
"56554",0,NA,NA,12,NA,9,NA,NA,NA,25,NA,2491,0,NA,30429,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,0
"56556",1,0,1,12,3,11,1942,NA,2236,32,48300,3833,2,1,88485.6015625,14,0.699999988079071,0,0,0,0,0,7245,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,61,0,1,1,0
"56560",0,0,1,12,4,11,1934,NA,0,38,0,1939,4,1,96600,10,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"56562",1,0,1,8,5,12,1927,NA,2200,47,22372.560546875,3142,1,1,42658.55859375,29,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,0,0,1,0
"56573",0,0,1,16,3,13,1921,NA,3570,52,25043.55078125,1620,2,NA,101917.828125,27,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"56626",0,0,1,12,11,10,1932,NA,0,42,0,3712,1,1,78473.0078125,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"56652",0,0,0,12,8,9,1944,NA,1960,30,38640,4419,1,1,92615.25,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"56798",0,0,1,12,7,12,1939,NA,2000,35,NA,2854,1,NA,110365.5,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,12,12,65929.5,0,0,0,0,2,34,NA,NA,NA,NA,NA,0
"56799",1,0,1,14,NA,10,NA,NA,0,51,0,3129,1,1,68643.9609375,34,0.400000005960464,0,24633,24633,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,4,NA,0,0,1,0
"56822",0,0,1,12,2,10,1930,NA,880,44,4830,1849,0,1,65688,25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,28,NA,NA,NA,NA,NA,1
"56828",1,0,1,17,3,11,1948,NA,1600,26,NA,1403,0,1,205275,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,NA,115920,48300,0,0,0,2,21,NA,NA,NA,NA,NA,0
"56867",0,NA,NA,NA,NA,9,NA,NA,1040,32,5839.47021484375,5426,2,NA,52690.46875,11,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"56876",1,0,1,12,NA,11,NA,NA,1892,26,43523.12890625,872,0,1,53183.12890625,8,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,0,1,1,0
"56922",1,0,1,17,7,12,1947,NA,1620,26,25116,1399,1,1,67793.8828125,3,0.600000023841858,0,0,0,0,0,0,0,16,NA,1690.5,26565,0,0,0,2,21,NA,86,0,1,1,0
"56945",0,NA,NA,12,NA,9,NA,NA,1820,32,17388,5117,3,NA,76410.6015625,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"56995",1,0,1,12,11,10,1948,NA,1920,25,59346.2109375,2352,1,1,59346.2109375,7,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,55,0,1,1,0
"57015",0,1,0,12,10,12,1917,NA,0,56,0,70,0,1,105728.703125,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"57052",1,0,1,12,12,10,1936,NA,2040,37,38640,5152,3,1,44653.3515625,19,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,44,0,1,1,0
"57056",0,0,1,12,2,12,1929,NA,0,45,0,2062,3,1,63920.21875,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"57065",1,0,1,12,2,11,1915,NA,2728,59,70518,2036,0,1,145957.765625,41,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,51,0,1,1,0
"57085",1,0,0,8,8,10,1927,NA,625,46,7728,3063,0,0,15359.400390625,17,0.5,0,7998.47998046875,6665.39990234375,966,76,0,0,NA,NA,NA,NA,NA,NA,0,2,34,4,NA,0,0,1,0
"57088",0,NA,NA,12,NA,10,NA,NA,0,60,0,1243,0,NA,24652.3203125,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"57142",0,0,1,12,8,10,1913,NA,1560,59,9660,3783,0,1,48300,20,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"57152",0,0,1,15,7,11,1940,NA,960,33,19320,1406,1,1,77280,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"57185",0,0,1,14,1,8,1943,NA,1200,31,6279,1729,0,1,32988.8984375,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"57205",0,0,1,16,12,12,1944,NA,0,29,0,3341,2,1,53613,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"57208",1,0,1,12,1,9,1929,NA,3048,45,37591.890625,4171,2,1,71334.2734375,17,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"57209",0,0,1,6,8,11,1940,NA,480,33,5148.77978515625,889,1,1,61756.37890625,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"57211",1,0,1,14,1,10,1944,NA,2190,30,50956.5,1789,2,1,75449.4296875,12,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,33,0,1,1,0
"57251",0,0,1,16,5,9,1948,NA,2093,25,42021,1581,0,0,42069.30078125,5,0.300000011920929,0,0,0,0,0,0,0,12,12,98145.6015625,2704.80004882812,0,0,0,2,26,NA,87,0,1,1,0
"57255",1,0,1,12,NA,9,NA,NA,2290,25,44822.3984375,1076,0,1,44822.3984375,5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,30,0,1,1,0
"57263",1,0,1,17,4,11,1936,NA,3000,37,106260,1495,2,1,115920,14,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,43,0,1,1,0
"57295",1,0,1,12,9,11,1949,NA,1440,25,NA,4759,0,NA,63273,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,47334,0,0,0,0,2,13,NA,NA,NA,NA,NA,0
"57306",1,0,0,10,NA,8,NA,NA,2000,35,47817,3072,0,1,47817,17,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,3,30,0,1,1,0
"57311",1,0,1,16,NA,9,NA,NA,1280,27,45643.5,4461,0,1,92977.5,9,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,1,0,1,0
"57322",0,0,1,NA,NA,12,NA,NA,NA,26,NA,1606,0,NA,44010.9609375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2,21,NA,NA,NA,NA,NA,0
"57350",0,0,1,17,3,12,1928,NA,2280,46,108192,1760,0,0,116161.5,25,0.300000011920929,0,0,0,0,0,0,0,12,NA,NA,NA,0,NA,0,2,22,NA,87,0,1,1,0
"57364",1,0,1,16,5,12,1941,NA,3675,32,75831,719,0,1,90321,14,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,87,0,1,1,0
"57366",1,0,1,16,10,12,1947,NA,2110,26,65688,446,0,1,94426.5,8,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,51,0,1,1,0
"57383",1,0,1,12,10,10,1949,NA,2336,25,53130,5066,0,1,96600,2,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,55,0,1,1,0
"57406",1,1,0,NA,NA,10,NA,NA,NA,36,NA,1367,1,NA,19320,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,19320,NA,NA,0,0,3,42,NA,NA,NA,NA,NA,0
"57435",0,0,1,17,1,12,1916,NA,1330,58,83462.3984375,3223,0,0,107757.296875,27,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"57475",0,0,1,14,2,12,1947,NA,0,27,0,4384,3,1,48783,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"57489",1,0,1,12,6,10,1914,NA,2912,59,55332.48046875,1717,0,1,103845,40,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"57499",0,0,1,12,6,9,1915,NA,0,58,0,4177,0,NA,65663.8515625,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"57522",1,0,1,12,5,11,1916,NA,0,57,0,79,0,1,97566,37,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,1,NA,0,0,1,0
"57585",0,NA,NA,12,NA,8,NA,NA,400,27,5313,5103,2,NA,58443,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"57592",1,0,1,12,9,11,1935,NA,2124,39,48324.1484375,107,1,1,51874.19921875,20,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,91,0,1,1,0
"57606",1,0,1,4,6,10,1937,NA,2688,37,38640,4335,2,1,38640,19,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,84,0,1,1,0
"57639",1,0,1,12,9,10,1943,NA,2500,30,77280,2814,1,1,120750,12,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,56,0,1,1,0
"57692",1,0,1,8,5,11,1929,NA,78,45,NA,2138,2,1,87906,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,0,NA
"57696",1,0,1,16,8,11,1931,NA,2187,42,111090,2869,2,1,111331.5,21,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,91,0,1,1,0
"57702",0,0,1,12,5,9,1923,NA,0,51,0,2073,0,1,124010.25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"57732",0,0,1,6,NA,6,NA,NA,0,42,0,2835,1,0,23580.060546875,NA,0.600000023841858,0,10780.5595703125,10780.5595703125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,0,0,1,0
"57753",0,NA,NA,5,NA,2,NA,NA,0,49,0,335,0,NA,22874.880859375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"57787",0,0,1,12,5,9,1928,NA,0,46,0,1975,5,1,74865,12,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"57791",1,0,1,12,9,12,1922,NA,240,52,1690.5,1481,1,1,66726.453125,32,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,1,NA,0,0,1,0
"57797",1,0,1,8,7,9,1930,NA,1672,43,53130,1699,2,1,58660.3515625,25,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,32,0,1,1,0
"57822",1,0,1,12,10,8,1937,NA,2520,35,41765.01171875,513,3,1,42059.640625,19,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,44,0,1,1,0
"57828",0,0,1,13,11,10,1929,NA,2020,44,14490,30,2,0,36225,10,0.400000005960464,0,0,0,0,0,19320,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,86,0,1,1,0
"57859",1,0,1,16,9,10,1942,NA,2205,31,62790,4527,2,1,62886.6015625,13,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,31,0,1,1,0
"57882",1,1,0,11,6,11,1928,NA,3000,45,33810,3854,1,1,70035,27,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,87,0,1,1,0
"57893",0,0,1,14,10,13,1933,NA,1750,40,17388,2360,3,1,103468.2578125,2,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"57904",1,0,1,17,5,10,1938,NA,1920,35,60375,5302,2,1,115920,17,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,0,1,1,0
"57970",1,0,0,11,12,8,1944,NA,2590,29,57477,655,2,1,57477,11,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,83,0,1,1,0
"57973",0,0,1,10,9,8,1917,NA,0,54,0,2248,0,1,18894.9609375,20,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"57984",0,0,1,10,12,9,1931,NA,1760,44,24150,2464,2,NA,92890.5625,25,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"57989",0,0,1,8,11,8,1922,NA,0,50,0,3336,2,1,190359.953125,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"58040",1,0,1,13,5,10,1926,NA,2140,48,54096,2458,2,1,79714.3203125,30,0.5,0,20575.80078125,20575.80078125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"58093",0,1,0,NA,NA,4,NA,NA,2000,27,NA,3118,2,NA,29144.220703125,NA,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,0
