"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"69949",1,0,1,17,11,10,1948,2760,48,75480,3731,0,0,121493.203125,18,2,70,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"69972",0,0,1,16,9,10,1950,2268,46,59200,2399,2,1,192992,12,3,67,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"69994",1,0,1,16,1,12,1942,1840,55,51800,4327,0,1,72520,25,2,70,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"70000",0,0,1,12,3,11,1953,0,44,0,6044,0,NA,183520,7,1,67,12,12,0,0,0,0,0,2,21,0,0,NA,1
"70004",1,0,1,12,9,11,1956,1757,40,16280,803,2,1,95134.3984375,12,2,74,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"70005",1,0,1,12,3,12,1956,2976,40,54020,2071,2,1,85840,11,2,70,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"70017",0,0,1,12,7,9,1961,2304,35,41044.83984375,1864,2,NA,98990.9765625,8,1,68,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"70019",1,0,1,11,7,11,1967,2388,29,33596,1226,4,1,54567.6015625,1,2,72,11,8,7104,1065.59997558594,0,0,0,2,48,0,1,1,0
"70028",1,0,1,12,9,8,1951,2601,45,24864,2156,2,1,47885.3984375,16,2,70,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"70051",1,0,1,14,11,10,1966,NA,30,NA,5591,0,0,166204,NA,NA,NA,12,12,0,44400,0,0,0,1,31,0,1,NA,0
"70067",1,0,1,14,11,11,1937,0,59,0,5907,0,1,51800,29,3,67,NA,NA,NA,NA,NA,NA,0,4,11,0,0,1,0
"70087",1,0,1,16,9,9,1957,956,39,142080,749,5,1,214937.4375,9,2,69,12,12,0,16280,0,0,0,3,10,0,1,1,0
"70093",1,0,1,17,3,8,1943,3514,54,111000,5767,0,1,193880,33,1,69,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"70110",1,0,1,13,9,10,1946,3010,50,47360,4467,0,1,123844.9765625,20,2,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"70157",0,0,1,16,6,11,1966,2550,30,296000,4090,2,1,451400,5,2,62,17,17,113960,14060,0,0,0,4,4,0,1,NA,1
"70166",0,0,1,16,3,13,1954,732,43,14800,4054,2,1,70078,10,2,68,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"70170",1,0,1,14,5,11,1953,2450,44,59200,5616,0,1,284689.84375,14,2,76,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"70181",1,0,1,12,7,10,1954,2070,42,65120,4876,0,0,99752,22,2,72,12,NA,NA,0,0,NA,0,1,20,0,1,1,0
"70191",0,0,1,14,12,10,1962,1888,34,42920,1342,2,NA,171089.484375,5,1,65,13,12,0,44400,0,0,0,3,10,0,1,NA,1
"70205",1,0,1,17,9,11,1964,1733,32,0,3077,2,1,71809.6015625,6,1,72,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"70238",0,0,1,12,5,11,1939,2317,57,74000,3856,2,0,124320,30,3,66,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"70258",0,0,1,12,5,10,1943,250,53,3700,1441,0,NA,93388,12,2,65,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"70259",0,0,1,12,7,11,1946,3156,50,68080,4118,0,0,69570.359375,20,2,59,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"70263",0,0,1,12,10,7,1951,861,45,7992,124,1,1,125566.15625,5,1,62,12,NA,NA,0,0,NA,0,2,21,0,1,NA,1
"70269",0,0,1,12,1,9,1963,1560,34,22200,478,1,0,69930,16,1,NA,12,9,0,0,0,0,0,1,37,0,1,NA,1
"70273",0,0,1,16,7,9,1951,2000,45,37444,3890,1,1,99604,5,1,NA,NA,NA,NA,NA,NA,NA,0,2,40,0,1,NA,1
"70279",0,0,1,15,10,10,1970,1816,26,24420,6033,1,1,50468,8,3,68,NA,NA,NA,NA,NA,NA,0,2,15,0,1,NA,1
"70318",1,0,1,8,1,3,1955,640,42,8880,1075,0,0,13832.080078125,24,4,71,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
"70322",1,0,1,12,9,10,1947,2067,49,40034,4256,1,1,73778,19,3,72,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"70326",0,0,1,15,3,12,1969,1528,27,13320,128,1,1,75924,6,2,65,12,NA,NA,19240,0,NA,0,3,3,0,0,NA,1
"70345",0,0,1,16,4,11,1950,1944,46,41440,4696,1,1,173848.203125,7,1,64,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"70348",0,0,1,16,6,12,1954,1990,42,32116,2065,2,0,55276.51953125,20,1,65,13,12,0,0,0,0,0,1,31,0,1,1,0
"70360",0,0,1,9,5,9,1947,0,49,0,2550,1,1,65120,9,4,63,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"70378",0,0,1,14,5,13,1963,0,34,0,5671,2,NA,111000,8,2,61,17,16,0,0,0,0,0,1,20,0,0,NA,1
"70385",0,0,1,16,7,12,1957,1964,39,29600,1381,0,NA,100255.203125,NA,1,63,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"70390",1,0,1,16,7,7,1954,0,42,0,1982,0,0,10656,9,3,72,9,NA,NA,0,0,NA,0,4,36,0,0,1,0
"70399",1,0,1,14,11,11,1966,2024,30,43438,6105,0,0,44170.6015625,12,2,73,12,NA,NA,0,0,NA,0,4,4,0,1,1,0
"70401",0,0,1,12,2,8,1955,2450,42,41440,5933,1,0,41884,22,1,63,12,NA,NA,0,0,NA,0,4,43,0,1,1,0
"70425",0,0,1,12,9,9,1940,867,56,25900,6045,0,1,71632,27,2,65,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"70464",1,0,1,12,9,11,1955,2480,41,29600,1363,0,1,111000,11,3,NA,NA,14,0,NA,NA,0,0,1,31,0,1,1,0
"70487",0,0,1,14,4,11,1944,0,52,2368,1733,0,1,123728,18,1,67,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"70489",1,0,1,12,9,8,1948,2429,48,31080,2499,2,1,44992,30,3,74,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"70498",0,0,1,12,1,9,1972,2100,25,23680,306,2,1,45436,5,2,66,11,14,74444,14800,0,0,0,3,42,0,1,NA,1
"70548",0,0,1,16,11,12,1949,2520,47,66600,4762,2,NA,183520,15,1,68,13,16,0,0,0,0,0,1,20,0,1,NA,1
"70555",1,0,1,12,1,12,1947,2563,50,44400,4070,0,1,84842.4765625,20,1,72,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"70558",0,0,1,12,2,8,1960,1326,36,11840,532,0,NA,35454.87890625,5,3,63,8,9,0,0,0,0,0,2,22,0,1,NA,1
"70567",0,0,1,16,7,10,1964,1912,32,34040,3265,2,1,113664,2,2,63,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"70570",1,0,1,12,4,7,1953,2170,43,44400,4028,0,1,88800,17,2,73,NA,NA,NA,NA,NA,NA,0,5,50,0,1,1,0
"70579",1,NA,NA,12,5,1,1964,NA,32,NA,5353,0,0,16280,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,0
"70580",0,0,1,15,2,11,1967,1576,30,41440,4929,2,1,80105,5,2,65,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"70644",0,0,1,14,8,13,1948,1856,48,49284,1297,0,0,138084,20,3,69,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"70648",0,0,1,12,5,10,1952,1928,44,16832.0390625,1321,1,0,29616.279296875,20,4,66,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"70657",0,0,1,17,10,13,1969,2500,27,53280,4535,0,0,53280,8,2,61,12,6,29600,29600,0,0,0,1,31,0,1,1,0
"70662",0,0,1,16,1,11,1962,0,35,0,248,3,1,106116,7,2,66,NA,NA,NA,NA,NA,NA,0,1,6,0,0,NA,1
"70666",0,1,0,13,10,9,1949,3120,47,35520,4676,0,0,99456,19,2,67,4,NA,NA,0,0,NA,0,2,12,0,1,1,0
"70678",1,0,1,17,9,7,1946,2232,50,88356,5851,0,1,170348,16,2,73,12,12,0,0,0,0,0,2,48,0,1,1,0
"70697",1,0,1,12,7,9,1953,3332,43,0,5063,3,1,117661.4765625,13,1,70,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"70720",0,0,1,10,4,10,1943,NA,53,0,4207,0,NA,13320,NA,NA,NA,7,NA,NA,0,0,NA,0,4,2,0,0,NA,0
"70724",0,0,1,12,5,11,1952,1488,44,22200,4128,2,NA,149480,NA,2,64,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"70737",1,0,0,17,10,13,1939,1840,57,106560,5307,0,1,207644,26,1,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"70745",0,0,1,12,6,11,1943,1850,54,40791.76171875,6081,0,0,52335.76171875,17,2,72,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"70765",1,0,1,14,11,8,1958,3060,38,103600,3951,4,1,105524,8,1,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"70766",0,0,1,13,6,12,1945,840,51,14800,3059,2,1,144041,11,3,60,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"70787",1,0,1,16,1,NA,1972,3825,25,44400,5097,0,1,106634,5,1,72,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"70789",0,NA,NA,15,7,10,1969,0,27,0,5193,1,0,32986.23828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,1,1,NA,1
"70795",0,0,1,12,9,11,1937,1920,59,27380,5129,0,1,32856,20,2,62,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"70815",1,0,1,12,1,10,1969,2256,28,56832,4122,2,1,58904,6,2,69,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"70817",1,0,1,17,5,13,1951,2150,46,41440,6315,5,1,78366,20,2,70,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"70830",1,0,1,13,7,11,1968,2334,28,48840,2035,2,1,48840,2,2,71,15,NA,NA,0,0,NA,0,3,39,0,1,1,0
"70831",1,0,1,16,12,12,1958,2400,38,115440,4303,0,1,141340,12,3,72,13,NA,NA,1.48000001907349,0,NA,0,2,12,0,1,1,0
"70848",0,0,1,12,5,13,1940,3120,56,29600,4627,0,1,59200,10,4,63,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"70852",0,0,1,17,4,12,1959,2223,38,47552.3984375,5020,0,0,48042.28125,5,3,NA,17,NA,NA,0,0,NA,0,1,37,0,1,1,0
"70853",1,0,1,9,11,8,1971,2268,25,35520,4524,1,1,59200,3,3,73,6,NA,NA,0,0,NA,0,4,36,0,1,1,0
"70861",1,0,1,15,5,11,1945,1960,51,207200,5325,0,1,276760,21,1,68,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"70868",1,0,1,12,5,10,1947,2792,49,52688,3125,0,1,97088,20,3,64,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"70889",1,0,1,12,6,8,1948,1387,48,0,1211,0,1,18720.51953125,24,3,67,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"70896",0,0,1,12,5,11,1946,1960,50,25627.6796875,3809,0,NA,129007.15625,12,3,60,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"70906",0,0,1,16,8,10,1965,0,31,0,3000,2,1,94751.078125,4,3,68,14,16,133200,0,0,0,0,3,19,0,0,NA,1
"70929",1,1,0,8,10,5,1944,0,52,0,5360,2,1,38983.19921875,13,2,76,NA,2,0,NA,NA,0,0,3,32,0,0,1,0
"70930",1,0,1,11,6,13,1962,2101,34,23680,2997,2,1,24420,9,2,74,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"70931",1,0,1,17,4,12,1941,2440,55,44400,1930,0,1,119584,23,2,65,10,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"70936",1,1,0,12,11,5,1948,1932,48,59200,112,1,1,106779.0390625,18,1,68,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"70937",0,0,1,14,9,10,1963,2016,33,56240,3996,3,1,175232,7,3,68,14,17,38480,41440,0,0,0,2,21,0,1,NA,1
"70957",1,0,1,12,9,10,1962,1856,34,38480,2440,2,1,56240,4,1,67,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"70964",0,0,1,17,8,11,1961,2904,35,50320,6115,1,NA,135852.0625,12,2,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"70967",1,0,1,12,10,10,1942,1920,54,57720,4096,0,1,137101.28125,23,3,71,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"70973",0,1,0,9,8,7,1966,2128,30,28860,56,2,0,28860,7,1,63,3,NA,NA,0,0,NA,0,4,5,0,1,1,0
"70975",0,0,1,14,2,11,1954,2000,43,19240,2383,2,1,88800,3,3,64,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"71016",0,0,1,12,1,10,1958,2664,39,118400,6065,0,NA,207200,14,4,61,5,5,0,0,0,0,0,2,15,0,1,NA,1
"71019",0,0,1,15,3,12,1957,1984,39,42920,2837,3,1,153920,10,2,67,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"71042",0,0,0,12,8,10,1942,2400,54,60680,4096,0,1,137101.28125,20,2,64,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"71046",1,0,1,17,9,10,1962,2760,34,177600,1265,0,1,186480,4,1,70,17,17,88800,125800,0,0,0,6,NA,0,1,1,0
"71056",1,0,1,16,8,10,1968,1998,28,51800,1066,0,1,52451.19921875,8,3,69,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"71063",1,0,1,12,11,5,1962,2050,34,62160,2153,2,1,109964,13,3,NA,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"71096",1,0,1,12,7,9,1938,1500,58,38480,1480,0,1,83028,28,3,69,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"71098",1,0,1,17,11,10,1949,NA,47,NA,5641,4,1,88406.6171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,0,1,0,0
"71109",1,NA,NA,11,8,10,1957,0,39,0,6290,1,NA,81873.6015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"71110",0,1,0,14,7,8,1962,0,34,0,4178,3,0,5268.7998046875,14,2,71,NA,NA,NA,NA,NA,NA,0,3,10,0,0,1,0
"71117",1,1,0,12,12,7,1953,1680,43,0,1885,2,1,35150,13,2,72,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"71150",0,0,1,16,2,8,1945,2450,52,74000,3654,0,NA,150812,18,2,65,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"71160",0,0,1,17,5,8,1951,2291,45,70596,2296,2,1,301476,16,3,66,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"71165",0,0,1,16,2,9,1945,1520,52,45880,2508,0,NA,117586,20,2,65,NA,NA,NA,NA,NA,NA,0,3,39,0,1,NA,1
"71166",0,0,1,12,7,9,1944,2156,52,35074.51953125,908,0,NA,92794.5234375,20,2,67,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"71173",1,0,1,16,4,11,1943,2550,53,96200,1793,0,0,318200,33,1,72,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"71175",0,0,1,17,7,10,1968,3189,28,38480,5811,0,0,38480,10,2,68,12,14,88800,0,0,0,0,2,21,0,1,1,0
"71180",1,0,1,16,4,10,1960,1760,36,29600,4099,0,1,51326.3984375,16,3,61,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"71191",1,0,1,17,7,11,1944,2277,52,45140,267,0,0,59947.3984375,31,2,71,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"71192",1,0,1,14,2,10,1955,1936,42,51563.19921875,77,3,1,98014.4765625,23,3,71,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"71205",0,0,1,12,5,9,1970,2295,26,41440,2343,0,1,73556,3,2,71,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"71206",0,0,1,12,2,10,1943,2481,54,29970,4247,1,0,34410,34,2,65,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"71222",1,0,1,12,8,11,1937,NA,58,NA,3551,0,NA,20517.240234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,0,0
"71233",0,0,1,13,8,11,1961,2750,35,54760,1106,1,NA,136507.796875,17,2,64,10,12,0,0,0,0,0,3,9,0,1,NA,1
"71236",0,0,1,16,4,7,1969,1993,27,56240,1578,0,1,93240,7,2,63,17,12,48840,57720,0,0,0,2,34,0,1,NA,1
"71247",0,0,1,17,4,11,1950,1791,46,56240,4131,0,1,121952,19,1,62,12,17,0,0,0,0,0,1,20,0,1,NA,1
"71258",1,0,1,12,6,10,1962,2450,34,44400,224,0,1,87704.796875,4,1,68,13,NA,NA,0,0,NA,0,3,19,0,1,1,0
"71263",1,0,1,13,11,8,1968,3420,28,37000,4672,2,1,90280,4,1,72,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"71287",0,0,1,16,10,11,1941,0,55,0,27,0,1,154233.765625,8,2,62,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"71290",0,0,1,16,1,11,1942,1632,55,23680,5286,0,1,112480,6,2,61,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"71305",0,0,1,16,3,11,1950,2928,46,142080,2388,0,0,147234.84375,18,4,71,NA,NA,NA,NA,NA,NA,0,3,42,0,0,1,0
"71315",0,0,1,14,2,8,1971,943,26,10360,1909,1,1,47360,3,4,70,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"71320",0,0,1,10,2,10,1963,0,34,0,3171,2,NA,26048,NA,4,65,8,NA,NA,0,0,NA,0,2,34,0,0,NA,1
"71344",0,0,1,16,3,9,1955,1360,42,81400,4066,0,NA,303400,10,1,69,12,12,2442,0,0,0,0,1,31,0,1,NA,1
"71358",1,0,1,17,6,NA,1944,2160,52,38480,4955,0,1,38480,30,2,70,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"71362",1,0,1,16,8,10,1965,2141,31,50320,3777,0,1,71040,6,1,70,16,12,106560,68080,0,0,0,2,21,0,1,1,0
"71382",1,0,1,12,11,8,1971,2250,25,40682.23828125,213,0,1,40683.71875,7,1,72,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"71394",0,0,1,12,3,10,1961,NA,35,NA,1628,0,1,113427.203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,0
"71413",1,0,1,15,9,11,1949,2750,47,103600,565,0,1,106856,14,2,70,12,10,0,0,0,0,0,3,16,0,1,1,0
"71416",1,1,0,12,11,7,1958,1984,38,38628,1477,1,1,69116,8,2,75,12,NA,NA,0,0,NA,0,3,45,0,1,1,0
"71430",0,0,1,12,5,13,1965,1968,31,21883.279296875,2906,1,1,23068.759765625,11,2,65,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"71431",0,0,1,14,9,8,1955,NA,41,NA,2242,1,0,18470.400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,0
"71448",1,0,1,16,11,11,1966,3060,30,148000,4090,2,1,451400,5,2,75,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"71491",0,0,1,12,8,10,1944,3048,52,70300,2735,2,0,96348,22,3,61,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"71497",0,0,1,17,11,12,1960,2304,36,177600,4574,2,NA,202982,18,3,66,12,NA,NA,8880,0,NA,0,1,37,0,1,NA,1
"71499",0,0,1,16,10,8,1955,2016,41,22200,5032,2,1,63640,9,3,63,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"71520",1,0,1,16,6,7,1968,2205,28,37000,1578,0,1,93240,8,2,72,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"71536",1,0,1,14,1,9,1972,2132,25,56240,4143,3,1,77261.921875,3,2,72,14,12,121360,28120,0,0,0,4,36,0,1,1,0
"71547",0,0,1,14,5,9,1959,1176,37,19980,2725,0,0,64380,13,3,67,12,12,0,0,0,0,0,4,5,0,1,1,0
"71550",0,0,1,12,4,11,1944,1406,52,18970.640625,3551,0,0,20517.240234375,20,3,62,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"71552",0,0,1,13,7,10,1964,2074,32,53576,2203,1,1,109520,3,2,62,12,12,0,32560,0,0,0,2,14,0,1,NA,1
"71556",0,0,1,12,3,9,1944,1920,52,29008,1450,0,NA,54168,12,2,66,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"71570",1,0,1,13,11,13,1956,2341,40,88800,541,2,1,131616.40625,9,1,72,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"71582",0,1,0,14,5,11,1963,0,33,0,1929,2,0,12556.3203125,2,3,65,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"71599",1,0,1,16,5,11,1962,2550,34,125800,3192,3,1,125948,5,3,76,NA,12,0,NA,NA,0,0,3,10,0,1,1,0
"71600",0,0,1,14,11,9,1956,2369,40,38480,1500,1,NA,57720,10,2,NA,12,10,16280,4588,0,0,0,2,40,0,1,NA,1
"71632",0,0,1,16,8,12,1970,1000,26,13226.759765625,1932,2,1,68771.15625,4,2,68,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"71674",1,0,1,12,11,12,1956,2130,40,60680,2783,3,1,143856,10,2,70,12,15,74000,0,0,0,0,4,43,0,1,1,0
"71677",0,0,1,12,11,11,1948,0,48,0,3264,0,NA,42476,15,2,60,12,12,4440,0,0,0,0,1,31,0,0,NA,1
"71685",1,0,1,13,4,12,1951,NA,45,NA,1920,0,0,39812,NA,NA,NA,12,NA,NA,0,0,NA,0,2,34,0,1,NA,0
"71688",0,0,1,16,8,8,1965,1960,31,47360,1972,1,1,94350,6,2,64,8,9,0,0,0,0,0,2,22,0,1,NA,1
"71699",1,0,1,16,9,11,1959,3472,37,97680,2572,2,1,118448.84375,16,3,71,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"71714",0,0,1,14,10,12,1957,1914,39,47508,436,0,0,47508,18,3,74,12,12,0,0,0,0,0,1,29,0,1,1,0
"71721",0,0,1,14,11,11,1953,0,43,0,786,4,1,105376,5,2,66,NA,NA,NA,NA,NA,NA,0,1,6,0,0,NA,1
"71735",1,0,1,16,11,12,1950,1860,46,59200,148,3,1,256365.59375,24,2,74,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"71739",0,0,1,12,6,10,1938,2030,58,20720,5741,0,1,104488,23,2,63,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"71740",1,0,1,12,9,11,1958,2652,38,53598.19921875,912,0,1,103261.078125,8,3,72,12,12,0,0,0,0,0,2,34,0,1,1,0
"71768",1,0,0,12,8,7,1957,1960,39,27380,3068,2,1,33300,10,1,63,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"71770",1,0,1,12,10,10,1944,2250,52,0,2992,0,1,44252,22,2,68,NA,NA,NA,NA,NA,NA,0,3,32,0,0,1,0
"71772",0,0,1,15,2,13,1963,980,34,29600,3092,2,0,159218.40625,16,1,67,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"71781",1,0,1,12,5,11,1960,2241,37,52910,6324,3,1,76812,6,2,68,12,12,0,1480,0,0,0,2,14,0,1,1,0
"71784",0,0,1,12,4,12,1947,2097,49,55500,468,2,NA,142390.328125,30,1,67,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"71785",1,0,1,12,6,9,1959,2255,37,54107.3203125,3646,1,1,137145.359375,20,2,72,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"71797",1,0,1,16,12,12,1971,3250,25,28490,3755,0,1,67710,7,1,71,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"71816",0,0,1,14,3,10,1971,2250,25,22200,3521,1,1,53280,7,2,NA,12,14,88800,0,0,0,0,2,21,0,1,NA,1
"71842",0,0,1,13,5,9,1936,0,60,0,1039,0,1,50172,25,2,64,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"71881",1,0,1,16,11,9,1949,2000,47,0,3195,3,1,89096,17,3,72,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"71887",0,0,1,16,7,12,1959,524,37,7992,2651,3,1,82983.6015625,7,2,70,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"71915",1,0,1,13,4,8,1960,3084,36,80660,2681,2,1,153032,6,1,75,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"71928",0,0,1,12,12,10,1957,1912,39,39960,3907,2,0,43674.80078125,11,2,64,12,12,0,0,0,0,0,3,39,0,1,1,0
"71961",0,0,1,16,7,12,1949,2450,47,0,1604,0,NA,52244,20,2,65,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"71993",1,0,1,12,8,11,1939,2064,57,68080,5660,0,1,95312,27,2,71,8,NA,NA,0,0,NA,0,4,46,0,1,1,0
"71999",1,0,1,14,10,12,1947,2430,49,88800,4864,2,1,112391.203125,19,2,74,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"72030",0,0,1,12,8,9,1963,1974,32,22792,4853,2,0,30832.83984375,14,1,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"72038",0,0,1,12,5,12,1970,2026,27,23680,6092,2,0,72964,9,2,71,NA,12,39960,NA,NA,0,0,1,37,0,1,1,0
"72041",0,0,1,14,5,10,1952,3016,45,4440,5818,0,1,181300,5,3,63,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"72045",1,0,1,16,10,8,1947,2400,49,69560,1540,2,1,165395.921875,25,2,68,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"72056",1,0,1,14,4,13,1937,1568,59,88800,3687,0,1,93684,30,2,71,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"72066",0,0,1,13,1,11,1964,2304,33,45880,359,0,NA,108114,13,1,64,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"72079",0,0,1,15,7,11,1965,1550,31,29600,5885,0,1,76960,8,2,70,13,17,13320,60680,0,0,0,2,22,0,1,NA,1
"72081",1,0,1,16,5,11,1963,2695,33,152440,2463,3,1,153032,6,1,70,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"72093",0,0,1,7,3,10,1947,NA,50,0,3211,0,NA,25630.640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,0
"72109",1,0,1,8,2,8,1940,1960,57,20897.599609375,3752,0,1,20897.599609375,28,3,71,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"72114",1,0,1,12,6,11,1951,2040,45,39812,2227,0,1,44252,16,2,75,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"72150",0,0,1,NA,2,12,1960,1600,37,25900,5481,3,NA,355969.59375,NA,1,63,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
