"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"67675",0,0,1,14,1,9,1952,1379,45,76960,4784,0,1,196609.125,17,2,66,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"67681",1,0,0,16,10,13,1960,1470,36,44400,3573,1,1,216080,6,1,70,16,17,0,45880,0,0,0,4,4,0,1,1,0
"67683",0,0,1,11,4,NA,1959,0,37,0,1303,2,1,76960,10,2,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,0,NA,1
"67687",0,1,0,14,2,12,1970,2500,27,16280,4006,2,0,22119.48828125,6,1,67,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"67712",0,0,1,12,10,12,1969,1443,27,35520,2403,1,1,159840,5,2,67,14,16,148000,0,0,0,0,1,29,0,1,NA,1
"67731",1,0,1,11,6,10,1965,1960,31,27106.19921875,3031,2,1,62626.19921875,12,1,66,13,12,100640,22200,0,0,0,3,10,0,1,1,0
"67733",1,0,1,12,12,9,1956,2747,40,67234.921875,1225,3,1,74550.5625,10,3,71,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"67748",1,0,1,10,4,12,1957,2040,39,22200,2776,0,1,66600,18,3,68,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"67766",0,0,1,12,3,12,1958,1968,38,29600,3270,1,NA,91316,15,2,62,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"67769",0,0,1,17,11,9,1963,2579,33,103104.203125,3967,0,NA,217749.4375,14,1,67,17,17,116920,296000,0,0,0,4,4,0,1,NA,1
"67773",1,0,1,16,8,11,1957,1912,39,96200,4644,0,1,108928,10,3,73,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"67783",1,0,1,9,4,7,1958,2000,38,51800,1461,2,1,51854.76171875,9,2,72,11,NA,NA,0,0,NA,0,2,13,0,1,1,0
"67803",1,0,1,13,1,12,1963,4369,34,59940,128,1,1,75924,12,1,71,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"67813",0,0,1,14,6,10,1957,14,39,414.399993896484,1426,4,NA,28858.51953125,7,4,60,12,15,11398.9599609375,45140,0,0,0,3,41,0,0,NA,1
"67822",1,0,1,14,10,9,1958,0,38,0,4220,2,1,244200,10,2,65,NA,NA,NA,NA,NA,NA,0,4,46,0,0,1,0
"67829",1,0,1,12,3,12,1968,2127,29,29600,3509,0,0,41477,3,2,72,12,NA,NA,19368.759765625,0,NA,0,3,16,0,1,1,0
"67845",1,0,1,16,4,7,1966,2160,30,23680,3526,0,0,24420,1,2,71,8,12,0,0,0,0,0,2,12,0,1,1,0
"67855",1,0,1,12,5,10,1969,2328,27,27528,3570,0,1,49728,6,2,74,9,12,62160,0,0,0,0,3,9,0,1,1,0
"67869",1,0,1,12,12,11,1964,1960,32,83472,2306,1,1,126688,12,2,72,NA,NA,NA,NA,NA,NA,0,4,27,0,1,1,0
"67878",1,0,1,12,12,12,1958,2860,38,0,536,2,1,22200,8,4,70,12,NA,NA,0,0,NA,0,1,29,0,1,1,0
"67880",0,0,1,14,10,12,1954,1744,42,28638,3508,0,0,28638,12,3,64,12,NA,NA,19368.759765625,0,NA,0,3,16,0,1,1,0
"67881",0,0,1,14,11,8,1968,2117,28,7400,3384,2,1,74000,5,2,69,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"67886",1,0,1,10,6,8,1941,0,55,0,1018,0,1,4638.31982421875,NA,NA,64,NA,NA,NA,NA,NA,NA,0,2,22,0,0,1,0
"67893",0,0,0,17,7,13,1964,2695,32,111492.84375,5908,0,NA,155892.84375,NA,2,NA,16,17,0,45880,0,0,0,2,24,0,1,NA,1
"67897",1,0,1,12,9,9,1950,1786,46,60680,1750,0,1,119880,17,1,68,13,12,0,0,0,0,0,2,48,0,1,1,0
"67900",0,1,0,16,2,10,1951,1365,46,29600,3962,0,1,100640,15,3,64,1,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"67909",0,0,1,13,11,11,1957,1680,39,41736,3606,1,0,140009.484375,21,2,71,12,14,20357.400390625,0,0,0,0,4,46,0,1,1,0
"67928",0,0,1,12,11,8,1943,0,53,0,30,0,1,135864,5,3,63,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"67951",1,0,1,11,7,10,1969,1367,27,16280,4598,1,1,48544,9,2,63,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"67969",1,0,1,11,12,9,1946,2342,50,29857.51953125,239,0,1,32225.51953125,24,2,69,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"67975",1,0,1,13,7,12,1941,2856,55,44400,5205,0,1,90280,25,2,69,12,8,0,0,0,0,0,3,3,0,1,1,0
"68004",1,0,1,17,10,11,1951,2500,45,740000,4307,4,1,769600,15,1,71,12,NA,NA,0,0,NA,0,2,21,0,1,1,0
"68017",0,0,1,12,2,10,1969,1135,28,11840,5963,2,1,60916.80078125,5,4,62,15,12,34040,1776,0,0,0,2,24,0,1,NA,1
"68030",1,0,1,13,12,11,1965,2940,31,63640,2657,2,1,65652.796875,5,1,70,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"68036",1,0,1,17,8,11,1952,2250,44,56240,3931,3,1,72520,14,4,71,12,NA,NA,12136,0,NA,0,3,42,0,1,1,0
"68043",1,0,1,12,5,8,1944,2880,52,74000,3090,0,1,117660,22,2,70,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"68051",0,0,1,13,11,13,1949,2160,47,48840,4106,0,0,68361.203125,17,2,65,12,NA,NA,0,0,NA,0,4,5,0,1,1,0
"68082",1,0,1,16,10,10,1957,1640,39,59200,5104,3,1,75480,11,2,70,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"68091",0,0,1,12,2,11,1949,1936,47,50320,662,1,NA,136900,NA,2,62,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"68126",1,0,1,14,5,13,1961,2100,35,52540,4988,1,1,145780,6,1,72,14,14,0,0,0,0,0,4,36,0,1,1,0
"68134",1,0,1,13,12,7,1957,3509,39,0,3304,2,1,35955.12109375,21,1,74,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"68148",1,0,1,17,5,8,1969,2080,28,22940,5606,0,1,67340,1,2,71,12,12,0,0,0,0,0,3,3,0,1,1,0
"68161",1,0,1,14,10,13,1971,2560,25,34040,4604,1,1,61716,5,3,70,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"68162",1,0,1,12,9,10,1940,1798,56,34040,947,1,1,73042.4375,26,5,68,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"68176",1,0,1,17,5,11,1967,1386,29,48840,3848,0,1,61714.671875,9,2,67,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"68179",1,0,1,14,12,7,1960,0,36,0,2077,2,1,20136.2578125,9,5,64,NA,NA,NA,NA,NA,NA,0,3,35,0,0,1,0
"68181",1,0,1,17,1,10,1960,1831,37,67636,4966,3,1,112036,7,2,74,12,12,0,8878.51953125,0,0,0,4,5,0,1,1,0
"68182",0,0,1,12,11,10,1946,375,50,5920,5386,1,NA,141932,18,3,62,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"68193",1,0,1,17,1,10,1962,1644,35,47360,4964,0,0,47952,3,1,69,12,12,0,8878.51953125,0,0,0,4,5,0,1,1,0
"68200",1,0,1,12,8,12,1954,2160,42,88800,3155,2,1,113220,12,2,66,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"68211",0,0,1,14,11,NA,1949,NA,47,NA,361,0,NA,25553.6796875,NA,NA,NA,12,12,NA,0,0,0,0,4,4,0,1,NA,0
"68218",1,0,1,12,7,11,1957,640,39,740,72,0,0,2220,11,4,66,NA,4,0,NA,NA,0,0,3,45,0,0,1,0
"68226",1,0,1,14,8,10,1951,1960,45,68820,5015,1,1,91271.6015625,15,1,72,12,16,0,0,0,0,0,2,48,0,1,1,0
"68233",0,0,1,13,4,8,1951,365,46,8880,6036,1,NA,51652,5,3,68,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"68234",0,0,1,17,4,9,1963,980,33,17760,750,2,1,146446,1,2,64,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"68256",0,0,1,12,5,13,1968,0,28,0,715,4,1,48100,2,2,64,12,14,0,7696,0,0,0,2,21,0,0,NA,1
"68272",0,0,1,14,12,13,1952,1750,44,67340,3949,0,NA,167240,24,2,NA,14,NA,NA,0,0,NA,0,1,29,0,1,NA,1
"68274",1,0,1,15,10,8,1946,1680,50,31457.400390625,331,1,1,31457.400390625,20,4,67,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"68280",0,0,1,14,9,10,1962,1077,34,6630.39990234375,677,3,NA,104560.5234375,7,2,65,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"68333",1,0,1,12,11,6,1953,2735,43,44400,347,0,0,44400,13,3,71,14,NA,NA,0,0,NA,0,1,20,0,1,1,0
"68371",0,0,1,17,7,13,1968,0,28,0,1788,1,1,25974,3,2,65,15,14,0,49284,0,0,0,3,19,0,0,NA,1
"68373",1,0,1,16,7,13,1965,2460,31,217560,4250,0,1,317460,8,1,74,17,16,48840,99160,0,0,0,1,31,0,1,1,0
"68394",0,0,1,12,11,13,1949,2000,47,148000,4045,0,NA,296000,5,1,67,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"68401",1,0,1,16,11,11,1964,3500,32,66600,4127,1,1,96888.203125,7,1,70,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"68410",0,0,1,15,7,8,1946,2016,50,21460,3471,0,1,111740,16,2,67,16,12,10360,0,0,0,0,2,14,0,1,NA,1
"68441",1,0,1,15,4,8,1961,2205,35,81400,524,1,1,118281.2421875,15,2,70,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"68453",0,0,1,12,12,11,1966,40,30,236.800003051758,1226,4,NA,54567.6015625,8,2,63,NA,NA,NA,NA,NA,NA,0,2,48,0,0,NA,1
"68463",0,0,1,16,12,12,1970,2964,26,66600,424,0,1,148000,6,1,63,16,17,44400,42920,0,0,0,3,10,0,1,NA,1
"68464",1,0,1,12,8,10,1957,2142,39,62160,4338,3,1,106708,9,3,73,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"68472",1,0,1,14,3,11,1955,2795,41,76072,1467,0,0,76146,12,2,68,12,12,444,16280,0,0,0,2,12,0,1,1,0
"68480",1,0,1,14,12,10,1948,2916,48,3700,4503,0,1,62900,18,3,72,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"68494",1,0,1,13,9,10,1954,2250,42,39960,3268,1,1,81252,20,2,73,11,14,23428.400390625,0,0,0,0,3,42,0,1,1,0
"68507",1,0,1,17,9,11,1963,2160,33,81400,4536,2,1,82880,8,2,69,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"68515",0,0,1,9,1,9,1954,0,43,0,2501,0,NA,36237.80078125,12,5,69,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"68536",1,0,1,16,1,10,1952,NA,45,0,2841,0,1,88800,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,0,0,0
"68566",1,0,1,13,8,10,1960,2205,36,34040,4077,0,1,88800,6,1,75,12,7,NA,0,0,0,0,3,45,0,1,1,0
"68567",0,0,1,12,8,8,1967,920,29,7400,1529,2,1,62160,6,3,66,14,16,116920,22244.400390625,0,0,0,2,14,0,1,NA,1
"68603",1,0,1,12,5,8,1958,3360,38,79920,3784,2,1,85692,17,3,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"68607",0,0,1,14,5,8,1966,2570,30,17760,1192,2,NA,60680,10,2,66,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"68623",0,0,1,16,10,13,1963,2484,33,47360,5255,0,0,47360,8,1,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"68626",1,0,1,12,10,11,1964,0,32,0,5339,0,NA,56608.51953125,NA,NA,63,NA,NA,NA,NA,NA,NA,0,1,31,1,1,NA,1
"68637",1,0,1,12,12,11,1964,2327,32,56240,3233,2,1,93980,4,3,74,NA,12,29600,NA,NA,0,0,2,13,0,1,1,0
"68651",1,0,1,12,12,10,1957,2376,39,56240,3639,2,1,65120,10,2,71,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"68653",1,0,1,12,8,8,1955,2342,41,53280,2073,0,1,100657.7578125,11,2,71,12,12,0,0,0,0,0,2,21,0,1,1,0
"68663",1,0,1,14,8,10,1948,2100,48,72520,4398,1,1,107892,18,4,71,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"68684",1,0,1,17,2,12,1954,2360,43,89170,2705,1,1,106930,20,1,68,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"68699",0,0,1,14,8,8,1946,2000,50,25900,4858,0,NA,61420,32,4,63,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"68722",0,0,1,16,9,10,1954,2750,42,88800,5153,3,0,109952.15625,20,3,64,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"68731",1,0,1,NA,1,11,1961,2000,36,31080,4396,2,1,120398,NA,2,NA,NA,NA,NA,NA,NA,NA,0,3,47,0,1,1,0
"68732",1,0,1,12,12,11,1951,2088,45,93240,2300,2,1,106560,24,3,69,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"68738",0,1,0,15,9,8,1943,NA,53,0,4879,0,NA,31239.83984375,NA,NA,NA,NA,16,0,NA,NA,0,0,3,32,0,0,NA,0
"68740",1,0,1,12,10,10,1971,NA,25,NA,1955,0,0,83856.796875,NA,NA,NA,11,NA,NA,0,0,NA,0,1,37,0,1,NA,0
"68785",0,0,1,17,6,11,1962,688,34,7696,1866,2,1,89392,4,2,68,16,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"68811",0,0,1,14,6,11,1937,2277,59,23680,2551,0,0,32811.6015625,27,2,67,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"68830",0,1,0,11,3,5,1960,0,36,0,2615,3,0,1006.40002441406,NA,3,63,8,NA,NA,0,0,NA,0,3,8,0,0,1,0
"68859",0,0,1,16,3,11,1969,1528,27,37000,2592,0,1,87024,5,1,63,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"68861",1,0,1,14,8,8,1956,347,40,97680,4004,0,1,150368,10,3,72,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"68875",1,0,1,14,11,12,1948,2750,48,51800,4998,0,1,146520,18,2,71,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"68913",0,0,1,12,5,10,1965,1820,31,38480,4894,1,1,72520,2,1,64,12,NA,NA,34040,0,NA,0,3,41,0,1,NA,1
"68921",0,0,1,17,6,8,1965,0,31,0,2344,2,1,56670.6796875,1,1,65,16,12,0,26640,0,0,0,3,9,1,0,NA,1
"68925",0,0,1,13,11,9,1944,0,52,0,1797,0,1,132874.40625,15,5,64,13,NA,NA,0,0,NA,0,1,29,0,0,NA,1
"68947",0,0,1,14,8,12,1961,1600,35,44400,612,3,1,83939.6796875,3,1,67,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"68956",0,0,1,14,4,10,1967,2008,30,53280,5516,3,1,58460,8,2,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"69021",0,0,1,12,8,10,1965,2205,31,23680,2385,2,1,66748,4,2,69,7,7,38835.19921875,13468,0,0,0,3,45,0,1,NA,1
"69031",0,0,1,16,7,8,1970,640,26,11840,4601,2,1,42920,3,1,70,13,14,29304,14800,0,0,0,2,33,0,1,NA,1
"69040",1,0,1,16,2,10,1956,2822,41,65120,506,0,0,65120,22,2,66,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"69050",1,0,1,12,3,10,1960,2124,36,47360,362,3,1,49815.3203125,7,2,82,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"69059",0,0,1,17,1,10,1950,1600,47,96200,844,0,NA,207584.796875,29,2,64,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"69062",0,0,1,14,8,12,1959,921,37,9620,2285,1,0,28253.19921875,8,2,55,NA,17,40256,NA,NA,0,0,4,4,0,1,1,0
"69065",0,0,1,17,2,12,1946,1800,51,48840,2037,1,NA,156436,19,2,67,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"69084",1,0,1,12,10,11,1963,2350,33,37000,2380,0,0,37000,NA,3,68,10,NA,NA,0,0,NA,0,1,37,0,1,1,0
"69113",1,NA,NA,17,11,11,1936,NA,60,NA,4523,0,NA,83739.8828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,0
"69129",0,1,0,16,4,10,1949,1905,47,44400,4835,0,0,45362,14,3,65,16,NA,NA,0,0,NA,0,3,32,0,1,1,0
"69134",1,0,1,12,7,11,1961,2448,35,55352,3510,3,1,71928,5,2,72,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"69156",0,0,1,12,6,13,1950,1328,46,7849.919921875,2352,0,1,8822.2802734375,13,3,64,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"69157",1,0,1,17,1,10,1949,3060,48,127280,5838,0,0,127872,30,1,66,12,NA,NA,0,0,NA,0,3,10,0,1,1,0
"69163",1,0,1,12,11,11,1943,2520,53,53280,2345,0,1,57853.19921875,23,3,68,12,NA,NA,0,0,NA,0,2,21,0,1,1,0
"69170",0,0,1,11,7,NA,1951,2064,45,35520,4909,1,NA,74000,27,2,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"69180",1,0,1,12,1,12,1947,1936,50,37000,3373,0,1,66777.6015625,29,2,71,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"69193",1,0,1,12,12,10,1956,2159,40,47360,1502,0,1,59089,10,2,69,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"69220",1,0,1,12,12,10,1967,2080,29,41440,1875,0,1,79920,7,3,72,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"69226",0,0,1,12,1,11,1966,1920,31,35520,3586,2,NA,65194,11,3,62,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"69231",0,0,1,13,5,11,1968,1596,28,54760,4562,0,1,164280,5,3,65,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"69260",0,0,1,16,4,13,1953,0,44,0,6256,3,1,350760,13,1,64,14,16,0,0,0,0,0,2,48,0,0,NA,1
"69261",0,0,1,14,2,13,1948,1804,49,58460,730,0,0,59348,9,2,65,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"69288",0,0,1,17,7,10,1940,1784,56,65120,2026,0,0,66156,25,1,63,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"69291",1,0,1,17,6,9,1970,NA,26,NA,1243,0,0,132756,NA,NA,NA,13,15,42920,50320,0,0,1,4,4,NA,NA,NA,0
"69293",0,0,1,12,4,10,1967,1880,29,48100,591,0,NA,109224,5,1,NA,16,17,0,1110,0,0,0,2,14,0,1,NA,1
"69294",1,0,1,13,5,11,1965,1953,31,47360,2592,0,1,87024,5,2,70,12,9,88783.71875,35147.0390625,0,0,0,3,3,0,1,1,0
"69304",1,0,1,12,4,9,1971,2600,26,14800,4953,0,0,16280,NA,3,72,13,12,47360,740,0,0,0,2,34,0,1,1,0
"69324",1,0,1,12,7,8,1951,1956,45,38764.16015625,3445,0,0,41238.71875,25,3,NA,8,NA,NA,0,0,NA,0,2,24,0,1,1,0
"69328",0,0,1,16,10,11,1949,2000,47,26640,1392,1,1,170348,9,1,68,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"69330",0,0,1,14,4,10,1960,1960,36,35520,5365,2,1,94720,7,2,71,8,12,7104,16280,0,0,0,1,18,0,1,NA,1
"69333",1,0,1,16,5,11,1949,1907,47,118518.3984375,3230,1,1,271402.40625,12,2,66,17,16,0,0,0,0,0,3,41,0,1,1,0
"69336",0,0,1,12,4,11,1964,1960,32,29600,3760,0,1,83768,14,2,70,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"69362",1,0,1,12,5,12,1959,2900,37,0,2922,7,1,214600,8,2,73,NA,12,0,NA,NA,0,0,4,27,0,1,1,0
"69372",1,0,1,17,9,11,1948,2750,48,74000,5467,0,1,162948,18,2,75,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"69392",0,0,1,12,8,10,1964,0,32,0,3359,1,1,46438.8203125,9,3,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"69420",0,0,1,16,3,12,1971,2000,26,37000,4376,0,1,68109.6015625,7,2,70,17,16,296000,0,0,0,0,1,29,0,1,NA,1
"69424",0,0,1,10,6,6,1955,1530,41,20720,2359,0,NA,60680,4,2,66,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"69427",0,0,1,17,1,10,1966,1020,31,0,2182,2,0,32264,3,1,73,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"69439",1,0,1,17,11,12,1945,2040,51,38480,4082,0,1,66304,20,1,69,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"69441",1,0,1,12,10,9,1954,2518,42,51504,1818,2,1,77848,12,3,69,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"69454",1,0,1,12,9,10,1971,2381,25,39960,1457,0,0,39960,6,2,66,12,15,128760,0,0,0,0,3,9,0,1,1,0
"69456",1,0,1,17,3,13,1941,2080,55,65120,3239,0,0,103637,35,2,70,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"69471",1,0,1,17,11,12,1964,2187,32,43381.76171875,3262,1,1,76021.6796875,10,1,70,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"69480",0,0,1,17,11,12,1951,1470,45,32560,1069,2,1,121360,10,1,67,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"69484",0,0,1,17,4,11,1951,856,45,592,1659,2,1,111873.203125,25,1,67,17,NA,NA,740,0,NA,0,1,20,0,1,NA,1
"69487",0,0,1,12,3,12,1956,1685,40,31080,2571,0,NA,83176,10,2,66,12,12,0,23680,0,0,0,3,10,0,0,NA,1
"69502",0,0,1,12,3,8,1955,1500,42,15836,2970,3,1,112163.28125,7,2,64,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"69513",0,0,1,14,9,12,1951,1482,45,66600,2575,1,NA,178340,13,3,67,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"69551",1,0,1,16,1,11,1964,2495,33,38480,4929,2,1,80105,5,3,75,NA,10,11114.7998046875,NA,NA,0,0,2,48,0,1,1,0
"69582",0,0,1,17,8,11,1959,1240,37,56240,1224,1,1,120620,11,1,71,14,17,0,0,0,0,0,1,6,0,1,NA,1
"69585",0,0,1,12,4,8,1963,753,33,11840,4360,2,1,74000,7,3,64,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"69606",0,0,0,17,3,10,1956,2000,40,213120,3254,1,1,1141820,7,2,65,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,NA,1
"69619",0,0,1,12,2,11,1945,2032,52,4573.2001953125,2345,0,1,57853.19921875,4,2,64,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"69625",1,0,1,12,11,11,1951,2050,45,97680,2698,1,1,118253.4765625,15,3,72,NA,14,0,NA,NA,0,0,1,31,0,1,1,0
"69633",1,0,1,14,4,9,1955,1512,41,17760,2280,0,0,18793.0390625,20,2,NA,16,NA,NA,296,0,NA,0,4,46,0,1,1,0
"69657",0,0,1,12,1,11,1963,1240,34,4440,1732,1,NA,45880,7,2,69,NA,12,0,NA,NA,0,0,4,4,0,1,NA,1
"69661",1,1,0,14,9,12,1958,1960,38,37000,275,0,0,37000,14,2,70,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"69673",0,0,1,12,7,NA,1950,2600,47,25900,6330,0,NA,64380,25,3,67,12,12,0,0,0,0,0,2,12,0,1,NA,1
"69674",0,1,0,12,8,12,1937,2300,59,62160,310,0,1,62160,18,3,63,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"69676",1,0,1,16,9,13,1969,1587,27,39960,6100,1,1,44577.6015625,6,2,72,12,16,148000,0,0,0,0,4,5,0,1,1,0
"69677",1,0,1,16,4,11,1968,2470,29,61420,5787,0,0,61420,6,1,72,14,16,38480,12580,0,0,0,1,31,0,1,1,0
"69703",1,0,1,13,2,11,1972,1994,25,37000,5021,0,1,74000,1,2,77,12,NA,NA,0,0,NA,0,1,18,0,1,1,0
"69715",1,0,1,17,10,12,1961,2145,35,56240,105,0,1,67488,11,2,74,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"69718",1,0,1,12,12,6,1950,2081,46,76961.4765625,4036,0,1,85290.921875,NA,3,70,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"69725",0,0,1,17,3,13,1948,0,49,0,4382,0,NA,58312,12,3,66,NA,10,0,NA,NA,0,0,1,31,0,0,NA,1
"69735",0,0,1,12,6,11,1949,1750,47,37000,1163,0,NA,99161.4765625,17,1,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"69774",1,0,1,12,6,10,1953,2100,43,66600,2626,1,1,134680,14,1,73,12,13,5328,23887.19921875,0,0,0,4,46,0,1,1,0
"69784",0,0,1,16,8,10,1948,1621,48,44400,4341,0,0,79476,17,3,64,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"69786",1,0,1,13,10,12,1970,NA,26,NA,2287,0,0,79927.3984375,NA,NA,NA,12,16,23088,39351.71875,0,0,0,1,20,1,1,NA,0
"69792",0,0,1,13,11,8,1947,1040,49,13320,5221,0,NA,27883.19921875,30,3,64,9,12,0,0,0,0,0,1,37,0,1,NA,1
"69811",0,1,0,12,3,8,1956,0,40,0,35,1,1,38480,5,4,61,3,9,0,0,0,0,0,3,32,0,0,NA,1
"69851",1,0,1,12,9,7,1960,1920,36,0,2008,1,1,9767.8515625,10,3,74,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"69860",0,0,1,14,8,8,1971,2000,25,34040,4714,0,NA,69582.203125,4,2,67,12,12,44400,10360,0,0,0,2,34,0,1,NA,1
"69864",0,0,1,12,11,10,1962,2500,34,22806.80078125,1533,0,NA,58341.6015625,16,2,NA,12,13,5328,23887.19921875,0,0,0,4,30,0,1,NA,1
"69877",0,0,1,17,8,13,1971,0,25,0,1656,1,1,35520,NA,2,66,NA,NA,NA,NA,NA,NA,0,2,24,1,0,NA,1
"69878",1,0,1,9,7,8,1965,2018,31,38480,6070,3,1,60275.9609375,13,1,65,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"69887",0,0,1,16,8,9,1964,2094,32,59052,3936,0,1,95904,8,2,65,12,14,63640,56240,0,0,0,3,42,0,1,NA,1
"69892",1,0,1,16,10,10,1952,2040,44,51800,944,0,1,61864,14,2,67,12,12,2960,0,0,0,0,2,24,0,1,1,0
"69896",0,0,0,16,5,9,1949,0,47,11840,1058,0,0,26197.48046875,19,3,64,14,NA,NA,0,0,NA,0,4,36,0,0,1,0
"69946",1,0,1,16,10,9,1947,1720,49,96200,6009,1,1,143560,19,2,69,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
